,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01
Марьяновский муниципальный район,2,2,2,4,4,4,4,4,4,4,4,4,4,4,9,9,8,8,8,8,8,8,8,8
Маслянинский муниципальный район,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8
Матвеевский муниципальный район,2,2,2,2,4,4,4,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8
Мегино-Кангаласский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Медведевский муниципальный район,6,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Медвежьегорский муниципальный район,1,1,0,0,0,0,6,6,6,6,6,6,9,9,9,9,9,9,8,8,8,8,8,8
Медынский муниципальный район,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Междуреченский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Межевской муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8
Мезенский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8,8,8,8,8,8,8
Меленковский муниципальный район,0,0,2,2,4,4,2,2,4,4,4,4,9,9,9,9,9,8,8,8,8,8,8,8
Мелеузовский муниципальный район,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Менделеевский муниципальный район,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8
Мензелинский муниципальный район,0,0,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8
Мечетлинский муниципальный район,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8
Мещовский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Милославский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8
Мильковский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Минераловодский муниципальный округ,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Мирнинский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Мишкинский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8
Мишкинский муниципальный район,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8
Миякинский муниципальный район,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8
Могойтуйский муниципальный район,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1
Могочинский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,1,1,1,1,1,6,6
Моздокский муниципальный район,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8
Мокроусовский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Мокшанский муниципальный район,2,2,2,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8
Молчановский муниципальный район,0,0,0,0,2,2,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
Монастырщинский муниципальный район,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8
Моргаушский муниципальный округ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8
Мордовский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Моркинский муниципальный район,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8
Мосальский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,8,8,8,8,8,8,8,8
Москаленский муниципальный район,2,2,2,4,4,4,4,4,4,4,4,4,4,4,9,9,9,8,8,8,8,8,8,8
Мотыгинский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,8,8,8
Мошковский муниципальный район,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Муезерский муниципальный район,2,2,2,6,6,6,6,6,6,6,6,9,9,6,6,6,6,6,6,8,8,8,8,8
Муромцевский муниципальный район,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8
Муслюмовский муниципальный район,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8
Мучкапский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Мышкинский муниципальный район,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Нагайбакский муниципальный район,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8
Нагорский муниципальный район,1,1,1,1,1,1,1,1,1,1,4,4,2,2,8,8,8,8,8,8,8,8,8,8
Надеждинский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1
Называевский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8
Намский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Нанайский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8,8,1,1,1,8,8
Наримановский муниципальный район,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8
Наровчатский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Неверкинский муниципальный район,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8
Нейский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,8,8,8,8,8,8,8,8
Некоузский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8
Некрасовский муниципальный район,0,0,0,0,0,2,2,2,2,2,9,9,2,2,2,9,9,8,8,8,8,8,8,8
Немецкий национальный муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,8,8,8,8,8,8,8,8
Нерчинский муниципальный район,0,0,0,0,1,1,1,1,1,1,1,1,9,9,9,9,9,9,1,1,1,1,8,8
Нерюнгринский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Нефтегорский муниципальный район,2,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Нефтекумский муниципальный округ,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8
Нефтеюганский муниципальный район,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,1,1,1,1,6,6,6,6,6
Нехаевский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Нижневартовский муниципальный район,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Нижнеилимский муниципальный район,0,0,0,6,6,6,6,6,6,6,6,9,9,6,6,6,6,6,6,6,8,8,8,8
Нижнеингашский муниципальный район,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
Нижнекамский муниципальный район,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Нижнеколымский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Нижнеломовский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,8,8,8,8,8,8,8
Нижнеомский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Нижнесергинский муниципальный район,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Нижнетавдинский муниципальный район,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Нижнеудинский муниципальный район,2,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Никифоровский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Никольский муниципальный округ,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Никольский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Новгородский муниципальный район,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Новичихинский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Новоалександровский муниципальный округ,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8
Новоаннинский муниципальный район,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Новобурасский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8
Нововаршавский муниципальный район,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8
Новодеревеньковский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,8,8,8,8,8,8,8,8,8
Новодугинский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,8,8,8,8,8,8,8
Новониколаевский муниципальный район,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,8,8,8,8,8,8,8,8
Новоорский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Новоселицкий муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Новоселовский муниципальный район,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
Новосергиевский муниципальный район,2,2,2,4,4,4,4,4,4,4,4,4,4,9,9,9,8,8,8,8,8,8,8,8
Новосибирский муниципальный район,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6
Новосильский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Новосокольнический муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8
Новоспасский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Новоторъяльский муниципальный район,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8
Новоузенский муниципальный район,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Новошешминский муниципальный район,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8
Нолинский муниципальный район,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8
Нукутский муниципальный район,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Нуримановский муниципальный район,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8
Нурлатский муниципальный район,0,0,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8
Нюксенский муниципальный округ,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Нюрбинский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Нязепетровский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Няндомский муниципальный округ,0,0,0,0,0,0,6,6,6,6,6,6,6,6,9,9,9,8,8,8,8,8,8,8
Облученский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Одесский муниципальный район,2,2,2,2,2,2,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8
Одоевский муниципальный район,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Озинский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,8,8,8,8,8,8,8,8,8
Оймяконский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Оконешниковский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,4,4,8,8,8,8,8,8,8,8,8,8,8
Октябрьский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8,8,8,8,8,8,8,8
Окуловский муниципальный район,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Олекминский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Оленекский эвенкийский национальный муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Оловяннинский муниципальный район,0,0,0,0,0,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8
Олонецкий муниципальный район,0,0,0,0,0,0,6,6,6,6,9,9,9,9,9,9,9,9,8,8,8,8,8,8
Ольгинский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,1,1,1,1,8,8
Ольховский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,8,8,8,8,8,8,8
Ольхонский муниципальный район,0,0,0,0,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8
Олюторский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Омский муниципальный район,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8
Омутинский муниципальный район,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8
Омутнинский муниципальный район,0,0,0,0,9,9,9,9,4,4,4,4,9,9,9,9,9,9,8,8,8,8,8,8
Онгудайский муниципальный район,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Онежский муниципальный район,0,0,0,0,0,0,6,6,6,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8
Ононский муниципальный округ,2,2,2,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,8,8
Орджоникидзевский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Ордынский муниципальный район,0,0,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8
Оричевский муниципальный район,0,0,0,0,0,4,4,4,4,4,4,2,2,9,9,8,8,8,8,8,8,8,8,8
Орловский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Оршанский муниципальный район,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8
Осинский муниципальный район,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8
Островский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Островский муниципальный район,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8
Охотский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Павинский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8
Павловский муниципальный округ,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Павлоградский муниципальный район,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8
Палехский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Палласовский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Панкрушихинский муниципальный район,2,2,2,2,2,4,4,4,4,4,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Парабельский муниципальный район,0,0,0,0,0,0,6,6,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8
Параньгинский муниципальный район,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8
Партизанский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1
Партизанский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Парфеньевский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Парфинский муниципальный район,0,0,2,2,2,2,2,2,2,2,4,4,9,9,9,9,9,9,8,8,8,8,8,8
Пачелмский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Пензенский муниципальный район,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Первомайский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Переволоцкий муниципальный район,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8
Перелюбский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Пестравский муниципальный район,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,8,8,8,8,8,8
Пестречинский муниципальный район,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8
Пестяковский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8
Петровск-Забайкальский муниципальный район,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Петровский муниципальный район,2,2,2,0,0,0,0,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8
Петропавловский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Петуховский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Петушинский муниципальный район,1,1,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Печенгский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Пий-Хемский муниципальный район,0,0,0,0,0,0,9,9,2,2,9,9,4,4,4,4,4,8,8,8,8,8,8,8
Пильнинский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,8,8,8,8,8,8,8,8,8
Пировский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Пителинский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Питерский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Питкярантский муниципальный округ,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8
Пичаевский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Плавский муниципальный район,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
Пластовский муниципальный район,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
Плесецкий муниципальный округ,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8
Плюсский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8
Пограничный муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,8,8
Поддорский муниципальный район,2,2,2,2,2,2,2,9,9,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Подосиновский муниципальный район,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8
Подпорожский муниципальный район,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Пожарский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Покровский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,8,8,8,8,8,8,8,8,8
Половинский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Полтавский муниципальный район,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8
Поназыревский муниципальный округ,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,9,9,8,8,8,8,8,8,8
Пономарёвский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Порецкий муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Порховский муниципальный район,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8
Поспелихинский муниципальный район,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,8,8,8,8,8,8,8,8,8
Похвистневский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,8,8,8,8,8,8,8,8
Починковский муниципальный округ,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Починковский муниципальный район,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
Пошехонский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Правобережный муниципальный район,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Предгорный муниципальный округ,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8
Приаргунский муниципальный округ,0,0,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,1,1,8,8,8
Прилузский муниципальный район,0,0,0,9,9,9,4,4,4,4,4,4,4,9,9,9,9,8,8,8,8,8,8,8
Приморский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,1,1,1,1,1,6,6,6
Приозерский муниципальный район,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Прионежский муниципальный район,1,1,7,7,7,7,7,7,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,6
Притобольный муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8
Прокопьевский муниципальный округ,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,6,6
Промышленновский муниципальный округ,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8
Пронский муниципальный район,2,2,2,0,0,0,2,2,2,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
Пряжинский муниципальный район,0,0,0,0,0,6,6,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8
Псковский муниципальный район,7,7,7,6,6,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7
Пугачевский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,8,8,8,8,8,8
Пудожский муниципальный район,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8
Пустошкинский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,8,8,8,8,8,8,8,8
Путятинский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,8,8,8,8,8,8,8
Пучежский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Пушкиногорский муниципальный район,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Пыщугский муниципальный округ,2,2,4,4,4,4,4,4,4,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8
Радищевский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Ребрихинский муниципальный район,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8
Ржаксинский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,9,9,8,8,8,8,8,8,8,8,8,8
Ровенский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,8,8,8,8,8,8,8,8,8
Родинский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Родниковский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,8,8,8,8,8,8,8
Ромненский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8,8,8,8,8,8
Ромодановский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Рославльский муниципальный район,0,0,0,0,0,6,6,6,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Ростовский муниципальный район,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8
Ртищевский муниципальный район,2,2,2,4,4,2,2,2,2,2,2,2,9,9,9,9,8,8,8,8,8,8,8,8
Рузаевский муниципальный район,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
Русско-Полянский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
Рыбновский муниципальный район,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
Ряжский муниципальный округ,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Рязанский муниципальный район,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Сабинский муниципальный район,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8
Савинский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8
Сакмарский муниципальный район,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8
