run,profile,n,best_destination_share,within_pair_coassignment,n_destinations
0,A,141,0.9361702127659575,0.8770010131712259,4
0,B,98,0.7551020408163265,0.6263412581527457,2
0,C,29,0.9310344827586207,0.8669950738916257,2
0,D,153,0.9803921568627451,0.9613003095975232,2
0,E,186,0.9946236559139785,0.989247311827957,2
0,F,327,0.9602446483180428,0.9223091499221403,5
0,G,965,0.894300518134715,0.810532539290091,3
