run,K_supra,K_Dec2024,ARI_all_supra,NMI_all_supra,ARI_Dec2024,NMI_Dec2024,BE_cross_coassignment,B_within_pair_coassignment,E_within_pair_coassignment
0,13,9,0.45349215671565724,0.5873910678631652,0.7364737312917007,0.7572197472434098,0.2435813034891376,0.6263412581527457,0.989247311827957
