alpha,K,SW,CHn,S_Dbw,AVI,AVU,ANUI,MQ,edges,isolates
0.5,8.875,0.13253136630082932,0.4088544986114087,0.5979086995232145,0.8098897378910607,0.45618827781623095,0.5908697071596645,0.6730795921114567,11926.083333333334,11.791666666666666
0.7,10.0,0.12415159824791754,0.28587900773659675,0.5885913223380108,0.7974422749297378,0.40732581953230823,0.5993946040190966,0.666427198908013,11796.666666666666,11.958333333333334
0.9,9.791666666666666,0.10571130782125793,0.23996271102548553,0.5845397131041173,0.7743343020964134,0.37994761579058994,0.5984262932770307,0.645982033226464,11679.833333333334,11.875
