target,scope,month,variant,K,radius,scatter,density_between,S_Dbw,status,zero_density_clusters,zero_over_zero_pairs,positive_over_zero_pairs
temporal_louvain_alpha70,temporal,2024-03-01,round14_zero_zero,12,0.08809630613849179,0.1910626362951089,,,undefined,7,20,1
temporal_louvain_alpha70,temporal,2024-03-01,round14_floor_one,12,0.08809630613849179,0.1910626362951089,0.05618686868686869,0.24724950498197756,finite,7,20,1
temporal_louvain_alpha70,temporal,2024-03-01,rms_radius_strict,12,0.30517455638201946,0.1910626362951089,0.2227620420849831,0.41382467838009196,finite,1,0,0
temporal_louvain_alpha70,temporal,2024-03-01,rms_radius_floor_one,12,0.30517455638201946,0.1910626362951089,0.2227620420849831,0.41382467838009196,finite,1,0,0
temporal_louvain_alpha70,temporal,2024-03-01,printed_outside_indicator,12,0.08809630613849179,0.1910626362951089,1.2716835460183604,1.4627461823134693,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-03-01,round14_strict,8,0.11236943219766818,0.20723613393296025,,,undefined,3,3,0
temporal_leiden_alpha70,temporal,2024-03-01,round14_zero_zero,8,0.11236943219766818,0.20723613393296025,0.013095238095238096,0.22033137202819836,finite,3,3,0
temporal_leiden_alpha70,temporal,2024-03-01,round14_floor_one,8,0.11236943219766818,0.20723613393296025,0.013095238095238096,0.22033137202819836,finite,3,3,0
temporal_leiden_alpha70,temporal,2024-03-01,rms_radius_strict,8,0.31782875002021255,0.20723613393296025,0.37083410833283864,0.5780702422657988,finite,0,0,0
temporal_leiden_alpha70,temporal,2024-03-01,rms_radius_floor_one,8,0.31782875002021255,0.20723613393296025,0.37083410833283864,0.5780702422657988,finite,0,0,0
temporal_leiden_alpha70,temporal,2024-03-01,printed_outside_indicator,8,0.11236943219766818,0.20723613393296025,,,undefined,2,0,1
temporal_louvain_alpha70,temporal,2024-04-01,round14_strict,12,0.09469249317752604,0.21723428806731995,,,undefined,7,20,1
temporal_louvain_alpha70,temporal,2024-04-01,round14_zero_zero,12,0.09469249317752604,0.21723428806731995,,,undefined,7,20,1
temporal_louvain_alpha70,temporal,2024-04-01,round14_floor_one,12,0.09469249317752604,0.21723428806731995,0.07196969696969698,0.28920398503701694,finite,7,20,1
temporal_louvain_alpha70,temporal,2024-04-01,rms_radius_strict,12,0.3280244185576887,0.21723428806731995,,,undefined,2,1,0
temporal_louvain_alpha70,temporal,2024-04-01,rms_radius_floor_one,12,0.3280244185576887,0.21723428806731995,0.24640202720879367,0.4636363152761136,finite,2,1,0
temporal_louvain_alpha70,temporal,2024-04-01,printed_outside_indicator,12,0.09469249317752604,0.21723428806731995,1.2744816803252108,1.4917159683925307,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-04-01,round14_strict,11,0.08501839556586782,0.1605219848667863,,,undefined,7,20,1
temporal_leiden_alpha70,temporal,2024-04-01,round14_zero_zero,11,0.08501839556586782,0.1605219848667863,,,undefined,7,20,1
temporal_leiden_alpha70,temporal,2024-04-01,round14_floor_one,11,0.08501839556586782,0.1605219848667863,0.019393939393939394,0.17991592426072567,finite,7,20,1
temporal_leiden_alpha70,temporal,2024-04-01,rms_radius_strict,11,0.2819741183699988,0.1605219848667863,0.28992392449854515,0.45044590936533146,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-04-01,rms_radius_floor_one,11,0.2819741183699988,0.1605219848667863,0.28992392449854515,0.45044590936533146,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-04-01,printed_outside_indicator,11,0.08501839556586782,0.1605219848667863,,,undefined,3,0,3
temporal_louvain_alpha70,temporal,2024-05-01,round14_strict,11,0.0968070954077655,0.21018884265249024,,,undefined,6,15,0
temporal_louvain_alpha70,temporal,2024-05-01,round14_zero_zero,11,0.0968070954077655,0.21018884265249024,0.11356421356421356,0.3237530562167038,finite,6,15,0
temporal_louvain_alpha70,temporal,2024-05-01,round14_floor_one,11,0.0968070954077655,0.21018884265249024,0.11356421356421356,0.3237530562167038,finite,6,15,0
temporal_louvain_alpha70,temporal,2024-05-01,rms_radius_strict,11,0.3210728125116954,0.21018884265249024,0.30438405190107737,0.5145728945535676,finite,1,0,0
temporal_louvain_alpha70,temporal,2024-05-01,rms_radius_floor_one,11,0.3210728125116954,0.21018884265249024,0.30438405190107737,0.5145728945535676,finite,1,0,0
temporal_louvain_alpha70,temporal,2024-05-01,printed_outside_indicator,11,0.0968070954077655,0.21018884265249024,1.2910561318473444,1.5012449744998346,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-05-01,round14_strict,12,0.08558770874597797,0.17922832267004976,,,undefined,6,14,1
temporal_leiden_alpha70,temporal,2024-05-01,round14_zero_zero,12,0.08558770874597797,0.17922832267004976,,,undefined,6,14,1
temporal_leiden_alpha70,temporal,2024-05-01,round14_floor_one,12,0.08558770874597797,0.17922832267004976,0.0463458110516934,0.22557413372174318,finite,6,14,1
temporal_leiden_alpha70,temporal,2024-05-01,rms_radius_strict,12,0.296484520102882,0.17922832267004976,0.23976474604974118,0.4189930687197909,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-05-01,rms_radius_floor_one,12,0.296484520102882,0.17922832267004976,0.23976474604974118,0.4189930687197909,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-05-01,printed_outside_indicator,12,0.08558770874597797,0.17922832267004976,,,undefined,4,0,6
temporal_louvain_alpha70,temporal,2024-06-01,round14_strict,10,0.0959358186159121,0.19136489052658498,,,undefined,6,11,4
temporal_louvain_alpha70,temporal,2024-06-01,round14_zero_zero,10,0.0959358186159121,0.19136489052658498,,,undefined,6,11,4
temporal_louvain_alpha70,temporal,2024-06-01,round14_floor_one,10,0.0959358186159121,0.19136489052658498,0.2228395061728395,0.4142043966994245,finite,6,11,4
temporal_louvain_alpha70,temporal,2024-06-01,rms_radius_strict,10,0.3033756960190646,0.19136489052658498,0.28720119421875057,0.4785660847453356,finite,1,0,0
temporal_louvain_alpha70,temporal,2024-06-01,rms_radius_floor_one,10,0.3033756960190646,0.19136489052658498,0.28720119421875057,0.4785660847453356,finite,1,0,0
temporal_louvain_alpha70,temporal,2024-06-01,printed_outside_indicator,10,0.0959358186159121,0.19136489052658498,1.326828391336922,1.518193281863507,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-06-01,round14_strict,11,0.08056277103025536,0.14844383528834262,,,undefined,4,6,0
temporal_leiden_alpha70,temporal,2024-06-01,round14_zero_zero,11,0.08056277103025536,0.14844383528834262,0.01818181818181818,0.1666256534701608,finite,4,6,0
temporal_leiden_alpha70,temporal,2024-06-01,round14_floor_one,11,0.08056277103025536,0.14844383528834262,0.01818181818181818,0.1666256534701608,finite,4,6,0
temporal_leiden_alpha70,temporal,2024-06-01,rms_radius_strict,11,0.26719648357867076,0.14844383528834262,0.23133111550307864,0.37977495079142126,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-06-01,rms_radius_floor_one,11,0.26719648357867076,0.14844383528834262,0.23133111550307864,0.37977495079142126,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-06-01,printed_outside_indicator,11,0.08056277103025536,0.14844383528834262,,,undefined,5,0,10
temporal_louvain_alpha70,temporal,2024-07-01,round14_strict,10,0.09538166611786766,0.19182713889546937,,,undefined,4,6,0
temporal_louvain_alpha70,temporal,2024-07-01,round14_zero_zero,10,0.09538166611786766,0.19182713889546937,0.12821869488536158,0.32004583378083096,finite,4,6,0
temporal_louvain_alpha70,temporal,2024-07-01,round14_floor_one,10,0.09538166611786766,0.19182713889546937,0.12821869488536158,0.32004583378083096,finite,4,6,0
temporal_louvain_alpha70,temporal,2024-07-01,rms_radius_strict,10,0.30162331195417214,0.19182713889546937,0.27223586561776886,0.46406300451323823,finite,0,0,0
temporal_louvain_alpha70,temporal,2024-07-01,rms_radius_floor_one,10,0.30162331195417214,0.19182713889546937,0.27223586561776886,0.46406300451323823,finite,0,0,0
temporal_louvain_alpha70,temporal,2024-07-01,printed_outside_indicator,10,0.09538166611786766,0.19182713889546937,1.2764447212900356,1.468271860185505,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-07-01,round14_strict,11,0.08183837691239261,0.15534130194088275,,,undefined,5,9,1
temporal_leiden_alpha70,temporal,2024-07-01,round14_zero_zero,11,0.08183837691239261,0.15534130194088275,,,undefined,5,9,1
temporal_leiden_alpha70,temporal,2024-07-01,round14_floor_one,11,0.08183837691239261,0.15534130194088275,0.01818181818181818,0.17352312012270094,finite,5,9,1
temporal_leiden_alpha70,temporal,2024-07-01,rms_radius_strict,11,0.27142718967009033,0.15534130194088275,0.1820481036771351,0.33738940561801783,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-07-01,rms_radius_floor_one,11,0.27142718967009033,0.15534130194088275,0.1820481036771351,0.33738940561801783,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-07-01,printed_outside_indicator,11,0.08183837691239261,0.15534130194088275,,,undefined,5,0,10
temporal_louvain_alpha70,temporal,2024-08-01,round14_strict,10,0.09240048197070075,0.18153830206289898,,,undefined,5,10,0
temporal_louvain_alpha70,temporal,2024-08-01,round14_zero_zero,10,0.09240048197070075,0.18153830206289898,0.16790123456790124,0.3494395366308002,finite,5,10,0
temporal_louvain_alpha70,temporal,2024-08-01,round14_floor_one,10,0.09240048197070075,0.18153830206289898,0.16790123456790124,0.3494395366308002,finite,5,10,0
temporal_louvain_alpha70,temporal,2024-08-01,rms_radius_strict,10,0.2921959799247381,0.18153830206289898,0.23666354255452132,0.41820184461742027,finite,1,0,0
temporal_louvain_alpha70,temporal,2024-08-01,rms_radius_floor_one,10,0.2921959799247381,0.18153830206289898,0.23666354255452132,0.41820184461742027,finite,1,0,0
temporal_louvain_alpha70,temporal,2024-08-01,printed_outside_indicator,10,0.09240048197070075,0.18153830206289898,1.2550564592209652,1.436594761283864,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-08-01,round14_strict,10,0.07936177971910682,0.1339191218971386,,,undefined,3,3,0
temporal_leiden_alpha70,temporal,2024-08-01,round14_zero_zero,10,0.07936177971910682,0.1339191218971386,0.044444444444444446,0.17836356634158304,finite,3,3,0
temporal_leiden_alpha70,temporal,2024-08-01,round14_floor_one,10,0.07936177971910682,0.1339191218971386,0.044444444444444446,0.17836356634158304,finite,3,3,0
temporal_leiden_alpha70,temporal,2024-08-01,rms_radius_strict,10,0.25096398307693546,0.1339191218971386,0.18515849027357975,0.31907761217071834,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-08-01,rms_radius_floor_one,10,0.25096398307693546,0.1339191218971386,0.18515849027357975,0.31907761217071834,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-08-01,printed_outside_indicator,10,0.07936177971910682,0.1339191218971386,,,undefined,5,0,10
temporal_louvain_alpha70,temporal,2024-09-01,round14_strict,10,0.09450069810171047,0.1893935373801318,,,undefined,6,15,0
temporal_louvain_alpha70,temporal,2024-09-01,round14_zero_zero,10,0.09450069810171047,0.1893935373801318,0.07407407407407407,0.26346761145420583,finite,6,15,0
temporal_louvain_alpha70,temporal,2024-09-01,round14_floor_one,10,0.09450069810171047,0.1893935373801318,0.07407407407407407,0.26346761145420583,finite,6,15,0
temporal_louvain_alpha70,temporal,2024-09-01,rms_radius_strict,10,0.2988374464773554,0.1893935373801318,0.2557199838849373,0.4451135212650691,finite,0,0,0
temporal_louvain_alpha70,temporal,2024-09-01,rms_radius_floor_one,10,0.2988374464773554,0.1893935373801318,0.2557199838849373,0.4451135212650691,finite,0,0,0
temporal_louvain_alpha70,temporal,2024-09-01,printed_outside_indicator,10,0.09450069810171047,0.1893935373801318,1.2468513350702535,1.4362448724503853,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-09-01,round14_strict,10,0.07878632463211051,0.13164270707544287,,,undefined,3,3,0
temporal_leiden_alpha70,temporal,2024-09-01,round14_zero_zero,10,0.07878632463211051,0.13164270707544287,0.022222222222222223,0.1538649292976651,finite,3,3,0
temporal_leiden_alpha70,temporal,2024-09-01,round14_floor_one,10,0.07878632463211051,0.13164270707544287,0.022222222222222223,0.1538649292976651,finite,3,3,0
temporal_leiden_alpha70,temporal,2024-09-01,rms_radius_strict,10,0.24914423431089677,0.13164270707544287,0.1631222875580814,0.29476499463352424,finite,0,0,0
temporal_leiden_alpha70,temporal,2024-09-01,rms_radius_floor_one,10,0.24914423431089677,0.13164270707544287,0.1631222875580814,0.29476499463352424,finite,0,0,0
temporal_leiden_alpha70,temporal,2024-09-01,printed_outside_indicator,10,0.07878632463211051,0.13164270707544287,,,undefined,5,0,10
temporal_louvain_alpha70,temporal,2024-10-01,round14_strict,10,0.09589247486269153,0.19429645130716658,,,undefined,5,10,0
temporal_louvain_alpha70,temporal,2024-10-01,round14_zero_zero,10,0.09589247486269153,0.19429645130716658,0.08595478595478595,0.28025123726195256,finite,5,10,0
temporal_louvain_alpha70,temporal,2024-10-01,round14_floor_one,10,0.09589247486269153,0.19429645130716658,0.08595478595478595,0.28025123726195256,finite,5,10,0
temporal_louvain_alpha70,temporal,2024-10-01,rms_radius_strict,10,0.30323863103654736,0.19429645130716658,,,undefined,2,1,0
temporal_louvain_alpha70,temporal,2024-10-01,rms_radius_floor_one,10,0.30323863103654736,0.19429645130716658,0.24412955368086384,0.4384260049880304,finite,2,1,0
temporal_louvain_alpha70,temporal,2024-10-01,printed_outside_indicator,10,0.09589247486269153,0.19429645130716658,1.2570869269445613,1.4513833782517278,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-10-01,round14_strict,10,0.07994141588307829,0.13503286613698268,,,undefined,4,6,0
temporal_leiden_alpha70,temporal,2024-10-01,round14_zero_zero,10,0.07994141588307829,0.13503286613698268,0.0,0.13503286613698268,finite,4,6,0
temporal_leiden_alpha70,temporal,2024-10-01,round14_floor_one,10,0.07994141588307829,0.13503286613698268,0.0,0.13503286613698268,finite,4,6,0
temporal_leiden_alpha70,temporal,2024-10-01,rms_radius_strict,10,0.2527969535692881,0.13503286613698268,0.23140490528816915,0.3664377714251518,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-10-01,rms_radius_floor_one,10,0.2527969535692881,0.13503286613698268,0.23140490528816915,0.3664377714251518,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-10-01,printed_outside_indicator,10,0.07994141588307829,0.13503286613698268,,,undefined,5,0,10
temporal_louvain_alpha70,temporal,2024-11-01,round14_strict,10,0.09550629608092719,0.19084012113684215,,,undefined,6,13,2
temporal_louvain_alpha70,temporal,2024-11-01,round14_zero_zero,10,0.09550629608092719,0.19084012113684215,,,undefined,6,13,2
temporal_louvain_alpha70,temporal,2024-11-01,round14_floor_one,10,0.09550629608092719,0.19084012113684215,0.16148148148148148,0.3523216026183236,finite,6,13,2
temporal_louvain_alpha70,temporal,2024-11-01,rms_radius_strict,10,0.30201742650214286,0.19084012113684215,,,undefined,2,1,0
temporal_louvain_alpha70,temporal,2024-11-01,rms_radius_floor_one,10,0.30201742650214286,0.19084012113684215,0.2575265968998976,0.4483667180367398,finite,2,1,0
temporal_louvain_alpha70,temporal,2024-11-01,printed_outside_indicator,10,0.09550629608092719,0.19084012113684215,1.2498282331566928,1.440668354293535,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-11-01,round14_strict,10,0.07932458235370991,0.13165012225590633,,,undefined,4,6,0
temporal_leiden_alpha70,temporal,2024-11-01,round14_zero_zero,10,0.07932458235370991,0.13165012225590633,0.0,0.13165012225590633,finite,4,6,0
temporal_leiden_alpha70,temporal,2024-11-01,round14_floor_one,10,0.07932458235370991,0.13165012225590633,0.0,0.13165012225590633,finite,4,6,0
temporal_leiden_alpha70,temporal,2024-11-01,rms_radius_strict,10,0.2508463546793237,0.13165012225590633,0.30870312814757256,0.4403532504034789,finite,0,0,0
temporal_leiden_alpha70,temporal,2024-11-01,rms_radius_floor_one,10,0.2508463546793237,0.13165012225590633,0.30870312814757256,0.4403532504034789,finite,0,0,0
temporal_leiden_alpha70,temporal,2024-11-01,printed_outside_indicator,10,0.07932458235370991,0.13165012225590633,,,undefined,5,0,10
temporal_louvain_alpha70,temporal,2024-12-01,round14_strict,10,0.09842659866037241,0.2005653689743816,,,undefined,4,6,0
temporal_louvain_alpha70,temporal,2024-12-01,round14_zero_zero,10,0.09842659866037241,0.2005653689743816,0.17345679012345677,0.37402215909783837,finite,4,6,0
temporal_louvain_alpha70,temporal,2024-12-01,round14_floor_one,10,0.09842659866037241,0.2005653689743816,0.17345679012345677,0.37402215909783837,finite,4,6,0
temporal_louvain_alpha70,temporal,2024-12-01,rms_radius_strict,10,0.31125223411005465,0.2005653689743816,,,undefined,2,1,0
temporal_louvain_alpha70,temporal,2024-12-01,rms_radius_floor_one,10,0.31125223411005465,0.2005653689743816,0.26042342154116194,0.46098879051554353,finite,2,1,0
temporal_louvain_alpha70,temporal,2024-12-01,printed_outside_indicator,10,0.09842659866037241,0.2005653689743816,1.2469015191578212,1.4474668881322028,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-12-01,round14_strict,10,0.08111523238698123,0.13621841589142747,,,undefined,4,6,0
temporal_leiden_alpha70,temporal,2024-12-01,round14_zero_zero,10,0.08111523238698123,0.13621841589142747,0.0,0.13621841589142747,finite,4,6,0
temporal_leiden_alpha70,temporal,2024-12-01,round14_floor_one,10,0.08111523238698123,0.13621841589142747,0.0,0.13621841589142747,finite,4,6,0
temporal_leiden_alpha70,temporal,2024-12-01,rms_radius_strict,10,0.25650888727671733,0.13621841589142747,0.2705727384179193,0.40679115430934676,finite,0,0,0
temporal_leiden_alpha70,temporal,2024-12-01,rms_radius_floor_one,10,0.25650888727671733,0.13621841589142747,0.2705727384179193,0.40679115430934676,finite,0,0,0
temporal_leiden_alpha70,temporal,2024-12-01,printed_outside_indicator,10,0.08111523238698123,0.13621841589142747,,,undefined,5,0,10
static_louvain_alpha50,static,2024-12-01,round14_strict,9,0.09437365770076406,0.12876568674023206,,,undefined,3,3,0
static_louvain_alpha50,static,2024-12-01,round14_zero_zero,9,0.09437365770076406,0.12876568674023206,0.1611111111111111,0.2898767978513431,finite,3,3,0
static_louvain_alpha50,static,2024-12-01,round14_floor_one,9,0.09437365770076406,0.12876568674023206,0.1611111111111111,0.2898767978513431,finite,3,3,0
static_louvain_alpha50,static,2024-12-01,rms_radius_strict,9,0.2831209731022922,0.12876568674023206,0.26304644021744583,0.39181212695767786,finite,0,0,0
static_louvain_alpha50,static,2024-12-01,rms_radius_floor_one,9,0.2831209731022922,0.12876568674023206,0.26304644021744583,0.39181212695767786,finite,0,0,0
static_louvain_alpha50,static,2024-12-01,printed_outside_indicator,9,0.09437365770076406,0.12876568674023206,1.5065408749655118,1.6353065617057438,finite,0,0,0
static_louvain_alpha90,static,2024-12-01,round14_strict,13,0.07828181306421897,0.17676402833667454,,,undefined,10,45,0
static_louvain_alpha90,static,2024-12-01,round14_zero_zero,13,0.07828181306421897,0.17676402833667454,0.0,0.17676402833667454,finite,10,45,0
static_louvain_alpha90,static,2024-12-01,round14_floor_one,13,0.07828181306421897,0.17676402833667454,0.0,0.17676402833667454,finite,10,45,0
static_louvain_alpha90,static,2024-12-01,rms_radius_strict,13,0.28224909093932826,0.17676402833667454,0.16153177490469747,0.338295803241372,finite,0,0,0
static_louvain_alpha90,static,2024-12-01,rms_radius_floor_one,13,0.28224909093932826,0.17676402833667454,0.16153177490469747,0.338295803241372,finite,0,0,0
static_louvain_alpha90,static,2024-12-01,printed_outside_indicator,13,0.07828181306421897,0.17676402833667454,1.3546529313157305,1.531416959652405,finite,0,0,0
