target,scope,month,variant,K,radius,scatter,density_between,S_Dbw,status,zero_density_clusters,zero_over_zero_pairs,positive_over_zero_pairs
temporal_leiden_alpha70,temporal,2024-01-01,round14_strict,9,0.10114756875907735,0.18832375676663196,,,undefined,2,1,0
temporal_leiden_alpha70,temporal,2024-01-01,round14_zero_zero,9,0.10114756875907735,0.18832375676663196,0.1312663673774785,0.3195901241441105,finite,2,1,0
temporal_leiden_alpha70,temporal,2024-01-01,round14_floor_one,9,0.10114756875907735,0.18832375676663196,0.1312663673774785,0.3195901241441105,finite,2,1,0
temporal_leiden_alpha70,temporal,2024-01-01,rms_radius_strict,9,0.3034427062772321,0.18832375676663196,0.4693217603409864,0.6576455171076183,finite,0,0,0
temporal_leiden_alpha70,temporal,2024-01-01,rms_radius_floor_one,9,0.3034427062772321,0.18832375676663196,0.4693217603409864,0.6576455171076183,finite,0,0,0
temporal_leiden_alpha70,temporal,2024-01-01,printed_outside_indicator,9,0.10114756875907735,0.18832375676663196,,,undefined,2,0,1
temporal_louvain_alpha70,temporal,2024-02-01,round14_strict,12,0.0861490858797267,0.182272203237602,,,undefined,8,27,1
temporal_louvain_alpha70,temporal,2024-02-01,round14_zero_zero,12,0.0861490858797267,0.182272203237602,,,undefined,8,27,1
temporal_louvain_alpha70,temporal,2024-02-01,round14_floor_one,12,0.0861490858797267,0.182272203237602,0.050505050505050504,0.23277725374265248,finite,8,27,1
temporal_louvain_alpha70,temporal,2024-02-01,rms_radius_strict,12,0.29842918753860237,0.182272203237602,,,undefined,2,1,0
temporal_louvain_alpha70,temporal,2024-02-01,rms_radius_floor_one,12,0.29842918753860237,0.182272203237602,0.23074317541134942,0.41301537864895144,finite,2,1,0
temporal_louvain_alpha70,temporal,2024-02-01,printed_outside_indicator,12,0.0861490858797267,0.182272203237602,1.3153748074619576,1.4976470106995596,finite,1,0,0
temporal_leiden_alpha70,temporal,2024-02-01,round14_strict,8,0.11221631273793653,0.2061768146674784,,,undefined,3,3,0
temporal_leiden_alpha70,temporal,2024-02-01,round14_zero_zero,8,0.11221631273793653,0.2061768146674784,0.04081632653061224,0.24699314119809063,finite,3,3,0
temporal_leiden_alpha70,temporal,2024-02-01,round14_floor_one,8,0.11221631273793653,0.2061768146674784,0.04081632653061224,0.24699314119809063,finite,3,3,0
temporal_leiden_alpha70,temporal,2024-02-01,rms_radius_strict,8,0.3173956627869811,0.2061768146674784,0.38902935392602334,0.5952061685935017,finite,0,0,0
temporal_leiden_alpha70,temporal,2024-02-01,rms_radius_floor_one,8,0.3173956627869811,0.2061768146674784,0.38902935392602334,0.5952061685935017,finite,0,0,0
temporal_leiden_alpha70,temporal,2024-02-01,printed_outside_indicator,8,0.11221631273793653,0.2061768146674784,,,undefined,2,0,1
temporal_louvain_alpha70,temporal,2024-03-01,round14_strict,12,0.08809630613849179,0.1910626362951089,,,undefined,7,20,1
