scope,key,actual,stored,delta,passed
seed2_profiles,E/within_pair_coassignment,0.5736704446381866,0.5736704446381866,0.0,True
seed2_profiles,F/retention,0.9755351681957186,0.9755351681957186,0.0,True
seed2_profiles,F/precision,0.5,0.5,0.0,True
seed2_profiles,F/Jaccard,0.4938080495356037,0.4938080495356037,0.0,True
seed2_profiles,F/within_pair_coassignment,0.9518395527288419,0.9518395527288419,0.0,True
seed2_profiles,G/retention,0.5958549222797928,0.5958549222797928,0.0,True
seed2_profiles,G/precision,1.0,1.0,0.0,True
seed2_profiles,G/Jaccard,0.5958549222797928,0.5958549222797928,0.0,True
seed2_profiles,G/within_pair_coassignment,0.45490723023670804,0.45490723023670804,0.0,True
seed2_pairs,A/B/cross_coassignment,0.0,0.0,0.0,True
seed2_pairs,A/C/cross_coassignment,0.007825874296894107,0.007825874296894107,0.0,True
seed2_pairs,A/D/cross_coassignment,0.005840634125990822,0.005840634125990822,0.0,True
seed2_pairs,A/E/cross_coassignment,0.004956912987112027,0.004956912987112027,0.0,True
seed2_pairs,A/F/cross_coassignment,0.015008567028867634,0.015008567028867634,0.0,True
seed2_pairs,A/G/cross_coassignment,0.0029397714327711023,0.0029397714327711023,0.0,True
seed2_pairs,B/C/cross_coassignment,0.0,0.0,0.0,True
seed2_pairs,B/D/cross_coassignment,0.0,0.0,0.0,True
seed2_pairs,B/E/cross_coassignment,0.2956989247311828,0.2956989247311828,0.0,True
seed2_pairs,B/F/cross_coassignment,0.0,0.0,0.0,True
seed2_pairs,B/G/cross_coassignment,0.0,0.0,0.0,True
seed2_pairs,C/D/cross_coassignment,0.0,0.0,0.0,True
seed2_pairs,C/E/cross_coassignment,0.0,0.0,0.0,True
seed2_pairs,C/F/cross_coassignment,0.002530844669408415,0.002530844669408415,0.0,True
seed2_pairs,C/G/cross_coassignment,0.028586742897981063,0.028586742897981063,0.0,True
seed2_pairs,D/E/cross_coassignment,0.5765338393421885,0.5765338393421885,0.0,True
seed2_pairs,D/F/cross_coassignment,0.17215326497571506,0.17215326497571506,0.0,True
seed2_pairs,D/G/cross_coassignment,0.05284974093264249,0.05284974093264249,0.0,True
seed2_pairs,E/F/cross_coassignment,0.005244812732235047,0.005244812732235047,0.0,True
seed2_pairs,E/G/cross_coassignment,0.0016101175552955596,0.0016101175552955596,0.0,True
seed2_pairs,F/G/cross_coassignment,0.2931057977214749,0.2931057977214749,0.0,True
seed2_run,ARI_all_supra,0.47249777720639735,0.47249777720639735,0.0,True
seed2_run,NMI_all_supra,0.6177016206418511,0.6177016206418511,0.0,True
seed2_run,ARI_Dec2024,0.4446128215330966,0.4446128215330966,0.0,True
seed2_run,NMI_Dec2024,0.650164492206792,0.650164492206792,0.0,True
seed2_run,K_supra,13.0,13.0,0.0,True
seed2_run,K_Dec2024,11.0,11.0,0.0,True
seed2_run,mean_switches,1.414390756302521,1.414390756302521,0.0,True
seed2_run,median_switches,1.0,1.0,0.0,True
