target,scope,month,cluster_id,n,variance_norm,radius,center_density,min_center_distance
temporal_louvain_alpha70,temporal,2024-02-01,4,2,0.029965015848880193,0.0861490858797267,0,0.21048633037283193
temporal_louvain_alpha70,temporal,2024-02-01,5,1,0.0,0.0861490858797267,1,0.0
temporal_louvain_alpha70,temporal,2024-02-01,6,379,0.09251223962496165,0.0861490858797267,0,0.11555582956160725
temporal_louvain_alpha70,temporal,2024-02-01,7,43,0.16778775672328777,0.0861490858797267,0,0.3010128872999231
temporal_louvain_alpha70,temporal,2024-02-01,8,206,0.04912650908766292,0.0861490858797267,0,0.08693123495252919
temporal_louvain_alpha70,temporal,2024-02-01,9,177,0.029669278496937398,0.0861490858797267,4,0.06087779116385346
temporal_louvain_alpha70,temporal,2024-02-01,10,2,0.06304696955329508,0.0861490858797267,0,0.306090281211264
temporal_louvain_alpha70,temporal,2024-02-01,11,476,0.1446563809806082,0.0861490858797267,2,0.06514799622981013
temporal_leiden_alpha70,temporal,2024-02-01,1,879,0.15103189919489732,0.11221631273793653,0,0.11323218942963707
temporal_leiden_alpha70,temporal,2024-02-01,3,200,0.05659931776407744,0.11221631273793653,4,0.09134739887302458
temporal_leiden_alpha70,temporal,2024-02-01,4,178,0.35513883473939567,0.11221631273793653,0,0.20620304510257909
temporal_leiden_alpha70,temporal,2024-02-01,5,230,0.04767353448169065,0.11221631273793653,35,0.04869823544382969
temporal_leiden_alpha70,temporal,2024-02-01,6,397,0.08448476299175192,0.11221631273793653,4,0.09495048118117476
temporal_leiden_alpha70,temporal,2024-02-01,9,18,0.11099170487608315,0.11221631273793653,0,0.28876854480279274
temporal_leiden_alpha70,temporal,2024-02-01,10,1,0.0,0.11221631273793653,1,0.0
temporal_leiden_alpha70,temporal,2024-02-01,11,1,0.0,0.11221631273793653,1,0.0
temporal_louvain_alpha70,temporal,2024-03-01,0,193,0.05720455667579163,0.08809630613849179,0,0.10089622856379497
temporal_louvain_alpha70,temporal,2024-03-01,1,202,0.2879296390488929,0.08809630613849179,0,0.1918599388703262
temporal_louvain_alpha70,temporal,2024-03-01,2,22,0.11421731409238445,0.08809630613849179,0,0.27141852692743185
temporal_louvain_alpha70,temporal,2024-03-01,3,104,0.03799097811406235,0.08809630613849179,8,0.02265303223939784
temporal_louvain_alpha70,temporal,2024-03-01,4,2,0.03399597608800905,0.08809630613849179,0,0.2146783003957238
temporal_louvain_alpha70,temporal,2024-03-01,5,1,0.0,0.08809630613849179,1,0.0
temporal_louvain_alpha70,temporal,2024-03-01,6,286,0.08371264137950425,0.08809630613849179,1,0.0795018433037824
temporal_louvain_alpha70,temporal,2024-03-01,7,40,0.17193310589537172,0.08809630613849179,0,0.35190389224011953
temporal_louvain_alpha70,temporal,2024-03-01,8,216,0.05560213042511039,0.08809630613849179,1,0.08543257235595741
temporal_louvain_alpha70,temporal,2024-03-01,9,175,0.03131127993339146,0.08809630613849179,6,0.06213811201187483
temporal_louvain_alpha70,temporal,2024-03-01,10,3,0.08319998464688343,0.08809630613849179,0,0.26891825332434105
temporal_louvain_alpha70,temporal,2024-03-01,11,660,0.16048051205614683,0.08809630613849179,0,0.11753040781278626
temporal_leiden_alpha70,temporal,2024-03-01,1,868,0.15373893329188867,0.11236943219766818,0,0.11598147150214534
temporal_leiden_alpha70,temporal,2024-03-01,3,201,0.05472452841411079,0.11236943219766818,5,0.07296037382988795
temporal_leiden_alpha70,temporal,2024-03-01,4,179,0.345225606122089,0.11236943219766818,0,0.21648866112442713
temporal_leiden_alpha70,temporal,2024-03-01,5,231,0.04681896609427502,0.11236943219766818,30,0.03169173960872004
temporal_leiden_alpha70,temporal,2024-03-01,6,406,0.08252137793472658,0.11236943219766818,1,0.07540062167002837
temporal_leiden_alpha70,temporal,2024-03-01,9,17,0.1250915028581961,0.11236943219766818,0,0.28812361832612227
temporal_leiden_alpha70,temporal,2024-03-01,10,1,0.0,0.11236943219766818,1,0.0
temporal_leiden_alpha70,temporal,2024-03-01,11,1,0.0,0.11236943219766818,1,0.0
temporal_louvain_alpha70,temporal,2024-04-01,0,182,0.05476944230696685,0.09469249317752604,1,0.09090067467274722
temporal_louvain_alpha70,temporal,2024-04-01,1,188,0.2805544960116292,0.09469249317752604,0,0.242639126544866
temporal_louvain_alpha70,temporal,2024-04-01,2,2,0.17814731679344367,0.09469249317752604,0,0.504969457083005
temporal_louvain_alpha70,temporal,2024-04-01,3,101,0.04142280563190836,0.09469249317752604,8,0.022666849707940747
temporal_louvain_alpha70,temporal,2024-04-01,4,2,0.03781214062702932,0.09469249317752604,0,0.23933115534568783
temporal_louvain_alpha70,temporal,2024-04-01,5,1,0.0,0.09469249317752604,1,0.0
temporal_louvain_alpha70,temporal,2024-04-01,6,129,0.0780551416692375,0.09469249317752604,0,0.1311519886138641
temporal_louvain_alpha70,temporal,2024-04-01,7,40,0.23425554256827558,0.09469249317752604,0,0.24672884060178055
temporal_louvain_alpha70,temporal,2024-04-01,8,219,0.0595371312600886,0.09469249317752604,2,0.07856222813076391
temporal_louvain_alpha70,temporal,2024-04-01,9,178,0.0317909843847986,0.09469249317752604,8,0.06710387533780421
temporal_louvain_alpha70,temporal,2024-04-01,10,10,0.1315982443896432,0.09469249317752604,0,0.33965658012715927
temporal_louvain_alpha70,temporal,2024-04-01,11,852,0.16325698439829633,0.09469249317752604,0,0.09959992697266556
temporal_leiden_alpha70,temporal,2024-04-01,1,763,0.12722795571933476,0.08501839556586782,0,0.11738051983612992
temporal_leiden_alpha70,temporal,2024-04-01,2,129,0.08742360750732438,0.08501839556586782,0,0.1295787115945834
temporal_leiden_alpha70,temporal,2024-04-01,3,201,0.05923332105292442,0.08501839556586782,0,0.08847607345423263
temporal_leiden_alpha70,temporal,2024-04-01,4,167,0.3000284972576067,0.08501839556586782,0,0.2522268825016382
temporal_leiden_alpha70,temporal,2024-04-01,5,229,0.051251907498785464,0.08501839556586782,15,0.04785857740535312
temporal_leiden_alpha70,temporal,2024-04-01,6,262,0.09212003996778799,0.08501839556586782,0,0.08662303486446903
temporal_leiden_alpha70,temporal,2024-04-01,7,132,0.03775951712130338,0.08501839556586782,0,0.09999110442628564
temporal_leiden_alpha70,temporal,2024-04-01,9,18,0.11955859161085208,0.08501839556586782,0,0.3010736296348684
temporal_leiden_alpha70,temporal,2024-04-01,10,1,0.0,0.08501839556586782,1,0.0
temporal_leiden_alpha70,temporal,2024-04-01,11,1,0.0,0.08501839556586782,1,0.0
temporal_leiden_alpha70,temporal,2024-04-01,12,1,0.0,0.08501839556586782,1,0.0
temporal_louvain_alpha70,temporal,2024-05-01,0,166,0.05950379684418224,0.0968070954077655,1,0.09608054770096106
temporal_louvain_alpha70,temporal,2024-05-01,1,170,0.28095683761016627,0.0968070954077655,0,0.1973780332883419
temporal_louvain_alpha70,temporal,2024-05-01,3,101,0.035446397146390606,0.0968070954077655,9,0.0355766633643959
temporal_louvain_alpha70,temporal,2024-05-01,4,2,0.04012677642584103,0.0968070954077655,0,0.23706359109048342
temporal_louvain_alpha70,temporal,2024-05-01,5,1,0.0,0.0968070954077655,1,0.0
temporal_louvain_alpha70,temporal,2024-05-01,6,22,0.06491960149026571,0.0968070954077655,0,0.12826801465281598
temporal_louvain_alpha70,temporal,2024-05-01,7,38,0.2666574463260107,0.0968070954077655,0,0.3742567887267887
temporal_louvain_alpha70,temporal,2024-05-01,8,212,0.05729972224326736,0.0968070954077655,3,0.060020719775015115
temporal_louvain_alpha70,temporal,2024-05-01,9,178,0.027425783237501142,0.0968070954077655,14,0.05855612213341469
temporal_louvain_alpha70,temporal,2024-05-01,10,45,0.13581154833550366,0.0968070954077655,0,0.15524560661261133
temporal_louvain_alpha70,temporal,2024-05-01,11,969,0.16581735061674466,0.0968070954077655,0,0.12189924624169468
temporal_leiden_alpha70,temporal,2024-05-01,1,776,0.13040162382361245,0.08558770874597797,1,0.07558481845983636
temporal_leiden_alpha70,temporal,2024-05-01,2,258,0.15403634202001132,0.08558770874597797,0,0.16758844644745985
temporal_leiden_alpha70,temporal,2024-05-01,3,106,0.031936302547145405,0.08558770874597797,0,0.08930107230420131
temporal_leiden_alpha70,temporal,2024-05-01,4,133,0.2685206891553587,0.08558770874597797,0,0.18827635385616917
temporal_leiden_alpha70,temporal,2024-05-01,5,281,0.05818225973675703,0.08558770874597797,17,0.04011676063740461
temporal_leiden_alpha70,temporal,2024-05-01,6,2,0.18348905743152047,0.08558770874597797,0,0.48493831035777535
temporal_leiden_alpha70,temporal,2024-05-01,7,325,0.06381033042537317,0.08558770874597797,0,0.085840491157227
temporal_leiden_alpha70,temporal,2024-05-01,9,19,0.16446024278785618,0.08558770874597797,0,0.26093729142695254
temporal_leiden_alpha70,temporal,2024-05-01,10,1,0.0,0.08558770874597797,1,0.0
temporal_leiden_alpha70,temporal,2024-05-01,11,1,0.0,0.08558770874597797,1,0.0
temporal_leiden_alpha70,temporal,2024-05-01,12,1,0.0,0.08558770874597797,1,0.0
temporal_leiden_alpha70,temporal,2024-05-01,13,1,0.0,0.08558770874597797,1,0.0
temporal_louvain_alpha70,temporal,2024-06-01,0,82,0.05839336793297775,0.0959358186159121,0,0.1149627400541805
temporal_louvain_alpha70,temporal,2024-06-01,1,155,0.24286580277431163,0.0959358186159121,0,0.17005770049266378
temporal_louvain_alpha70,temporal,2024-06-01,3,100,0.040385309198529125,0.0959358186159121,9,0.04337983408384794
temporal_louvain_alpha70,temporal,2024-06-01,4,2,0.038654976412540946,0.0959358186159121,0,0.22813089591019978
temporal_louvain_alpha70,temporal,2024-06-01,5,1,0.0,0.0959358186159121,1,0.0
temporal_louvain_alpha70,temporal,2024-06-01,7,39,0.2158940853947988,0.0959358186159121,0,0.32651107242068433
temporal_louvain_alpha70,temporal,2024-06-01,8,202,0.05487745105263351,0.0959358186159121,0,0.11080022058140514
temporal_louvain_alpha70,temporal,2024-06-01,9,177,0.0260672762860416,0.0959358186159121,12,0.06027018796629615
temporal_louvain_alpha70,temporal,2024-06-01,10,153,0.09023783795618341,0.0959358186159121,3,0.08567478919809864
temporal_louvain_alpha70,temporal,2024-06-01,11,993,0.15299202234250203,0.0959358186159121,0,0.14799984637561017
temporal_leiden_alpha70,temporal,2024-06-01,1,738,0.11577703736105781,0.08056277103025536,1,0.07313662050471093
temporal_leiden_alpha70,temporal,2024-06-01,2,315,0.1591349675766617,0.08056277103025536,0,0.15186119617899727
temporal_leiden_alpha70,temporal,2024-06-01,4,130,0.24587685527564565,0.08056277103025536,0,0.1439379898415473
temporal_leiden_alpha70,temporal,2024-06-01,5,285,0.06514246178736106,0.08056277103025536,20,0.04526046487122424
temporal_leiden_alpha70,temporal,2024-06-01,6,1,0.0,0.08056277103025536,1,0.0
temporal_leiden_alpha70,temporal,2024-06-01,7,413,0.07453754261348951,0.08056277103025536,0,0.0879358872532205
temporal_leiden_alpha70,temporal,2024-06-01,9,18,0.12486470459065997,0.08056277103025536,0,0.3132831794610618
temporal_leiden_alpha70,temporal,2024-06-01,10,1,0.0,0.08056277103025536,1,0.0
temporal_leiden_alpha70,temporal,2024-06-01,11,1,0.0,0.08056277103025536,1,0.0
temporal_leiden_alpha70,temporal,2024-06-01,12,1,0.0,0.08056277103025536,1,0.0
temporal_leiden_alpha70,temporal,2024-06-01,13,1,0.0,0.08056277103025536,1,0.0
temporal_louvain_alpha70,temporal,2024-07-01,0,28,0.06779812415573293,0.09538166611786766,0,0.12335954830951135
temporal_louvain_alpha70,temporal,2024-07-01,1,151,0.2573092160269997,0.09538166611786766,0,0.2003921231615143
temporal_louvain_alpha70,temporal,2024-07-01,3,100,0.04066551916385036,0.09538166611786766,7,0.03292493363553523
temporal_louvain_alpha70,temporal,2024-07-01,4,2,0.042954746896655474,0.09538166611786766,0,0.24381738677026826
temporal_louvain_alpha70,temporal,2024-07-01,5,1,0.0,0.09538166611786766,1,0.0
temporal_louvain_alpha70,temporal,2024-07-01,7,40,0.20790914806409347,0.09538166611786766,0,0.275100225647815
temporal_louvain_alpha70,temporal,2024-07-01,8,184,0.04545783749734382,0.09538166611786766,2,0.08916780651680245
temporal_louvain_alpha70,temporal,2024-07-01,9,179,0.02507755516084086,0.09538166611786766,9,0.05737218726144246
temporal_louvain_alpha70,temporal,2024-07-01,10,228,0.07607090883376846,0.09538166611786766,2,0.08341504600822523
temporal_louvain_alpha70,temporal,2024-07-01,11,991,0.14652316734275322,0.09538166611786766,1,0.08080047768154405
temporal_leiden_alpha70,temporal,2024-07-01,1,568,0.07662644252889235,0.08183837691239261,0,0.10558602780416733
temporal_leiden_alpha70,temporal,2024-07-01,2,491,0.21101342767446218,0.08183837691239261,0,0.17082258158763605
temporal_leiden_alpha70,temporal,2024-07-01,4,132,0.2705190817955891,0.08183837691239261,0,0.15956003793078008
temporal_leiden_alpha70,temporal,2024-07-01,5,285,0.06516260481398549,0.08183837691239261,16,0.05704598671377236
temporal_leiden_alpha70,temporal,2024-07-01,6,1,0.0,0.08183837691239261,1,0.0
temporal_leiden_alpha70,temporal,2024-07-01,7,405,0.07317307662652192,0.08183837691239261,0,0.09859716157351726
temporal_leiden_alpha70,temporal,2024-07-01,9,18,0.11390527877478407,0.08183837691239261,0,0.2902504784634563
temporal_leiden_alpha70,temporal,2024-07-01,10,1,0.0,0.08183837691239261,1,0.0
temporal_leiden_alpha70,temporal,2024-07-01,11,1,0.0,0.08183837691239261,1,0.0
temporal_leiden_alpha70,temporal,2024-07-01,12,1,0.0,0.08183837691239261,1,0.0
temporal_leiden_alpha70,temporal,2024-07-01,13,1,0.0,0.08183837691239261,1,0.0
temporal_louvain_alpha70,temporal,2024-08-01,0,18,0.0765510978990232,0.09240048197070075,0,0.1545879971692019
temporal_louvain_alpha70,temporal,2024-08-01,1,150,0.22609119867031482,0.09240048197070075,0,0.21696494037662542
temporal_louvain_alpha70,temporal,2024-08-01,3,99,0.040979135902878085,0.09240048197070075,9,0.048239755312987125
temporal_louvain_alpha70,temporal,2024-08-01,4,2,0.03900863449124426,0.09240048197070075,0,0.23728639631867662
temporal_louvain_alpha70,temporal,2024-08-01,5,1,0.0,0.09240048197070075,1,0.0
temporal_louvain_alpha70,temporal,2024-08-01,7,40,0.1925078304356963,0.09240048197070075,0,0.30439523176857025
temporal_louvain_alpha70,temporal,2024-08-01,8,171,0.03596778533049792,0.09240048197070075,2,0.05316872603998744
temporal_louvain_alpha70,temporal,2024-08-01,9,183,0.026042663153214324,0.09240048197070075,5,0.059050596873544844
temporal_louvain_alpha70,temporal,2024-08-01,10,261,0.07882092779566682,0.09240048197070075,1,0.08029877801811476
temporal_louvain_alpha70,temporal,2024-08-01,11,979,0.1378156331632438,0.09240048197070075,0,0.1196416034875072
temporal_leiden_alpha70,temporal,2024-08-01,2,1095,0.15528329314098335,0.07936177971910682,0,0.12486645737391593
temporal_leiden_alpha70,temporal,2024-08-01,4,133,0.2401352174174148,0.07936177971910682,0,0.1868829070693959
temporal_leiden_alpha70,temporal,2024-08-01,5,285,0.0634736656775521,0.07936177971910682,9,0.056322911066320897
temporal_leiden_alpha70,temporal,2024-08-01,6,1,0.0,0.07936177971910682,1,0.0
temporal_leiden_alpha70,temporal,2024-08-01,7,368,0.06531700951098973,0.07936177971910682,1,0.05458346080817904
temporal_leiden_alpha70,temporal,2024-08-01,9,18,0.10562002227146365,0.07936177971910682,0,0.2861680387869193
temporal_leiden_alpha70,temporal,2024-08-01,10,1,0.0,0.07936177971910682,1,0.0
temporal_leiden_alpha70,temporal,2024-08-01,11,1,0.0,0.07936177971910682,1,0.0
temporal_leiden_alpha70,temporal,2024-08-01,12,1,0.0,0.07936177971910682,1,0.0
temporal_leiden_alpha70,temporal,2024-08-01,13,1,0.0,0.07936177971910682,1,0.0
temporal_louvain_alpha70,temporal,2024-09-01,0,4,0.08539836969609312,0.09450069810171047,0,0.26679196613648565
temporal_louvain_alpha70,temporal,2024-09-01,1,143,0.22766492448896047,0.09450069810171047,0,0.2035552376020004
temporal_louvain_alpha70,temporal,2024-09-01,3,99,0.03983876290413729,0.09450069810171047,10,0.040453241754718816
temporal_louvain_alpha70,temporal,2024-09-01,4,2,0.05236750388071218,0.09450069810171047,0,0.27027253309541716
temporal_louvain_alpha70,temporal,2024-09-01,5,1,0.0,0.09450069810171047,1,0.0
temporal_louvain_alpha70,temporal,2024-09-01,7,39,0.20379081134914606,0.09450069810171047,0,0.2772618469718513
temporal_louvain_alpha70,temporal,2024-09-01,8,169,0.03627636967969656,0.09450069810171047,3,0.06843712778507371
temporal_louvain_alpha70,temporal,2024-09-01,9,187,0.028492785777202132,0.09450069810171047,6,0.047890770144525065
temporal_louvain_alpha70,temporal,2024-09-01,10,279,0.08314657087519847,0.09450069810171047,0,0.09809584386354296
temporal_louvain_alpha70,temporal,2024-09-01,11,981,0.13606209551991613,0.09450069810171047,0,0.09606755218591095
temporal_leiden_alpha70,temporal,2024-09-01,2,1127,0.1542892567426113,0.07878632463211051,0,0.11149512967696994
temporal_leiden_alpha70,temporal,2024-09-01,4,142,0.23372169915564078,0.07878632463211051,0,0.18535395622040426
temporal_leiden_alpha70,temporal,2024-09-01,5,288,0.06516967550795516,0.07878632463211051,12,0.04254636876265499
temporal_leiden_alpha70,temporal,2024-09-01,6,1,0.0,0.07878632463211051,1,0.0
temporal_leiden_alpha70,temporal,2024-09-01,7,324,0.05973733419462552,0.07878632463211051,1,0.025376311069559312
temporal_leiden_alpha70,temporal,2024-09-01,9,18,0.10781052930279751,0.07878632463211051,0,0.2173386717117106
temporal_leiden_alpha70,temporal,2024-09-01,10,1,0.0,0.07878632463211051,1,0.0
temporal_leiden_alpha70,temporal,2024-09-01,11,1,0.0,0.07878632463211051,1,0.0
temporal_leiden_alpha70,temporal,2024-09-01,12,1,0.0,0.07878632463211051,1,0.0
temporal_leiden_alpha70,temporal,2024-09-01,13,1,0.0,0.07878632463211051,1,0.0
temporal_louvain_alpha70,temporal,2024-10-01,0,2,0.12542773976982996,0.09589247486269153,0,0.5033621303835178
temporal_louvain_alpha70,temporal,2024-10-01,1,138,0.21711823050141665,0.09589247486269153,0,0.11874310783074576
temporal_louvain_alpha70,temporal,2024-10-01,3,98,0.040046051513161283,0.09589247486269153,11,0.05342896749993305
temporal_louvain_alpha70,temporal,2024-10-01,4,2,0.04037525548826291,0.09589247486269153,0,0.24470268446682067
temporal_louvain_alpha70,temporal,2024-10-01,5,1,0.0,0.09589247486269153,1,0.0
temporal_louvain_alpha70,temporal,2024-10-01,7,36,0.20068694929026792,0.09589247486269153,0,0.35883372754821374
temporal_louvain_alpha70,temporal,2024-10-01,8,164,0.036163754243265324,0.09589247486269153,3,0.06036415513252904
temporal_louvain_alpha70,temporal,2024-10-01,9,187,0.03067055648445674,0.09589247486269153,7,0.06471766172118759
temporal_louvain_alpha70,temporal,2024-10-01,10,305,0.09009098539131326,0.09589247486269153,2,0.08145138066253882
temporal_louvain_alpha70,temporal,2024-10-01,11,971,0.1389571508472188,0.09589247486269153,0,0.1503475832386141
temporal_leiden_alpha70,temporal,2024-10-01,2,1135,0.15778657711848534,0.07994141588307829,0,0.14101218830054604
temporal_leiden_alpha70,temporal,2024-10-01,4,138,0.2431613672403833,0.07994141588307829,0,0.09194581094584961
temporal_leiden_alpha70,temporal,2024-10-01,5,288,0.06678456583697352,0.07994141588307829,12,0.05228300397453464
temporal_leiden_alpha70,temporal,2024-10-01,6,1,0.0,0.07994141588307829,1,0.0
temporal_leiden_alpha70,temporal,2024-10-01,7,320,0.0618918141064803,0.07994141588307829,0,0.09649726193515272
temporal_leiden_alpha70,temporal,2024-10-01,9,18,0.10943867303680567,0.07994141588307829,0,0.2943427276777983
temporal_leiden_alpha70,temporal,2024-10-01,10,1,0.0,0.07994141588307829,1,0.0
temporal_leiden_alpha70,temporal,2024-10-01,11,1,0.0,0.07994141588307829,1,0.0
temporal_leiden_alpha70,temporal,2024-10-01,12,1,0.0,0.07994141588307829,1,0.0
temporal_leiden_alpha70,temporal,2024-10-01,13,1,0.0,0.07994141588307829,1,0.0
temporal_louvain_alpha70,temporal,2024-11-01,0,2,0.1255684384715212,0.09550629608092719,0,0.5044784108582974
temporal_louvain_alpha70,temporal,2024-11-01,1,141,0.21508783966787415,0.09550629608092719,0,0.25075463550590066
temporal_louvain_alpha70,temporal,2024-11-01,3,98,0.038752293017768454,0.09550629608092719,9,0.03705186761749854
temporal_louvain_alpha70,temporal,2024-11-01,4,2,0.04656766436300126,0.09550629608092719,0,0.2544463337336703
temporal_louvain_alpha70,temporal,2024-11-01,5,1,0.0,0.09550629608092719,1,0.0
temporal_louvain_alpha70,temporal,2024-11-01,7,29,0.18776847089144064,0.09550629608092719,0,0.32548767231391906
temporal_louvain_alpha70,temporal,2024-11-01,8,153,0.031554441918370146,0.09550629608092719,3,0.06808093948061314
temporal_louvain_alpha70,temporal,2024-11-01,9,186,0.0276270790432445,0.09550629608092719,10,0.05696992694227687
temporal_louvain_alpha70,temporal,2024-11-01,10,327,0.09068868556613444,0.09550629608092719,0,0.09992641667494749
temporal_louvain_alpha70,temporal,2024-11-01,11,965,0.148530346170418,0.09550629608092719,0,0.09889468994188969
temporal_leiden_alpha70,temporal,2024-11-01,2,1137,0.16710695784419805,0.07932458235370991,0,0.1301995858090545
temporal_leiden_alpha70,temporal,2024-11-01,4,137,0.22902659950293888,0.07932458235370991,0,0.24512974775282875
temporal_leiden_alpha70,temporal,2024-11-01,5,287,0.06408366718220551,0.07932458235370991,13,0.05231454170713246
temporal_leiden_alpha70,temporal,2024-11-01,6,1,0.0,0.07932458235370991,1,0.0
temporal_leiden_alpha70,temporal,2024-11-01,7,320,0.059941308142338605,0.07932458235370991,0,0.09689841159805092
temporal_leiden_alpha70,temporal,2024-11-01,9,18,0.1090804038873696,0.07932458235370991,0,0.22081777776415204
temporal_leiden_alpha70,temporal,2024-11-01,10,1,0.0,0.07932458235370991,1,0.0
temporal_leiden_alpha70,temporal,2024-11-01,11,1,0.0,0.07932458235370991,1,0.0
temporal_leiden_alpha70,temporal,2024-11-01,12,1,0.0,0.07932458235370991,1,0.0
temporal_leiden_alpha70,temporal,2024-11-01,13,1,0.0,0.07932458235370991,1,0.0
temporal_louvain_alpha70,temporal,2024-12-01,0,2,0.14347365123998598,0.09842659866037241,0,0.5493558621201453
temporal_louvain_alpha70,temporal,2024-12-01,1,141,0.2127460868287888,0.09842659866037241,0,0.21398083519920347
temporal_louvain_alpha70,temporal,2024-12-01,3,98,0.03889993769932112,0.09842659866037241,9,0.024535266371529356
temporal_louvain_alpha70,temporal,2024-12-01,4,2,0.02811767162276055,0.09842659866037241,0,0.22061541319597394
temporal_louvain_alpha70,temporal,2024-12-01,5,1,0.0,0.09842659866037241,1,0.0
temporal_louvain_alpha70,temporal,2024-12-01,7,29,0.23455045308947328,0.09842659866037241,0,0.32831524551368235
temporal_louvain_alpha70,temporal,2024-12-01,8,153,0.031474718964769874,0.09842659866037241,2,0.08851430297500004
temporal_louvain_alpha70,temporal,2024-12-01,9,186,0.02758073042834028,0.09842659866037241,8,0.06355951432183024
temporal_louvain_alpha70,temporal,2024-12-01,10,327,0.09090510166853456,0.09842659866037241,1,0.08758829237948797
temporal_louvain_alpha70,temporal,2024-12-01,11,965,0.16103118084302806,0.09842659866037241,1,0.08879260756205495
temporal_leiden_alpha70,temporal,2024-12-01,2,1140,0.1818117092120919,0.08111523238698123,0,0.09893814149436156
temporal_leiden_alpha70,temporal,2024-12-01,4,140,0.22108927123973657,0.08111523238698123,0,0.2057661440041678
temporal_leiden_alpha70,temporal,2024-12-01,5,283,0.05922289923995621,0.08111523238698123,11,0.05246312328432168
temporal_leiden_alpha70,temporal,2024-12-01,6,1,0.0,0.08111523238698123,1,0.0
temporal_leiden_alpha70,temporal,2024-12-01,7,318,0.05803972110632947,0.08111523238698123,0,0.10554210160265252
temporal_leiden_alpha70,temporal,2024-12-01,9,18,0.13780449172128287,0.08111523238698123,0,0.16231546976034236
temporal_leiden_alpha70,temporal,2024-12-01,10,1,0.0,0.08111523238698123,1,0.0
temporal_leiden_alpha70,temporal,2024-12-01,11,1,0.0,0.08111523238698123,1,0.0
temporal_leiden_alpha70,temporal,2024-12-01,12,1,0.0,0.08111523238698123,1,0.0
temporal_leiden_alpha70,temporal,2024-12-01,13,1,0.0,0.08111523238698123,1,0.0
static_louvain_alpha50,static,2024-12-01,0,296,0.11115972607914479,0.09437365770076406,0,0.10926327977111805
static_louvain_alpha50,static,2024-12-01,1,393,0.08710576032020212,0.09437365770076406,1,0.08972391475470645
static_louvain_alpha50,static,2024-12-01,2,63,0.03891202508869145,0.09437365770076406,7,0.04543568900892871
static_louvain_alpha50,static,2024-12-01,3,192,0.024743102076825965,0.09437365770076406,10,0.04565498270210071
static_louvain_alpha50,static,2024-12-01,4,164,0.16712992485160497,0.09437365770076406,0,0.18457993254803992
static_louvain_alpha50,static,2024-12-01,5,19,0.11511756007954253,0.09437365770076406,0,0.21711756498621085
static_louvain_alpha50,static,2024-12-01,6,241,0.048665516884310416,0.09437365770076406,1,0.08181205520705799
static_louvain_alpha50,static,2024-12-01,7,238,0.0700961805130501,0.09437365770076406,2,0.07261328417519158
static_louvain_alpha50,static,2024-12-01,8,298,0.05848757280012736,0.09437365770076406,2,0.09076252348967019
static_louvain_alpha90,static,2024-12-01,0,302,0.10574623349225054,0.07828181306421897,0,0.12684255486062856
static_louvain_alpha90,static,2024-12-01,1,17,0.1770081416017098,0.07828181306421897,0,0.1569890147096022
static_louvain_alpha90,static,2024-12-01,2,2,0.0451523896691747,0.07828181306421897,0,0.2650155188889
static_louvain_alpha90,static,2024-12-01,3,344,0.04754398570044216,0.07828181306421897,0,0.091129213577835
static_louvain_alpha90,static,2024-12-01,4,2,0.060578018226443396,0.07828181306421897,0,0.271307853550735
static_louvain_alpha90,static,2024-12-01,5,165,0.07458944269780003,0.07828181306421897,0,0.12444643227924115
static_louvain_alpha90,static,2024-12-01,6,264,0.09254929235571899,0.07828181306421897,0,0.10701124043726126
static_louvain_alpha90,static,2024-12-01,7,2,0.022836232196087214,0.07828181306421897,0,0.22784790732384627
static_louvain_alpha90,static,2024-12-01,8,202,0.02414576866991004,0.07828181306421897,13,0.04073873782560262
static_louvain_alpha90,static,2024-12-01,9,268,0.049712947933414534,0.07828181306421897,2,0.07084420853055166
static_louvain_alpha90,static,2024-12-01,10,203,0.08591328914571982,0.07828181306421897,1,0.07457642599815954
static_louvain_alpha90,static,2024-12-01,11,131,0.21255255024347,0.07828181306421897,0,0.15526870417608798
static_louvain_alpha90,static,2024-12-01,12,2,0.03731084943686235,0.07828181306421897,0,0.2501062777116722
