target,scope,month,cluster_i,cluster_j,density_i,density_j,midpoint_density,denominator,zero_over_zero,positive_over_zero,ratio
temporal_leiden_alpha70,temporal,2023-06-01,0,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-06-01,3,4,3,0,0,3,False,False,0.0
temporal_leiden_alpha70,temporal,2023-06-01,3,6,3,2,0,3,False,False,0.0
temporal_leiden_alpha70,temporal,2023-06-01,3,8,3,37,2,37,False,False,0.05405405405405406
temporal_leiden_alpha70,temporal,2023-06-01,3,9,3,0,1,3,False,False,0.3333333333333333
temporal_leiden_alpha70,temporal,2023-06-01,3,10,3,1,1,3,False,False,0.3333333333333333
temporal_leiden_alpha70,temporal,2023-06-01,3,11,3,1,0,3,False,False,0.0
temporal_leiden_alpha70,temporal,2023-06-01,4,6,0,2,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-06-01,4,8,0,37,0,37,False,False,0.0
temporal_leiden_alpha70,temporal,2023-06-01,4,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-06-01,4,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-06-01,4,11,0,1,1,1,False,False,1.0
temporal_leiden_alpha70,temporal,2023-06-01,6,8,2,37,0,37,False,False,0.0
temporal_leiden_alpha70,temporal,2023-06-01,6,9,2,0,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-06-01,6,10,2,1,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-06-01,6,11,2,1,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-06-01,8,9,37,0,0,37,False,False,0.0
temporal_leiden_alpha70,temporal,2023-06-01,8,10,37,1,7,37,False,False,0.1891891891891892
temporal_leiden_alpha70,temporal,2023-06-01,8,11,37,1,0,37,False,False,0.0
temporal_leiden_alpha70,temporal,2023-06-01,9,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-06-01,9,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-06-01,10,11,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,0,1,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-07-01,0,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-07-01,0,3,0,10,0,10,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,0,4,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,0,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-07-01,0,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-07-01,0,8,0,1,1,1,False,False,1.0
temporal_louvain_alpha70,temporal,2023-07-01,0,9,0,13,0,13,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,1,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-07-01,1,3,0,10,0,10,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,1,4,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,1,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-07-01,1,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-07-01,1,8,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,1,9,0,13,0,13,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,2,3,0,10,0,10,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,2,4,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,2,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-07-01,2,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-07-01,2,8,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,2,9,0,13,0,13,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,3,4,10,1,2,10,False,False,0.2
temporal_louvain_alpha70,temporal,2023-07-01,3,6,10,0,0,10,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,3,7,10,0,0,10,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,3,8,10,1,0,10,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,3,9,10,13,30,13,False,False,2.3076923076923075
temporal_louvain_alpha70,temporal,2023-07-01,4,6,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,4,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,4,8,1,1,1,1,False,False,1.0
temporal_louvain_alpha70,temporal,2023-07-01,4,9,1,13,2,13,False,False,0.15384615384615385
temporal_louvain_alpha70,temporal,2023-07-01,6,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-07-01,6,8,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,6,9,0,13,0,13,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,7,8,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,7,9,0,13,0,13,False,False,0.0
temporal_louvain_alpha70,temporal,2023-07-01,8,9,1,13,2,13,False,False,0.15384615384615385
temporal_leiden_alpha70,temporal,2023-07-01,0,3,1,5,1,5,False,False,0.2
temporal_leiden_alpha70,temporal,2023-07-01,0,4,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,0,6,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,0,8,1,36,0,36,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,0,9,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,0,10,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,0,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,3,4,5,0,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,3,6,5,1,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,3,8,5,36,1,36,False,False,0.027777777777777776
temporal_leiden_alpha70,temporal,2023-07-01,3,9,5,0,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,3,10,5,1,1,5,False,False,0.2
temporal_leiden_alpha70,temporal,2023-07-01,3,11,5,1,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,4,6,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,4,8,0,36,0,36,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,4,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-07-01,4,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,4,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,6,8,1,36,0,36,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,6,9,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,6,10,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,6,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,8,9,36,0,0,36,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,8,10,36,1,5,36,False,False,0.1388888888888889
temporal_leiden_alpha70,temporal,2023-07-01,8,11,36,1,0,36,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,9,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,9,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-07-01,10,11,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,0,1,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-08-01,0,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-08-01,0,3,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,0,4,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,0,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,0,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-08-01,0,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-08-01,0,8,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,0,9,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,1,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-08-01,1,3,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,1,4,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,1,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,1,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-08-01,1,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-08-01,1,8,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,1,9,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,2,3,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,2,4,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,2,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,2,6,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2023-08-01,2,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-08-01,2,8,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,2,9,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,3,4,8,1,2,8,False,False,0.25
temporal_louvain_alpha70,temporal,2023-08-01,3,5,8,1,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,3,6,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,3,7,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,3,8,8,1,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,3,9,8,7,25,8,False,False,3.125
temporal_louvain_alpha70,temporal,2023-08-01,4,5,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,4,6,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,4,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,4,8,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,4,9,1,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,5,6,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,5,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,5,8,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,5,9,1,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,6,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-08-01,6,8,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,6,9,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,7,8,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,7,9,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-08-01,8,9,1,7,0,7,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,0,1,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,0,3,1,4,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,0,4,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,0,5,1,5,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,0,6,1,2,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,0,8,1,20,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,0,9,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,0,10,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,0,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,1,3,1,4,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,1,4,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,1,5,1,5,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,1,6,1,2,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,1,8,1,20,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,1,9,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,1,10,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,1,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,3,4,4,0,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,3,5,4,5,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,3,6,4,2,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,3,8,4,20,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,3,9,4,0,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,3,10,4,1,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,3,11,4,1,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,4,5,0,5,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,4,6,0,2,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,4,8,0,20,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,4,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-08-01,4,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,4,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,5,6,5,2,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,5,8,5,20,6,20,False,False,0.3
temporal_leiden_alpha70,temporal,2023-08-01,5,9,5,0,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,5,10,5,1,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,5,11,5,1,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,6,8,2,20,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,6,9,2,0,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,6,10,2,1,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,6,11,2,1,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,8,9,20,0,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,8,10,20,1,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,8,11,20,1,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,9,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,9,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-08-01,10,11,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,0,1,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,0,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,0,3,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,0,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,0,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,0,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,0,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,0,8,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2023-09-01,0,9,0,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,1,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,1,3,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,1,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,1,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,1,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,1,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,1,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,1,9,0,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,2,3,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,2,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,2,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,2,6,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2023-09-01,2,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,2,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,2,9,0,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,3,4,7,0,4,7,False,False,0.5714285714285714
temporal_louvain_alpha70,temporal,2023-09-01,3,5,7,1,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,3,6,7,0,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,3,7,7,0,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,3,8,7,0,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,3,9,7,6,26,7,False,False,3.7142857142857144
temporal_louvain_alpha70,temporal,2023-09-01,4,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,4,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,4,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,4,8,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2023-09-01,4,9,0,6,1,6,False,False,0.16666666666666666
temporal_louvain_alpha70,temporal,2023-09-01,5,6,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,5,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,5,8,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,5,9,1,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,6,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,6,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,6,9,0,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,7,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-09-01,7,9,0,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2023-09-01,8,9,0,6,1,6,False,False,0.16666666666666666
temporal_leiden_alpha70,temporal,2023-09-01,0,1,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,0,3,0,3,0,3,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,0,4,0,0,1,0,False,True,
temporal_leiden_alpha70,temporal,2023-09-01,0,5,0,7,0,7,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,0,6,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-09-01,0,8,0,19,0,19,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,0,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-09-01,0,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,0,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,1,3,1,3,0,3,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,1,4,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,1,5,1,7,0,7,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,1,6,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,1,8,1,19,0,19,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,1,9,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,1,10,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,1,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,3,4,3,0,0,3,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,3,5,3,7,0,7,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,3,6,3,0,0,3,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,3,8,3,19,0,19,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,3,9,3,0,0,3,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,3,10,3,1,0,3,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,3,11,3,1,0,3,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,4,5,0,7,0,7,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,4,6,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-09-01,4,8,0,19,0,19,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,4,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-09-01,4,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,4,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,5,6,7,0,0,7,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,5,8,7,19,11,19,False,False,0.5789473684210527
temporal_leiden_alpha70,temporal,2023-09-01,5,9,7,0,0,7,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,5,10,7,1,0,7,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,5,11,7,1,0,7,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,6,8,0,19,0,19,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,6,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-09-01,6,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,6,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,8,9,19,0,0,19,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,8,10,19,1,0,19,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,8,11,19,1,0,19,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,9,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,9,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-09-01,10,11,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,0,1,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,0,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,0,3,0,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,0,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,0,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,0,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,0,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,0,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,0,9,0,5,0,5,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,0,11,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,1,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,1,3,0,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,1,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,1,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,1,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,1,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,1,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,1,9,0,5,0,5,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,1,11,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,2,3,0,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,2,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,2,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,2,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,2,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,2,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,2,9,0,5,0,5,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,2,11,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,3,4,6,0,7,6,False,False,1.1666666666666667
temporal_louvain_alpha70,temporal,2023-10-01,3,5,6,1,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,3,6,6,0,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,3,7,6,0,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,3,8,6,0,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,3,9,6,5,17,6,False,False,2.8333333333333335
temporal_louvain_alpha70,temporal,2023-10-01,3,11,6,1,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,4,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,4,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,4,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,4,8,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2023-10-01,4,9,0,5,2,5,False,False,0.4
temporal_louvain_alpha70,temporal,2023-10-01,4,11,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,5,6,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,5,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,5,8,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,5,9,1,5,0,5,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,5,11,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,6,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,6,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,6,9,0,5,0,5,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,6,11,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,7,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-10-01,7,9,0,5,0,5,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,7,11,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,8,9,0,5,0,5,False,False,0.0
