target,scope,month,cluster_i,cluster_j,density_i,density_j,midpoint_density,denominator,zero_over_zero,positive_over_zero,ratio
temporal_leiden_alpha70,temporal,2024-01-01,6,9,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,6,10,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,6,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,8,9,27,0,0,27,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,8,10,27,1,2,27,False,False,0.07407407407407407
temporal_leiden_alpha70,temporal,2024-01-01,8,11,27,1,0,27,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,9,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,9,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,10,11,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,0,1,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,0,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,0,3,0,9,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,0,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,0,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,0,6,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2024-02-01,0,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,0,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,0,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,0,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,0,11,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,1,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,1,3,0,9,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,1,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,1,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,1,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,1,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,1,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,1,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,1,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,1,11,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,2,3,0,9,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,2,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,2,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,2,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,2,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,2,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,2,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,2,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,2,11,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,3,4,9,0,2,9,False,False,0.2222222222222222
temporal_louvain_alpha70,temporal,2024-02-01,3,5,9,1,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,3,6,9,0,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,3,7,9,0,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,3,8,9,0,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,3,9,9,4,19,9,False,False,2.111111111111111
temporal_louvain_alpha70,temporal,2024-02-01,3,10,9,0,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,3,11,9,2,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,4,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,4,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,4,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,4,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,4,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,4,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,4,11,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,5,6,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,5,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,5,8,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,5,9,1,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,5,10,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,5,11,1,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,6,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,6,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,6,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,6,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,6,11,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,7,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,7,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,7,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,7,11,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,8,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,8,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-02-01,8,11,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,9,10,4,0,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,9,11,4,2,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2024-02-01,10,11,0,2,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,1,3,0,4,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,1,4,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-02-01,1,5,0,35,0,35,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,1,6,0,4,2,4,False,False,0.5
temporal_leiden_alpha70,temporal,2024-02-01,1,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-02-01,1,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,1,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,3,4,4,0,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,3,5,4,35,5,35,False,False,0.14285714285714285
temporal_leiden_alpha70,temporal,2024-02-01,3,6,4,4,1,4,False,False,0.25
temporal_leiden_alpha70,temporal,2024-02-01,3,9,4,0,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,3,10,4,1,1,4,False,False,0.25
temporal_leiden_alpha70,temporal,2024-02-01,3,11,4,1,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,4,5,0,35,0,35,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,4,6,0,4,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,4,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-02-01,4,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,4,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,5,6,35,4,0,35,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,5,9,35,0,0,35,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,5,10,35,1,0,35,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,5,11,35,1,0,35,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,6,9,4,0,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,6,10,4,1,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,6,11,4,1,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,9,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,9,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-02-01,10,11,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,0,1,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,0,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,0,3,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,0,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,0,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,0,6,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,0,7,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2024-03-01,0,8,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,0,9,0,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,0,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,0,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,1,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,1,3,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,1,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,1,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,1,6,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,1,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,1,8,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,1,9,0,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,1,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,1,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,2,3,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,2,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,2,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,2,6,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,2,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,2,8,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,2,9,0,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,2,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,2,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,3,4,8,0,3,8,False,False,0.375
temporal_louvain_alpha70,temporal,2024-03-01,3,5,8,1,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,3,6,8,1,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,3,7,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,3,8,8,1,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,3,9,8,6,16,8,False,False,2.0
temporal_louvain_alpha70,temporal,2024-03-01,3,10,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,3,11,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,4,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,4,6,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,4,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,4,8,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,4,9,0,6,2,6,False,False,0.3333333333333333
temporal_louvain_alpha70,temporal,2024-03-01,4,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,4,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,5,6,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,5,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,5,8,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,5,9,1,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,5,10,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,5,11,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,6,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,6,8,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,6,9,1,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,6,10,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,6,11,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,7,8,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,7,9,0,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,7,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,7,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-03-01,8,9,1,6,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,8,10,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,8,11,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,9,10,6,0,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,9,11,6,0,0,6,False,False,0.0
temporal_louvain_alpha70,temporal,2024-03-01,10,11,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-03-01,1,3,0,5,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,1,4,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-03-01,1,5,0,30,0,30,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,1,6,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,1,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-03-01,1,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,1,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,3,4,5,0,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,3,5,5,30,4,30,False,False,0.13333333333333333
temporal_leiden_alpha70,temporal,2024-03-01,3,6,5,1,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,3,9,5,0,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,3,10,5,1,1,5,False,False,0.2
temporal_leiden_alpha70,temporal,2024-03-01,3,11,5,1,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,4,5,0,30,0,30,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,4,6,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,4,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-03-01,4,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,4,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,5,6,30,1,0,30,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,5,9,30,0,0,30,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,5,10,30,1,1,30,False,False,0.03333333333333333
temporal_leiden_alpha70,temporal,2024-03-01,5,11,30,1,0,30,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,6,9,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,6,10,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,6,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,9,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,9,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-03-01,10,11,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,0,1,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,0,2,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,0,3,1,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,0,4,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,0,5,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,0,6,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,0,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,0,8,1,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,0,9,1,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,0,10,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,0,11,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,1,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,1,3,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,1,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,1,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,1,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,1,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,1,8,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,1,9,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,1,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,1,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,2,3,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,2,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,2,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,2,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,2,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,2,8,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,2,9,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,2,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,2,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,3,4,8,0,4,8,False,False,0.5
temporal_louvain_alpha70,temporal,2024-04-01,3,5,8,1,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,3,6,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,3,7,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,3,8,8,2,1,8,False,False,0.125
temporal_louvain_alpha70,temporal,2024-04-01,3,9,8,8,22,8,False,False,2.75
temporal_louvain_alpha70,temporal,2024-04-01,3,10,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,3,11,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,4,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,4,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,4,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,4,8,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,4,9,0,8,2,8,False,False,0.25
temporal_louvain_alpha70,temporal,2024-04-01,4,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,4,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,5,6,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,5,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,5,8,1,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,5,9,1,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,5,10,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,5,11,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,6,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,6,8,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,6,9,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,6,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,6,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,7,8,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,7,9,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,7,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,7,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-04-01,8,9,2,8,1,8,False,False,0.125
temporal_louvain_alpha70,temporal,2024-04-01,8,10,2,0,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,8,11,2,0,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,9,10,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,9,11,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-04-01,10,11,0,0,1,0,False,True,
temporal_leiden_alpha70,temporal,2024-04-01,1,2,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,1,3,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,1,4,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,1,5,0,15,0,15,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,1,6,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,1,7,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,1,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,1,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,1,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,1,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,2,3,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,2,4,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,2,5,0,15,0,15,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,2,6,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,2,7,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,2,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,2,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,2,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,2,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,3,4,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,3,5,0,15,1,15,False,False,0.06666666666666667
temporal_leiden_alpha70,temporal,2024-04-01,3,6,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,3,7,0,0,1,0,False,True,
temporal_leiden_alpha70,temporal,2024-04-01,3,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,3,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,3,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,3,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,4,5,0,15,0,15,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,4,6,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,4,7,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,4,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,4,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,4,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,4,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,5,6,15,0,0,15,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,5,7,15,0,0,15,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,5,9,15,0,0,15,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,5,10,15,1,0,15,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,5,11,15,1,0,15,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,5,12,15,1,0,15,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,6,7,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,6,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,6,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,6,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,6,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,7,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-04-01,7,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,7,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,7,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,9,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,9,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,9,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,10,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,10,12,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-04-01,11,12,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,0,1,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,0,3,1,9,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,0,4,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,0,5,1,1,0,1,False,False,0.0
