panel_index,municipality,reference_profile,full_consensus_class,without_perturbation_class_matches_full,without_perturbation_DG_side_matches_full,without_alpha_class_matches_full,without_alpha_DG_side_matches_full,without_gamma_class_matches_full,without_gamma_DG_side_matches_full,without_algorithm_class_matches_full,without_algorithm_DG_side_matches_full,lofo_class_match_count,lofo_all_class_match,lofo_DG_side_match_count,lofo_all_DG_side_match,lofo_entropy_range,lofo_min_margin
0,Абазинский муниципальный район,C,C,True,False,True,True,True,True,True,True,4,True,3,False,0.3337111396786656,0.7954491468574326
1,Абанский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
2,Абатский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
3,Абзелиловский муниципальный район,G,G,True,True,True,True,True,True,False,True,3,False,4,True,0.13024499253596034,0.01229818116344461
4,Агинский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3472306933068954,0.6481270576008394
5,Агрызский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.12828993640636666,0.1775623027808822
6,Адамовский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
7,Азнакаевский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.18938560737412502,0.10242992419313252
8,Азовский немецкий национальный муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08268259208397688,0.3745918195054224
9,Акбулакский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08691273482923201,0.3704823193020761
10,Аксубаевский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08112135226283124,0.38123781467072804
11,Актанышский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
12,Алагирский муниципальный район,C,C,True,False,True,True,True,True,True,True,4,True,3,False,0.3337111396786656,0.7954491468574326
13,Аларский муниципальный район,F,G,True,True,True,True,True,True,True,True,4,True,4,True,0.10105658663141742,0.3313599027021799
14,Алданский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765
15,Александро-Невский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08172010171770971,0.38057734974880597
16,Александрово-Гайский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
17,Александровский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08195426373329329,0.37823569959182246
18,Аликовский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
19,Алькеевский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09250872711182917,0.36358990301641025
20,Альменевский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
21,Альметьевский муниципальный район,D,D,True,True,True,True,True,True,True,True,4,True,4,True,0.17441710853709952,0.26891145699373514
22,Альшеевский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
23,Амгинский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765
24,Амурский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.34724087797677483,0.6362810925580799
25,Анадырский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765
26,Андроповский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08172930747103813,0.38085391065998475
27,Антроповский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
28,Анучинский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08437308408372868,0.31573759066844564
29,Апанасенковский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
30,Апастовский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
31,Аргаяшский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08347780037209052,0.3713528707595649
32,Ардатовский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
33,Ардатовский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
34,Ардонский муниципальный район,C,C,True,False,True,True,True,True,True,True,4,True,3,False,0.3337111396786656,0.7954491468574326
35,Арзгирский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
36,Аркадакский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
37,Армизонский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
38,Аромашевский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
39,Арсеньевский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08437308408372868,0.31573759066844564
40,Арский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
41,Архангельский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
42,Архаринский муниципальный округ,F,G,True,True,False,True,True,True,False,True,2,False,4,True,0.08899629969282641,0.029227091259995397
43,Асекеевский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
44,Асиновский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.1283730149967982,0.10700238845626348
45,Аскинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.0955237358628927,0.35835268885921695
46,Аткарский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08172930747103813,0.38085391065998475
47,Атнинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.0912237796556209,0.3633332838166447
48,Атюрьевский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
49,Атяшевский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
50,Аургазинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
51,Ахтубинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08604204917991454,0.3085765217788225
52,Ашинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08968165832372332,0.29557936318835853
53,Бабаевский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08726801049108812,0.30356591319120513
54,Бабушкинский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08606149492013626,0.3647726356879338
55,Бабынинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08604204917991454,0.3085765217788225
56,Бавлинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09419716786323151,0.3588033639312711
57,Баганский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08606149492013626,0.3647726356879338
58,Баевский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
59,Базарно-Карабулакский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
60,Базарносызганский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
61,Бай-Тайгинский муниципальный район,C,C,False,True,True,True,False,True,True,True,2,False,4,True,0.13524237110508996,0.013740697225689547
62,Байкаловский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08484266599376855,0.36491615604457694
63,Баймакский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.18938560737412502,0.10242992419313252
64,Бакалинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09419716786323151,0.3588033639312711
65,Бакчарский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
66,Балаганский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
67,Балаковский муниципальный район,D,D,True,True,True,True,True,True,True,True,4,True,4,True,0.17403239146523924,0.2626504487978529
68,Балахнинский муниципальный округ,F,D,True,True,True,True,True,True,True,True,4,True,4,True,0.18155776899449422,0.01881773885178445
69,Балахтинский муниципальный район,F,D,True,True,True,True,True,True,False,True,3,False,4,True,0.10661278856520506,0.04025259038015627
70,Балашовский муниципальный район,F,G,True,True,True,True,True,True,False,True,3,False,4,True,0.07099567677307184,0.03200843279540383
71,Балейский муниципальный район,F,G,True,True,True,True,True,True,True,True,4,True,4,True,0.1576726170683893,0.0494466871306235
72,Балтайский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
73,Балтасинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
74,Балтачевский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
75,Барабинский муниципальный район,F,G,True,True,True,True,True,True,False,True,3,False,4,True,0.06091222941913599,0.04944724893266372
76,Барун-Хемчикский муниципальный район,C,C,False,True,True,True,False,True,True,True,2,False,4,True,0.13524237110508996,0.013740697225689547
77,Барышский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
78,Барятинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
79,Батыревский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
80,Башмаковский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
81,Баяндаевский муниципальный район,C,C,False,True,False,True,False,True,True,True,1,False,4,True,0.13196417234809543,0.00282847984881901
82,Бежаницкий муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.11253586888447265,0.16987405207609346
83,Безенчукский муниципальный район,F,G,True,True,True,True,True,True,False,True,3,False,4,True,0.06280265050949263,0.03974095447012105
84,Бейский муниципальный район,F,G,True,True,True,True,True,True,True,True,4,True,4,True,0.1369463830522708,0.0659171965631059
85,Бековский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08276285488706847,0.3749774809977796
86,Белебеевский муниципальный район,F,D,True,True,True,True,True,True,True,True,4,True,4,True,0.1949310873516032,0.11282070085875373
87,Белевский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08437308408372868,0.31573759066844564
88,Белинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
89,Беловский муниципальный округ,F,G,True,True,True,True,True,True,True,True,4,True,4,True,0.14077277481186812,0.06571523583333305
90,Белогорский муниципальный округ,F,F,True,True,True,True,True,True,True,False,4,True,3,False,0.07931260979562316,0.022248484219029585
91,Белокатайский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08458857448523799,0.3757479324101586
92,Беломорский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.11475048478732097,0.2632563381948094
93,Белорецкий муниципальный район,F,D,True,True,True,True,True,True,True,True,4,True,4,True,0.1949310873516032,0.11282070085875373
94,Белохолуницкий муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
95,Белоярский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3558199504070869,0.5197189507087137
96,Беляевский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08347780037209052,0.3713528707595649
97,Бердюжский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
98,Бессоновский муниципальный район,F,G,True,True,True,True,True,True,False,True,3,False,4,True,0.07099567677307184,0.03200843279540383
99,Бижбулякский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
100,Бийский муниципальный район,F,G,True,True,True,True,True,True,False,True,3,False,4,True,0.06383624179313196,0.037566312070927144
101,Бикинский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765
102,Билибинский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765
103,Бирилюсский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
104,Биробиджанский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.35657832070054385,0.5227852735327987
105,Бирский муниципальный район,F,D,True,True,True,True,True,True,True,True,4,True,4,True,0.1949310873516032,0.11282070085875373
106,Благоварский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09419716786323151,0.3588033639312711
107,Благовещенский муниципальный округ,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3145440327679824,0.6778847777716086
108,Благодарненский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08604204917991454,0.3085765217788225
109,Богатовский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
110,Богородицкий муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.10491863701292625,0.1507377242392785
111,Богородский муниципальный округ,F,D,True,True,True,True,True,True,True,True,4,True,4,True,0.18155776899449422,0.01881773885178445
112,Боградский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
113,Богучанский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.1186011869206679,0.24600666661017812
114,Бокситогорский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.1038570000814606,0.1440729884090432
115,Болотнинский муниципальный район,F,G,True,True,True,True,True,True,False,True,3,False,4,True,0.06091222941913599,0.04944724893266372
116,Болховский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
117,Большеберезниковский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
118,Большеболдинский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
119,Большеглушицкий муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
120,Большемурашкинский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
121,Большемуртинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.0834232175438534,0.3220659422876155
122,Большереченский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09419716786323151,0.3588033639312711
123,Большесельский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
124,Большеуковский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
125,Большеулуйский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08195426373329329,0.37823569959182246
126,Большечерниговский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08268259208397688,0.3745918195054224
127,Бондарский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
128,Борзинский муниципальный район,F,F,True,True,True,True,True,True,True,False,4,True,3,False,0.039116433563022746,0.05000247713481981
129,Борисоглебский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08437308408372868,0.31573759066844564
130,Боровичский муниципальный район,F,D,True,True,True,True,True,True,True,True,4,True,4,True,0.18155776899449422,0.01881773885178445
131,Боровский муниципальный район,F,D,True,True,True,True,True,True,True,True,4,True,4,True,0.1763393454485322,0.02194856742741802
132,Борский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
133,Боханский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
134,Братский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.11328730210103966,0.1762579279050176
135,Брединский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
136,Брейтовский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.0876812697230287,0.3584450569348541
137,Бугульминский муниципальный район,F,D,True,True,True,True,True,True,True,True,4,True,4,True,0.1949310873516032,0.11282070085875373
138,Бугурусланский муниципальный район,G,G,True,True,True,True,True,True,False,True,3,False,4,True,0.07689445302443243,0.02218859536897877
139,Будённовский муниципальный округ,F,G,True,True,True,True,True,True,False,True,3,False,4,True,0.07374124024541284,0.027801558421699846
140,Буздякский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
141,Буинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
142,Буйский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08268259208397688,0.3745918195054224
143,Булунский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765
144,Бураевский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
145,Бурейский муниципальный округ,F,G,True,True,False,True,True,True,False,True,2,False,4,True,0.09328475670631442,0.03730126297656505
146,Бурзянский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
147,Бурлинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
148,Бутурлинский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08738103085907878,0.3583734282087796
149,Быковский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
150,Быстроистокский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
151,Вагайский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08268259208397688,0.3745918195054224
152,Вадинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
153,Вадский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
154,Валдайский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.10563701940051162,0.1570941154783294
155,Ванинский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765
156,Варгашинский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
157,Варнавинский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
158,Варненский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08604204917991454,0.3085765217788225
159,Вачский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
160,Велижский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
161,Великоустюгский муниципальный округ,F,F,True,True,True,True,True,True,True,False,4,True,3,False,0.03410386490684958,0.01449253055474442
162,Вельский муниципальный район,F,D,True,True,True,True,True,True,True,True,4,True,4,True,0.18816991703746494,0.013711282548531878
163,Венгеровский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
164,Веневский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08604204917991454,0.3085765217788225
165,Верхнебуреинский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765
166,Верхневилюйский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765
167,Верхнекетский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08968165832372332,0.29557936318835853
168,Верхнеколымский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765
169,Верхнетоемский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
170,Верхнеуральский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08484266599376855,0.36491615604457694
171,Верхнеуслонский муниципальный район,F,G,True,True,True,True,True,True,False,True,3,False,4,True,0.07436679527421286,0.026932147454127975
172,Верховажский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08848145248420103,0.3523419768047237
173,Верховский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08276285488706847,0.3749774809977796
174,Верхошижемский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
175,Верхоянский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765
176,Ветлужский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
177,Вешкаймский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
178,Викуловский муниципальный район,F,G,True,True,True,True,True,True,True,True,4,True,4,True,0.13449819290445642,0.08554773625227119
179,Вилюйский муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765
180,Виноградовский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08437308408372868,0.31573759066844564
181,Вичугский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
182,Вожегодский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08437308408372868,0.31573759066844564
183,Вознесенский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
184,Вологодский муниципальный округ,D,D,True,True,True,True,True,True,True,True,4,True,4,True,0.17676942505063747,0.24497190811287567
185,Володарский муниципальный округ,F,G,True,True,True,True,True,True,False,True,3,False,4,True,0.06080768200143327,0.04944724893266372
186,Волосовский муниципальный район,F,D,True,True,True,True,True,True,True,True,4,True,4,True,0.17321965046791304,0.019267204745428035
187,Волховский муниципальный район,F,D,True,True,True,True,True,True,True,True,4,True,4,True,0.18067659928730567,0.02100707824183412
188,Волчихинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
189,Вольский муниципальный район,F,G,True,True,True,True,True,True,False,True,3,False,4,True,0.06120194358147013,0.04586878104404307
190,Воскресенский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
191,Воскресенский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
192,Вохомский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
193,Всеволожский муниципальный район,E,E,True,True,True,True,True,True,True,True,4,True,4,True,0.1145356310317534,0.18420075302984024
194,Вурнарский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09419716786323151,0.3588033639312711
195,Выборгский муниципальный район,E,E,True,True,True,True,True,True,True,True,4,True,4,True,0.1657545504869884,0.1808745433915231
196,Высокогорский муниципальный район,F,D,True,True,True,True,True,True,True,True,4,True,4,True,0.1375955322161807,0.022479144107575955
197,Вытегорский муниципальный район,F,G,True,True,True,True,True,True,True,True,4,True,4,True,0.14256175593962772,0.06064179625041144
198,Вязниковский муниципальный район,F,G,True,True,True,True,True,True,False,True,3,False,4,True,0.0637031461821772,0.04944724893266372
199,Вятскополянский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08347780037209052,0.3713528707595649
200,Гаврилов-Ямский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08347780037209052,0.3713528707595649
201,Гаврилово-Посадский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
202,Гавриловский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
203,Гагаринский муниципальный район,F,D,True,True,True,True,True,True,True,True,4,True,4,True,0.18155776899449422,0.01881773885178445
204,Гагинский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
205,Газимуро-Заводский муниципальный округ,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765
206,Галичский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
207,Гатчинский муниципальный район,E,E,True,True,True,True,True,True,True,True,4,True,4,True,0.1657545504869884,0.1808745433915231
208,Гафурийский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
209,Гдовский муниципальный район,F,G,True,True,True,True,True,True,False,True,3,False,4,True,0.06350736407885216,0.04944724893266372
210,Георгиевский муниципальный округ,F,D,True,True,True,True,True,True,False,True,3,False,4,True,0.13936600022953172,0.008104337435910824
211,Гиагинский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08347780037209052,0.3713528707595649
212,Глазуновский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
213,Глинковский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
214,Горномарийский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576
215,Горный муниципальный район,A,A,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765
216,Городецкий муниципальный округ,F,D,True,True,True,True,True,True,True,True,4,True,4,True,0.18155776899449422,0.01881773885178445
217,Городовиковский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
218,Гороховецкий муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08726801049108812,0.30356591319120513
219,Горьковский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
220,Грачёвский муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
221,Грачёвский муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844
222,Грязинский муниципальный район,F,G,True,True,True,True,True,True,False,True,3,False,4,True,0.06080768200143327,0.04944724893266372
223,Грязовецкий муниципальный округ,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08604204917991454,0.3085765217788225
224,Гурьевский муниципальный округ,F,D,True,True,True,True,True,True,True,True,4,True,4,True,0.1925999507352429,0.018844044467804577
225,Гусь-Хрустальный муниципальный район,G,G,True,True,True,True,True,True,True,True,4,True,4,True,0.08195426373329329,0.37823569959182246
