panel_index,municipality,reference_profile,consensus_class,second_class,affinity_share_B,affinity_share_E,B_E_balance,B_E_transition_direction,family_votes_B_over_E,family_votes_E_over_B,lofo_class_match_count,anchor_consensus_class,affinity_entropy,affinity_margin
1094,внутригородская территория города федерального значения город Кронштадт,E,E,B,0.299607285875461,0.5992593835216613,-0.3333665690899181,E-leaning,1,3,4,E,0.5310327098006474,0.2996520976462003
1095,внутригородская территория города федерального значения город Ломоносов,E,E,B,0.299607285875461,0.5992593835216613,-0.3333665690899181,E-leaning,1,3,4,E,0.5310327098006474,0.2996520976462003
1096,внутригородская территория города федерального значения город Павловск,E,E,B,0.30354673942618465,0.6041894744090379,-0.3312005518790811,E-leaning,1,3,4,E,0.5198074247914846,0.30064273498285327
1097,внутригородская территория города федерального значения город Петергоф,E,E,B,0.3270426837512482,0.6229154649540969,-0.31145875384729355,E-leaning,1,3,4,E,0.4551872276570794,0.2958727812028487
1098,внутригородская территория города федерального значения город Пушкин,E,E,B,0.4047975159789998,0.5504723827742983,-0.15249602964085396,E-leaning,1,3,4,E,0.4635691747108482,0.1456748667952985
1099,внутригородская территория города федерального значения город Сестрорецк,E,E,B,0.4047975159789998,0.5504723827742983,-0.15249602964085396,E-leaning,1,3,4,E,0.4635691747108482,0.1456748667952985
1100,внутригородская территория города федерального значения городской округ Троицк,E,E,B,0.30354673942618465,0.6041894744090379,-0.3312005518790811,E-leaning,1,3,4,E,0.5198074247914846,0.30064273498285327
1101,внутригородская территория города федерального значения городской округ Щербинка,E,E,B,0.30354673942618465,0.6041894744090379,-0.3312005518790811,E-leaning,1,3,4,E,0.5198074247914846,0.30064273498285327
1102,внутригородская территория города федерального значения муниципальное образование Савелки,E,E,B,0.4288103351889823,0.5305542706861511,-0.10605345962743526,E-leaning,1,3,4,E,0.45898222652959253,0.10174393549716881
1103,внутригородская территория города федерального значения муниципальный округ Автово,E,E,B,0.32923493636748774,0.6210593832450767,-0.3070884891709823,E-leaning,1,3,4,E,0.45522982111944227,0.29182444687758896
1104,внутригородская территория города федерального значения муниципальный округ Адмиралтейский округ,B,B,E,0.6409063879400063,0.32430078072436624,0.328018292335883,B-leaning,4,0,4,B,0.4226353096457766,0.3166056072156401
1105,внутригородская территория города федерального значения муниципальный округ Академический,B,B,E,0.6468346709265598,0.3182921346219576,0.3404138548590817,B-leaning,4,0,4,B,0.4206902401057257,0.3285425363046022
1106,внутригородская территория города федерального значения муниципальный округ Академическое,E,B,E,0.5191077841607395,0.43975745495777796,0.08275441215901012,B-leaning,4,0,4,B,0.46105357222337534,0.07935032920296159
1107,внутригородская территория города федерального значения муниципальный округ Алексеевский,B,B,E,0.6452180586783532,0.3200649421501972,0.33684744914088505,B-leaning,4,0,4,B,0.4209705747608935,0.32515311652815604
1108,внутригородская территория города федерального значения муниципальный округ Алтуфьевский,E,E,B,0.3287705980129189,0.6172661273032193,-0.30495172287724187,E-leaning,1,3,4,E,0.46275574711842815,0.28849552929030037
1109,внутригородская территория города федерального значения муниципальный округ Аптекарский остров,B,B,E,0.6468346709265598,0.3182921346219576,0.3404138548590817,B-leaning,4,0,4,B,0.4206902401057257,0.3285425363046022
1110,внутригородская территория города федерального значения муниципальный округ Арбат,B,B,E,0.6468346709265598,0.3182921346219576,0.3404138548590817,B-leaning,4,0,4,B,0.4206902401057257,0.3285425363046022
1111,внутригородская территория города федерального значения муниципальный округ Аэропорт,B,B,E,0.6468346709265598,0.3182921346219576,0.3404138548590817,B-leaning,4,0,4,B,0.4206902401057257,0.3285425363046022
1112,внутригородская территория города федерального значения муниципальный округ Бабушкинский,E,E,B,0.41343649555601647,0.5456595691019657,-0.13786217921048455,E-leaning,1,3,4,E,0.45760717484497515,0.1322230735459492
1113,внутригородская территория города федерального значения муниципальный округ Балканский,E,E,B,0.32923493636748774,0.6210593832450767,-0.3070884891709823,E-leaning,1,3,4,E,0.45522982111944227,0.29182444687758896
