panel_index,municipality,reference_profile,perturbation_affinity_share_A,perturbation_affinity_share_B,perturbation_affinity_share_C,perturbation_affinity_share_D,perturbation_affinity_share_E,perturbation_affinity_share_F,perturbation_affinity_share_G,alpha_affinity_share_A,alpha_affinity_share_B,alpha_affinity_share_C,alpha_affinity_share_D,alpha_affinity_share_E,alpha_affinity_share_F,alpha_affinity_share_G,gamma_affinity_share_A,gamma_affinity_share_B,gamma_affinity_share_C,gamma_affinity_share_D,gamma_affinity_share_E,gamma_affinity_share_F,gamma_affinity_share_G,algorithm_affinity_share_A,algorithm_affinity_share_B,algorithm_affinity_share_C,algorithm_affinity_share_D,algorithm_affinity_share_E,algorithm_affinity_share_F,algorithm_affinity_share_G
333,Иссинский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
334,Ичалковский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
335,Ишимбайский муниципальный район,F,0.12917022314521492,0.020299072860463535,0.040518357148722574,0.39033009176879724,0.04056421827853771,0.3170285620113412,0.062089474786922894,0.014490286515658892,0.0,0.0,0.5665823794736203,0.03609216526135314,0.3652923762808172,0.01754279246855047,0.003920320551835523,0.0,0.0,0.5491523533786858,0.0,0.4366166798927341,0.010310646176744619,0.009420277928411418,0.0,0.0,0.6554481613523121,0.007141178429602204,0.3279903822896742,0.0
336,Ишимский муниципальный район,F,0.048725552979489134,0.022550484140611404,0.082127760536004,0.11809736783566047,0.023639752052467777,0.37035007899264144,0.3345090034631257,0.0081990042349156,0.0,0.019932062019363785,0.27956996793173,0.03573840152396679,0.35107331323676955,0.3054872510532543,0.00793375077708569,0.0,0.11572333030024992,0.0,0.0,0.5190096619153087,0.3573332570073556,0.015227825612616442,0.0,0.18509684580852748,0.0,0.0,0.2634507253225667,0.5362246032562895
337,Каа-Хемский муниципальный район,F,0.12097062035736156,0.024519390271257706,0.1854659510465551,0.18756765873062484,0.031326461625414755,0.2888384063101842,0.16131151165860186,0.0,0.0,0.13248215773534752,0.0,0.0,0.19177771355387316,0.6757401287107793,0.00793375077708569,0.0,0.11572333030024992,0.0,0.0,0.5190096619153087,0.3573332570073556,0.015227825612616442,0.0,0.18509684580852748,0.0,0.0,0.2634507253225667,0.5362246032562895
338,Кавалеровский муниципальный округ,F,0.12520009989319214,0.02302385626076648,0.07780475691635233,0.1331078166873669,0.024387406310106736,0.37697677285458386,0.23949929107763146,0.32332114256292765,0.0,0.0,0.32665531847025775,0.041757485676287315,0.2879696011402326,0.020296452150294547,0.3313436512130885,0.0,0.0,0.0,0.0,0.5711058670182529,0.09755048176865853,0.015227825612616442,0.0,0.18509684580852748,0.0,0.0,0.2634507253225667,0.5362246032562895
339,Кадомский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
340,Кадошкинский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
341,Кадуйский муниципальный округ,G,0.02584846809315274,0.0252735829395515,0.09160262942480984,0.028769894575843544,0.025735432357578848,0.2543096529179209,0.5484603396911427,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008206485341960482,0.0,0.11970149309135464,0.0,0.0,0.2521235576171467,0.6199684639495382,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
342,Кадыйский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
343,Казанский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
344,Казачинский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
345,Казачинско-Ленский муниципальный район,G,0.02706077152806799,0.02488190207381217,0.08408367159264701,0.06730053763634428,0.025472446966755727,0.3220789238972874,0.4491217463050855,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008206485341960482,0.0,0.11970149309135464,0.0,0.0,0.2521235576171467,0.6199684639495382,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
346,Кайбицкий муниципальный район,G,0.03019240757041351,0.027398492237333035,0.12952726927021985,0.027642516872722605,0.027824375536358935,0.2040879687340788,0.5533269697788733,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.010624575033411993,0.0,0.1678866037607257,0.0,0.0,0.1431637117460905,0.6783251094597718,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
347,Каларский муниципальный округ,A,0.5289494565750663,0.023931558866963746,0.05866374677731936,0.16933063475253807,0.03998326377513877,0.15340224061006388,0.025739098642909925,0.8991561148274639,0.0,0.0,0.006304653097730947,0.002593042806324825,0.09144639034415253,0.0004997989243278936,0.7891837492957828,0.0,0.0,0.005121481724920046,0.0,0.20488276203223726,0.0008120069470598623,0.9819351312901743,0.0,0.0,0.0,0.005515604171907575,0.012549264537918152,0.0
348,Калачевский муниципальный район,F,0.047554433314273316,0.02362270074215056,0.0909961475645035,0.0640514481779513,0.02437682673943466,0.3215455209916547,0.42785292247003204,0.0081990042349156,0.0,0.019932062019363785,0.27956996793173,0.03573840152396679,0.35107331323676955,0.3054872510532543,0.00793375077708569,0.0,0.11572333030024992,0.0,0.0,0.5190096619153087,0.3573332570073556,0.015227825612616442,0.0,0.18509684580852748,0.0,0.0,0.2634507253225667,0.5362246032562895
349,Калачинский муниципальный район,G,0.025988264455029837,0.02586565133224082,0.09691878805380388,0.02609602372210771,0.026267708088700523,0.20467927119351043,0.5941842931546067,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
350,Калганский муниципальный округ,F,0.1525016703211882,0.023723935084952588,0.09346306567508789,0.10148853496634055,0.0249994154779275,0.3580278891459528,0.24579548932855041,0.364619891356163,0.0,0.026860712999591946,0.005091246254824617,0.0020939803144843184,0.21266104371762823,0.3886731253573079,0.3313436512130885,0.0,0.0,0.0,0.0,0.5711058670182529,0.09755048176865853,0.015227825612616442,0.0,0.18509684580852748,0.0,0.0,0.2634507253225667,0.5362246032562895
351,Калевальский муниципальный район,micro,0.018124200407409072,0.014990173296311268,0.07018028729836169,0.06831102058554446,0.015631553918980502,0.35270553281753203,0.46005723167586093,0.0,0.0,0.13227716269000547,0.0,0.0,0.19302830885733632,0.6746945284526582,0.011133663084288072,0.0,0.16239791326392602,0.0,0.0,0.3396533318443019,0.4868150918074839,0.01521510773085394,0.0,0.18494225776296602,0.0,0.0,0.26406587201690773,0.5357767624892723
352,Калининский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
353,Калманский муниципальный район,G,0.02645249705241741,0.026327693671461493,0.0949622084689355,0.026562181240820243,0.026736932433194055,0.19353614765909768,0.6054223394740736,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
354,Калтасинский муниципальный район,G,0.0286995795142375,0.02674296847907739,0.11238067415987542,0.02698115469296873,0.027158662289632998,0.19887283864244445,0.5791641222217636,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
355,Камешкирский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
356,Камешковский муниципальный район,G,0.02572993774994038,0.025246585207533374,0.09283093404633957,0.02790128558784562,0.025707941269044934,0.2363572635787924,0.5662260525605038,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008206485341960482,0.0,0.11970149309135464,0.0,0.0,0.2521235576171467,0.6199684639495382,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
357,Камско-Устьинский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
358,Камызякский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
359,Камышлинский муниципальный район,G,0.02871703297553564,0.02675923204019038,0.11666585527385896,0.026997563105467567,0.027175178652214062,0.20564214437264805,0.5680429935800854,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
360,Камышловский муниципальный район,D,0.13307678457154543,0.020972332624696575,0.03561961663626818,0.466041041039573,0.05290229788514559,0.2610184984953296,0.03036942874744153,0.37824632578408235,0.0,0.0,0.3872600905651942,0.002123963836541442,0.2319602340384342,0.0004093857757478841,0.0039497207820788,0.0,0.0,0.8317020351159176,0.0,0.16434824410200363,0.0,0.009411141272754575,0.0,0.0,0.6547553878906555,0.007134252255152662,0.3286992185814373,0.0
361,Кандалакшский муниципальный район,A,0.5566647461415598,0.024273354489455196,0.05907658351919711,0.14774284785857186,0.04459649084073495,0.1419862999086883,0.025659677241792692,0.8991561148274639,0.0,0.0,0.006304653097730947,0.002593042806324825,0.09144639034415253,0.0004997989243278936,0.9323652398795798,0.0,0.0,0.0,0.0,0.06718833957705542,0.00044642054336476936,0.9819351312901743,0.0,0.0,0.0,0.005515604171907575,0.012549264537918152,0.0
362,Карагинский муниципальный район,A,0.5875460831387219,0.024596848598665268,0.05986390472645008,0.13697735246710663,0.04075904404503119,0.12451397165048486,0.02574279537354016,0.8991561148274639,0.0,0.0,0.006304653097730947,0.002593042806324825,0.09144639034415253,0.0004997989243278936,0.9396145928590668,0.0,0.0,0.0,0.0,0.06000884043927046,0.0003765667016626644,0.9819351312901743,0.0,0.0,0.0,0.005515604171907575,0.012549264537918152,0.0
363,Караидельский муниципальный район,G,0.03019240757041351,0.027398492237333035,0.12952726927021985,0.027642516872722605,0.027824375536358935,0.2040879687340788,0.5533269697788733,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.010624575033411993,0.0,0.1678866037607257,0.0,0.0,0.1431637117460905,0.6783251094597718,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
364,Карасукский муниципальный район,F,0.03690475672694881,0.023667086340819574,0.09696866768626676,0.06283652097512918,0.02429340903355395,0.2859129140213744,0.4694166452159073,0.0,0.0,0.13248215773534752,0.0,0.0,0.19177771355387316,0.6757401287107793,0.00793375077708569,0.0,0.11572333030024992,0.0,0.0,0.5190096619153087,0.3573332570073556,0.015227825612616442,0.0,0.18509684580852748,0.0,0.0,0.2634507253225667,0.5362246032562895
365,Каратузский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
366,Каргапольский муниципальный округ,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
367,Каргасокский муниципальный район,G,0.017624352878131896,0.0,0.11323429658214151,0.05191655413389426,0.0009543140224610587,0.4114581908989278,0.4048122914844435,0.0,0.0,0.22798450923075245,0.0,0.0,0.08312177315820501,0.6888937176110427,0.04681789341596062,0.0,0.18210546128690894,0.005752786903399083,0.0,0.32569218331078664,0.4396316750829448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,Каргатский муниципальный район,G,0.02569776874729643,0.025576526188745882,0.09583543398923859,0.028096154848133666,0.026043911591270185,0.21506069332389632,0.5836895113114189,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
369,Кардымовский муниципальный район,G,0.025988264455029837,0.02586565133224082,0.09691878805380388,0.02609602372210771,0.026267708088700523,0.20467927119351043,0.5941842931546067,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
370,Кармаскалинский муниципальный район,G,0.03019240757041351,0.027398492237333035,0.12952726927021985,0.027642516872722605,0.027824375536358935,0.2040879687340788,0.5533269697788733,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.010624575033411993,0.0,0.1678866037607257,0.0,0.0,0.1431637117460905,0.6783251094597718,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
371,Карсунский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
372,Карталинский муниципальный район,G,0.025990247113991897,0.025683513430087953,0.09578661400062101,0.025997501318206814,0.026082739027446834,0.21568112451760765,0.5847782605920379,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
373,Карымский муниципальный район,F,0.12154517009347401,0.020744381429627822,0.05303030479407587,0.31675981614511883,0.04100104092425593,0.34379004181836365,0.10312924479508385,0.364619891356163,0.0,0.026860712999591946,0.005091246254824617,0.0020939803144843184,0.21266104371762823,0.3886731253573079,0.003920320551835523,0.0,0.0,0.5491523533786858,0.0,0.4366166798927341,0.010310646176744619,0.009420277928411418,0.0,0.0,0.6554481613523121,0.007141178429602204,0.3279903822896742,0.0
374,Касимовский муниципальный район,G,0.02569776874729643,0.025576526188745882,0.09583543398923859,0.028096154848133666,0.026043911591270185,0.21506069332389632,0.5836895113114189,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
375,Каслинский муниципальный район,G,0.02572993774994038,0.025246585207533374,0.09283093404633957,0.02790128558784562,0.025707941269044934,0.2363572635787924,0.5662260525605038,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008206485341960482,0.0,0.11970149309135464,0.0,0.0,0.2521235576171467,0.6199684639495382,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
376,Катав-Ивановский муниципальный район,G,0.02563554902367361,0.025153969630943802,0.09160952861358485,0.02863373413168563,0.02561363323554292,0.2472471337247806,0.5561064516397887,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008206485341960482,0.0,0.11970149309135464,0.0,0.0,0.2521235576171467,0.6199684639495382,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
377,Катайский муниципальный округ,G,0.025988264455029837,0.02586565133224082,0.09691878805380388,0.02609602372210771,0.026267708088700523,0.20467927119351043,0.5941842931546067,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
378,Катангский муниципальный район,A,0.5875460831387219,0.024596848598665268,0.05986390472645008,0.13697735246710663,0.04075904404503119,0.12451397165048486,0.02574279537354016,0.8991561148274639,0.0,0.0,0.006304653097730947,0.002593042806324825,0.09144639034415253,0.0004997989243278936,0.9396145928590668,0.0,0.0,0.0,0.0,0.06000884043927046,0.0003765667016626644,0.9819351312901743,0.0,0.0,0.0,0.005515604171907575,0.012549264537918152,0.0
379,Качугский муниципальный район,G,0.02563554902367361,0.025153969630943802,0.09160952861358485,0.02863373413168563,0.02561363323554292,0.2472471337247806,0.5561064516397887,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
380,Кваркенский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
381,Кежемский муниципальный район,G,0.02706077152806799,0.02488190207381217,0.08408367159264701,0.06730053763634428,0.025472446966755727,0.3220789238972874,0.4491217463050855,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008206485341960482,0.0,0.11970149309135464,0.0,0.0,0.2521235576171467,0.6199684639495382,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
382,Кемеровский муниципальный округ,D,0.12098573188356478,0.020610896809086496,0.03500575048122315,0.5105440669252987,0.0632439562177241,0.22525123481208098,0.024358362871021704,0.014482247191063903,0.0,0.0,0.5661551427747209,0.03607214104502322,0.3657574093994776,0.017533059589714375,0.0039497207820788,0.0,0.0,0.8317020351159176,0.0,0.16434824410200363,0.0,0.009411141272754575,0.0,0.0,0.6547553878906555,0.007134252255152662,0.3286992185814373,0.0
383,Кемский муниципальный район,G,0.026465042928100015,0.024827399761996376,0.09085488875268018,0.04218698946180102,0.025416651101826473,0.29411682947212003,0.49613219852147594,0.008195633075619364,0.0,0.019923866614867763,0.27945501800984457,0.03572370707558279,0.35162273466177946,0.30507904056230606,0.008206485341960482,0.0,0.11970149309135464,0.0,0.0,0.2521235576171467,0.6199684639495382,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
384,Кигинский муниципальный район,G,0.03019240757041351,0.027398492237333035,0.12952726927021985,0.027642516872722605,0.027824375536358935,0.2040879687340788,0.5533269697788733,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.010624575033411993,0.0,0.1678866037607257,0.0,0.0,0.1431637117460905,0.6783251094597718,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
385,Кизильский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
386,Киквидзенский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
387,Килемарский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
388,Кильмезский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
389,Кимовский муниципальный район,G,0.02572993774994038,0.025246585207533374,0.09283093404633957,0.02790128558784562,0.025707941269044934,0.2363572635787924,0.5662260525605038,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008206485341960482,0.0,0.11970149309135464,0.0,0.0,0.2521235576171467,0.6199684639495382,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
390,Кингисеппский муниципальный район,A,0.5840615573783131,0.024638021743068696,0.05996411208366368,0.137370177481047,0.040894532133362256,0.12728571243995424,0.02578588674059115,0.8991561148274639,0.0,0.0,0.006304653097730947,0.002593042806324825,0.09144639034415253,0.0004997989243278936,0.9323652398795798,0.0,0.0,0.0,0.0,0.06718833957705542,0.00044642054336476936,0.9819351312901743,0.0,0.0,0.0,0.005515604171907575,0.012549264537918152,0.0
391,Кинель-Черкасский муниципальный район,G,0.02570175173680439,0.02539842283968242,0.09472336919134997,0.0279847975045517,0.025862553581863925,0.22586813166704148,0.5744609734787061,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
392,Кинельский муниципальный район,G,0.026188268611722743,0.02606471186554305,0.09675191376291839,0.026296857187790262,0.026469862827183617,0.1985239764885985,0.5997044092562435,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
393,Кинешемский муниципальный район,G,0.026248452287070005,0.026124611593172756,0.09514455751969861,0.026357290412266005,0.02653069363866249,0.19979154356460735,0.5998028509845228,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
