panel_index,municipality,reference_profile,perturbation_affinity_share_A,perturbation_affinity_share_B,perturbation_affinity_share_C,perturbation_affinity_share_D,perturbation_affinity_share_E,perturbation_affinity_share_F,perturbation_affinity_share_G,alpha_affinity_share_A,alpha_affinity_share_B,alpha_affinity_share_C,alpha_affinity_share_D,alpha_affinity_share_E,alpha_affinity_share_F,alpha_affinity_share_G,gamma_affinity_share_A,gamma_affinity_share_B,gamma_affinity_share_C,gamma_affinity_share_D,gamma_affinity_share_E,gamma_affinity_share_F,gamma_affinity_share_G,algorithm_affinity_share_A,algorithm_affinity_share_B,algorithm_affinity_share_C,algorithm_affinity_share_D,algorithm_affinity_share_E,algorithm_affinity_share_F,algorithm_affinity_share_G
10,Аксубаевский муниципальный район,G,0.026758137303088115,0.026631891905653973,0.0923289682684786,0.02686908881618894,0.027045859137348076,0.18919695549442186,0.6111690990748204,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
11,Актанышский муниципальный район,G,0.03019240757041351,0.027398492237333035,0.12952726927021985,0.027642516872722605,0.027824375536358935,0.2040879687340788,0.5533269697788733,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.010624575033411993,0.0,0.1678866037607257,0.0,0.0,0.1431637117460905,0.6783251094597718,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
12,Алагирский муниципальный район,C,0.07660149740597377,0.035930718118277694,0.6463806035872864,0.07214373250813386,0.03766629851877615,0.07576815007791532,0.05550899978363679,0.022496263209496818,0.0,0.9742488845655658,0.0,0.0,0.0019400447171492668,0.0013148075077882076,0.011041819774575324,0.0,0.9869612101438856,0.0,0.0,0.00119028791147945,0.000806682170059648,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13,Аларский муниципальный район,F,0.02578793447709632,0.02486419565625026,0.0892481168930569,0.041011734827395015,0.025386442119139915,0.26567440061338443,0.5280271754136772,0.0,0.0,0.13248215773534752,0.0,0.0,0.19177771355387316,0.6757401287107793,0.008065924393974036,0.0,0.12745551219098628,0.0,0.0,0.10814771633760893,0.7563308470774308,0.015227825612616442,0.0,0.18509684580852748,0.0,0.0,0.2634507253225667,0.5362246032562895
14,Алданский муниципальный район,A,0.5875460831387219,0.024596848598665268,0.05986390472645008,0.13697735246710663,0.04075904404503119,0.12451397165048486,0.02574279537354016,0.8991561148274639,0.0,0.0,0.006304653097730947,0.002593042806324825,0.09144639034415253,0.0004997989243278936,0.9396145928590668,0.0,0.0,0.0,0.0,0.06000884043927046,0.0003765667016626644,0.9819351312901743,0.0,0.0,0.0,0.005515604171907575,0.012549264537918152,0.0
15,Александро-Невский муниципальный район,G,0.026633852332691867,0.02650819331409662,0.09607740144009018,0.02674428850328716,0.02692023776975615,0.18872980646575385,0.6083862201743242,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
16,Александрово-Гайский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
17,Александровский муниципальный округ,G,0.02645249705241741,0.026327693671461493,0.0949622084689355,0.026562181240820243,0.026736932433194055,0.19353614765909768,0.6054223394740736,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
18,Аликовский муниципальный округ,G,0.03019240757041351,0.027398492237333035,0.12952726927021985,0.027642516872722605,0.027824375536358935,0.2040879687340788,0.5533269697788733,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.010624575033411993,0.0,0.1678866037607257,0.0,0.0,0.1431637117460905,0.6783251094597718,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
19,Алькеевский муниципальный район,G,0.029588756937835463,0.027206339997848935,0.12242610301127355,0.02744865322956807,0.027629236474499434,0.19462980949153025,0.5710711008574443,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.010624575033411993,0.0,0.1678866037607257,0.0,0.0,0.1431637117460905,0.6783251094597718,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
20,Альменевский муниципальный округ,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
21,Альметьевский муниципальный район,D,0.12098573188356478,0.020610896809086496,0.03500575048122315,0.5105440669252987,0.0632439562177241,0.22525123481208098,0.024358362871021704,0.014482247191063903,0.0,0.0,0.5661551427747209,0.03607214104502322,0.3657574093994776,0.017533059589714375,0.0039497207820788,0.0,0.0,0.8317020351159176,0.0,0.16434824410200363,0.0,0.009411141272754575,0.0,0.0,0.6547553878906555,0.007134252255152662,0.3286992185814373,0.0
22,Альшеевский муниципальный район,G,0.03019240757041351,0.027398492237333035,0.12952726927021985,0.027642516872722605,0.027824375536358935,0.2040879687340788,0.5533269697788733,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.010624575033411993,0.0,0.1678866037607257,0.0,0.0,0.1431637117460905,0.6783251094597718,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
23,Амгинский муниципальный район,A,0.5875460831387219,0.024596848598665268,0.05986390472645008,0.13697735246710663,0.04075904404503119,0.12451397165048486,0.02574279537354016,0.8991561148274639,0.0,0.0,0.006304653097730947,0.002593042806324825,0.09144639034415253,0.0004997989243278936,0.9396145928590668,0.0,0.0,0.0,0.0,0.06000884043927046,0.0003765667016626644,0.9819351312901743,0.0,0.0,0.0,0.005515604171907575,0.012549264537918152,0.0
24,Амурский муниципальный район,A,0.5450395517694848,0.024140592350075176,0.06213496158747376,0.14709500851818802,0.04000298916874214,0.15447975083695495,0.027107145769081194,0.8991561148274639,0.0,0.0,0.006304653097730947,0.002593042806324825,0.09144639034415253,0.0004997989243278936,0.9396145928590668,0.0,0.0,0.0,0.0,0.06000884043927046,0.0003765667016626644,0.9819351312901743,0.0,0.0,0.0,0.005515604171907575,0.012549264537918152,0.0
25,Анадырский муниципальный район,A,0.5875460831387219,0.024596848598665268,0.05986390472645008,0.13697735246710663,0.04075904404503119,0.12451397165048486,0.02574279537354016,0.8991561148274639,0.0,0.0,0.006304653097730947,0.002593042806324825,0.09144639034415253,0.0004997989243278936,0.9396145928590668,0.0,0.0,0.0,0.0,0.06000884043927046,0.0003765667016626644,0.9819351312901743,0.0,0.0,0.0,0.005515604171907575,0.012549264537918152,0.0
26,Андроповский муниципальный округ,G,0.026598159833917476,0.026472669213205912,0.09687568680360809,0.026708448007038185,0.026884161480768696,0.1879835990697269,0.6084772755917347,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
27,Антроповский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
28,Анучинский муниципальный округ,G,0.02572993774994038,0.025246585207533374,0.09283093404633957,0.02790128558784562,0.025707941269044934,0.2363572635787924,0.5662260525605038,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008206485341960482,0.0,0.11970149309135464,0.0,0.0,0.2521235576171467,0.6199684639495382,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
29,Апанасенковский муниципальный округ,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
30,Апастовский муниципальный район,G,0.03019240757041351,0.027398492237333035,0.12952726927021985,0.027642516872722605,0.027824375536358935,0.2040879687340788,0.5533269697788733,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.010624575033411993,0.0,0.1678866037607257,0.0,0.0,0.1431637117460905,0.6783251094597718,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
31,Аргаяшский муниципальный район,G,0.025988264455029837,0.02586565133224082,0.09691878805380388,0.02609602372210771,0.026267708088700523,0.20467927119351043,0.5941842931546067,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
32,Ардатовский муниципальный округ,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
33,Ардатовский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
34,Ардонский муниципальный район,C,0.07660149740597377,0.035930718118277694,0.6463806035872864,0.07214373250813386,0.03766629851877615,0.07576815007791532,0.05550899978363679,0.022496263209496818,0.0,0.9742488845655658,0.0,0.0,0.0019400447171492668,0.0013148075077882076,0.011041819774575324,0.0,0.9869612101438856,0.0,0.0,0.00119028791147945,0.000806682170059648,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,Арзгирский муниципальный округ,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
36,Аркадакский муниципальный район,G,0.02690719556445206,0.026780246907324105,0.09425001175658107,0.027018765141488023,0.0271965201753136,0.18355572247022042,0.6142915379846208,0.0,0.0,0.13228028676545173,0.0,0.0,0.19303286773195893,0.6746868455025894,0.008048399014038726,0.0,0.12717858097183607,0.0,0.0,0.11018553596554302,0.7545874840485822,0.015215116502984521,0.0,0.18494236438972567,0.0,0.0,0.26406602426166026,0.5357764948456295
