panel_index,municipality,consensus_class,second_class,affinity_share_D,affinity_share_F,affinity_share_G,D_G_balance,D_G_transition_direction,family_votes_D_over_G,family_votes_G_over_D,lofo_class_match_count,lofo_DG_side_match_count,anchor_consensus_class,affinity_entropy,affinity_margin
111,Богородский муниципальный округ,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
115,Болотнинский муниципальный район,G,F,0.10563149805641021,0.36188188728359283,0.38852150520196,-0.5724745276872059,G-leaning,0,4,3,4,G,0.7100837366531868,0.026639617918367164
128,Борзинский муниципальный район,F,G,0.2035058977361991,0.36703772499296733,0.23587534570395055,-0.07367052747703526,G-leaning,1,3,4,3,F,0.7982274468315327,0.13116237928901678
130,Боровичский муниципальный район,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
131,Боровский муниципальный район,D,F,0.48952238725621994,0.39198879987495894,0.018943053162120412,0.9254893188157096,D-leaning,4,0,4,4,F,0.5811802189512819,0.097533587381261
137,Бугульминский муниципальный район,D,F,0.5231638563255819,0.35969427627739287,0.028696384342369263,0.8960012618135483,D-leaning,4,0,4,4,D,0.5782393422525687,0.16346958004818907
139,Будённовский муниципальный округ,G,F,0.11711288378949973,0.36333175560583186,0.371801793404003,-0.5209271095653821,G-leaning,0,4,3,4,G,0.7235437765314727,0.008470037798171126
145,Бурейский муниципальный округ,G,F,0.03698347228531744,0.3346478174308388,0.34450223951059966,-0.8061082177300394,G-leaning,0,4,2,4,G,0.745606310203784,0.009854422079760838
161,Великоустюгский муниципальный округ,F,G,0.19306945086481037,0.3698689818487071,0.26476913001968094,-0.1566047121156873,G-leaning,1,3,4,3,F,0.7833712961483988,0.10509985182902615
162,Вельский муниципальный район,D,F,0.48374946610379516,0.39281220752561447,0.02537141356507415,0.9003324570715872,D-leaning,4,0,4,4,F,0.5915416256187422,0.09093725857818069
171,Верхнеуслонский муниципальный район,G,F,0.1198337284930109,0.36282080676822437,0.37069886930946766,-0.5114138019375258,G-leaning,0,4,3,4,G,0.724437948108642,0.007878062541243291
178,Викуловский муниципальный район,G,F,0.029744640404545688,0.31574007305004703,0.4930710461153449,-0.8862136650774955,G-leaning,0,4,4,4,G,0.6255789208782614,0.17733097306529788
185,Володарский муниципальный округ,G,F,0.10569249124414458,0.36155242653561387,0.3887356904483815,-0.5724657486863384,G-leaning,0,4,3,4,G,0.710261777321779,0.027183263912767652
186,Волосовский муниципальный район,D,F,0.4902792956330592,0.3941330879683311,0.019103156603950924,0.9249948382789502,D-leaning,4,0,4,4,F,0.5781629377049623,0.09614620766472814
187,Волховский муниципальный район,D,F,0.48753485133380925,0.3905207751034885,0.01890835854910641,0.9253288101010266,D-leaning,4,0,4,4,F,0.5848501292895198,0.09701407623032077
189,Вольский муниципальный район,G,F,0.10846175193009963,0.36304899755980724,0.38475012478991455,-0.5601819134956838,G-leaning,0,4,3,4,G,0.7120950913038101,0.02170112723010731
196,Высокогорский муниципальный район,D,F,0.451515610872589,0.35682495972474765,0.10270604599510802,0.62936834126774,D-leaning,3,1,4,4,D,0.6596321762300171,0.09469065114784136
197,Вытегорский муниципальный район,G,F,0.0268571800611958,0.32371934139007386,0.4818618419638311,-0.8944125189017426,G-leaning,0,4,4,4,G,0.6334312230839264,0.15814250057375723
198,Вязниковский муниципальный район,G,F,0.1027863207095531,0.3584839341263239,0.3946735839517158,-0.5867553555716516,G-leaning,0,4,3,4,G,0.707759945873673,0.03618964982539191
203,Гагаринский муниципальный район,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
209,Гдовский муниципальный район,G,F,0.10293681233961671,0.35724707277283313,0.3950413799515203,-0.5865810433745422,G-leaning,0,4,3,4,G,0.7087918394557249,0.03779430717868715
210,Георгиевский муниципальный округ,D,F,0.4356297762339159,0.3637597683856154,0.11780420644792075,0.5742791005457822,D-leaning,3,1,3,4,D,0.6635984069315404,0.0718700078483005
216,Городецкий муниципальный округ,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
222,Грязинский муниципальный район,G,F,0.10569249124414458,0.36155242653561387,0.3887356904483815,-0.5724657486863384,G-leaning,0,4,3,4,G,0.710261777321779,0.027183263912767652
224,Гурьевский муниципальный округ,D,F,0.4841543578540362,0.3896517468686769,0.02850592610129471,0.888792141722535,D-leaning,4,0,4,4,F,0.5953635990569446,0.09450261098535934
229,Дальнереченский муниципальный район,G,F,0.07078301413671434,0.31382548571783153,0.3536927718343224,-0.6664920993088446,G-leaning,1,3,3,4,G,0.7768049456123047,0.039867286116490874
249,Дульдургинский муниципальный район,G,F,0.03037161533584305,0.33042194227809374,0.3469135123681464,-0.8389991382874121,G-leaning,0,4,2,4,G,0.741793384172638,0.016491570090052643
253,Дюртюлинский муниципальный район,D,F,0.4388915057217825,0.35805202430647814,0.1090583693309759,0.6019403441948941,D-leaning,3,1,4,4,D,0.6714581898381186,0.08083948141530434
274,Жигаловский муниципальный район,D,F,0.4779488120963653,0.391720001219539,0.03649322863008216,0.8581250141277342,D-leaning,4,0,4,4,F,0.6026088599960727,0.08622881087682632
279,Завитинский муниципальный округ,G,F,0.03157886763662261,0.32652569555364747,0.4064472310387553,-0.855812848905034,G-leaning,0,4,3,4,G,0.7176441891243792,0.07992153548510783
283,Заинский муниципальный район,G,F,0.07278853547662147,0.2957538799097927,0.4523830005952241,-0.7228009117894626,G-leaning,1,3,4,4,G,0.7009351448326359,0.15662912068543144
287,Заокский муниципальный район,D,F,0.4902792956330592,0.3941330879683311,0.019103156603950924,0.9249948382789502,D-leaning,4,0,4,4,F,0.5781629377049623,0.09614620766472814
306,Ивановский муниципальный округ,F,G,0.11523707909656264,0.34921921414326024,0.2551070257032901,-0.3776756394767461,G-leaning,1,3,4,3,F,0.8101815434336339,0.09411218843997016
309,Иглинский муниципальный район,D,F,0.4779488120963653,0.391720001219539,0.03649322863008216,0.8581250141277342,D-leaning,4,0,4,4,F,0.6026088599960727,0.08622881087682632
315,Изобильненский муниципальный округ,G,F,0.09421861226303396,0.35315086250956773,0.4030844298903132,-0.6210816975699057,G-leaning,0,4,3,4,G,0.708765010841923,0.04993356738074545
332,Искитимский муниципальный район,G,F,0.11128053115732328,0.36406504158372494,0.3812893006491385,-0.5481634319779166,G-leaning,0,4,3,4,G,0.7136497175955173,0.017224259065413583
335,Ишимбайский муниципальный район,D,F,0.5305728119791637,0.35526989392403774,0.025602224763964683,0.9079346498041797,D-leaning,4,0,4,4,D,0.5727612990672069,0.175302918055126
336,Ишимский муниципальный район,G,F,0.10563149805641021,0.36188188728359283,0.38852150520196,-0.5724745276872059,G-leaning,0,4,3,4,G,0.7100837366531868,0.026639617918367164
337,Каа-Хемский муниципальный район,G,F,0.04945294721396,0.30329779844493476,0.4351619902716209,-0.7959082835104256,G-leaning,1,3,4,4,G,0.6998833317046615,0.13186419182668613
338,Кавалеровский муниципальный округ,F,G,0.11835695409641567,0.3507417789521674,0.25489154646999523,-0.3658007792834694,G-leaning,1,3,4,3,F,0.8099085607898403,0.09585023248217217
348,Калачевский муниципальный район,G,F,0.09151195820835399,0.34916592231174565,0.4133067881851076,-0.6374462760658712,G-leaning,0,4,3,4,G,0.7002206582722535,0.06414086587336193
350,Калганский муниципальный округ,G,F,0.03037161533584305,0.33042194227809374,0.3469135123681464,-0.8389991382874121,G-leaning,0,4,2,4,G,0.741793384172638,0.016491570090052643
364,Карасукский муниципальный район,G,F,0.0170022798737957,0.3023702252930334,0.5159532621903208,-0.9361962545395569,G-leaning,0,4,4,4,G,0.6039456968847305,0.21358303689728736
373,Карымский муниципальный район,D,F,0.38295018053806384,0.33018799507942787,0.11998306268727181,0.522866844443153,D-leaning,3,1,3,4,D,0.7342920329179794,0.05276218545863598
396,Киржачский муниципальный район,D,F,0.48952238725621994,0.39198879987495894,0.018943053162120412,0.9254893188157096,D-leaning,4,0,4,4,F,0.5811802189512819,0.097533587381261
399,Кирово-Чепецкий муниципальный район,F,G,0.1315300554865189,0.36305300188140555,0.3547372763334714,-0.4590216250216473,G-leaning,0,4,1,4,G,0.7373982929108498,0.008315725547934139
423,Кольский муниципальный район,D,F,0.4784933375255119,0.3833647751304185,0.021515738959341495,0.9139386064325044,D-leaning,4,0,4,4,F,0.6028518036320114,0.09512856239509337
424,Кольчугинский муниципальный район,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
426,Кондинский муниципальный район,D,F,0.4902792956330592,0.3941330879683311,0.019103156603950924,0.9249948382789502,D-leaning,4,0,4,4,F,0.5781629377049623,0.09614620766472814
427,Кондопожский муниципальный район,G,F,0.11959843104714593,0.3617322909634728,0.36975265580156474,-0.5111958090567342,G-leaning,0,4,3,4,G,0.7273412647196158,0.008020364838091931
429,Константиновский муниципальный район,G,F,0.02837500502180888,0.3260949309519948,0.4136564230150726,-0.871615440794217,G-leaning,0,4,4,4,G,0.7109259699742274,0.08756149206307778
431,Коркинский муниципальный округ,F,G,0.12246999103614017,0.36458923051049497,0.3634738045405376,-0.4959499754871736,G-leaning,0,4,1,4,G,0.7299334546423725,0.0011154259699573399
435,Костромской муниципальный район,D,F,0.4806505568852074,0.39332278297942125,0.02864758269433965,0.887501718667224,D-leaning,4,0,4,4,F,0.5955041556920851,0.08732777390578617
444,Кошехабльский муниципальный район,G,F,0.11756203154548579,0.3622039686833942,0.3736873540125214,-0.521375354344931,G-leaning,0,4,3,4,G,0.7211325720447997,0.011483385329127183
461,Красночикойский муниципальный район,G,F,0.030011437620291986,0.32525141200094726,0.47775895065119917,-0.8817913044419374,G-leaning,0,4,4,4,G,0.637961360359647,0.1525075386502519
487,Кыринский муниципальный район,F,G,0.021924415068336357,0.31377199564346686,0.2883453197393467,-0.8586751293552628,G-leaning,1,3,1,4,A,0.7325412571780058,0.025426675904120177
499,Лениногорский муниципальный район,D,F,0.5231638563255819,0.35969427627739287,0.028696384342369263,0.8960012618135483,D-leaning,4,0,4,4,D,0.5782393422525687,0.16346958004818907
502,Лодейнопольский муниципальный район,D,F,0.48753485133380925,0.3905207751034885,0.01890835854910641,0.9253288101010266,D-leaning,4,0,4,4,F,0.5848501292895198,0.09701407623032077
516,Людиновский муниципальный район,G,F,0.10569249124414458,0.36155242653561387,0.3887356904483815,-0.5724657486863384,G-leaning,0,4,3,4,G,0.710261777321779,0.027183263912767652
517,Лямбирский муниципальный район,G,F,0.1118627422530381,0.36477999643142844,0.3764858047614034,-0.5418733487099734,G-leaning,0,4,3,4,G,0.7186211370808897,0.011705808329974976
