panel_index,municipality,reference_profile,consensus_class,second_class,top_affinity_share,second_affinity_share,affinity_margin,affinity_entropy,consensus_matches_reference,raw_affinity_A,affinity_share_A,raw_affinity_B,affinity_share_B,raw_affinity_C,affinity_share_C,raw_affinity_D,affinity_share_D,raw_affinity_E,affinity_share_E,raw_affinity_F,affinity_share_F,raw_affinity_G,affinity_share_G,D_G_balance,B_E_balance,family_votes_D_over_G,family_votes_G_over_D,family_votes_B_over_E,family_votes_E_over_B,D_G_transition_direction,B_E_transition_direction,perturbation_peer_coassignment,destination_precision,destination_jaccard,stability_class,without_perturbation_class_matches_full,without_perturbation_DG_side_matches_full,without_alpha_class_matches_full,without_alpha_DG_side_matches_full,without_gamma_class_matches_full,without_gamma_DG_side_matches_full,without_algorithm_class_matches_full,without_algorithm_DG_side_matches_full,lofo_class_match_count,lofo_all_class_match,lofo_DG_side_match_count,lofo_all_DG_side_match,lofo_entropy_range,lofo_min_margin,anchor_consensus_class,anchor_second_class,anchor_top_affinity_share,anchor_affinity_margin,anchor_affinity_entropy,anchor_class_matches_full,anchor_vs_all_L1_affinity_share
278,Забайкальский муниципальный район,D,D,F,0.6100487994208027,0.2883992479106997,0.321649551510103,0.5314103884100176,True,0.06866430237572244,0.04354639310333498,0.009846938555413971,0.0062448556580697485,0.01672413758933544,0.010606324459461166,0.9619298463589266,0.6100487994208027,0.0430376339373329,0.027294149373534804,0.4547502503015488,0.2883992479106997,0.021854922095304017,0.013860230074096884,0.9555697083425199,-0.6276063853304485,4,0,0,3,,,0.894868421052632,0.4410600071462422,0.4329729008169275,expansive_core,True,True,True,True,True,True,True,True,4,True,4,True,0.17771560843458384,0.24066648954211967,D,F,0.5755274027741027,0.2134742508968122,0.4841775580225756,True,0.14970653853576024
279,Завитинский муниципальный округ,F,G,F,0.4064472310387553,0.32652569555364747,0.07992153548510783,0.7176441891243792,False,0.17144208141199663,0.1131603597748241,0.009846938555413971,0.006499472594091242,0.1644827581235561,0.1085668578724718,0.047843138772531664,0.03157886763662261,0.010940859995542033,0.007221515529587376,0.49469836426476027,0.32652569555364747,0.615782411898356,0.4064472310387553,-0.855812848905034,-0.05262324615310233,0,4,0,2,G-leaning,,0.5963803680981596,0.3394845240449203,0.2933065898255459,transition,True,True,True,True,True,True,False,True,3,False,4,True,0.10672277812216502,0.00567763389218634,G,F,0.48191909905269115,0.17422995810797204,0.6470642614725718,True,0.22180419702758963
280,Заволжский муниципальный район,G,G,F,0.5902955024573328,0.24047384487023155,0.3498216575871012,0.5570504535602707,True,0.019491726010773622,0.012959043066421837,0.009846938555413971,0.006546721452040079,0.20396551162261387,0.1356061463064506,0.011209150076253352,0.00745238561715179,0.010026881496311837,0.0066663562303714155,0.3616972544147926,0.24047384487023155,0.8878648014607766,0.5902955024573328,-0.9750651210457371,-0.009054270413515203,0,4,0,1,,,0.8707883817427383,0.8419028055067349,0.7707038062368842,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08604204917991454,0.3085765217788225,G,F,0.756098036891088,0.5593220076366443,0.38562050042283297,True,0.34168425192780394
281,Завьяловский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
282,Задонский муниципальный район,G,G,F,0.6289515904678856,0.19891212784926382,0.4300394626186218,0.5363236654639683,True,0.019349882042312874,0.01295143475912075,0.009846938555413971,0.006590840295493139,0.208045972382714,0.13925117643200305,0.009934640300819298,0.006649541605991792,0.009999999776482582,0.006693288590241737,0.29718145381214967,0.19891212784926382,0.939674971323785,0.6289515904678856,-0.9790763695329012,-0.0077120822622107725,0,4,0,1,,,0.905829875518672,0.8978680188380334,0.8137850783535215,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08254629587743234,0.37758190074859144,G,F,0.809704950016868,0.6643473622138931,0.34035641517079823,True,0.3706620641292282
283,Заинский муниципальный район,F,G,F,0.4523830005952241,0.2957538799097927,0.15662912068543144,0.7009351448326359,False,0.05722222308106456,0.03604432302566082,0.009846938555413971,0.006202594289326447,0.20442528402882404,0.12876764612428465,0.11555555674667452,0.07278853547662147,0.012795698653746357,0.008060020579089786,0.46952454846329483,0.2957538799097927,0.7181813613120756,0.4523830005952241,-0.7228009117894626,-0.13023041755663656,1,3,0,1,G-leaning,,0.6557055214723927,0.4275147462926181,0.3606208475198678,transition,True,True,True,True,True,True,True,True,4,True,4,True,0.22904717904904315,0.061360201339176634,G,F,0.5537218821268309,0.2628544985635153,0.5979808047671203,True,0.23422078858622516
284,Заларинский муниципальный район,G,G,F,0.6192718753394509,0.21005411062723203,0.40921776471221893,0.5422470362654197,True,0.019491726010773622,0.012922766779601965,0.009846938555413971,0.006528395195702575,0.20718390167016407,0.1373602953525844,0.010882352704024004,0.007214861625375958,0.010026881496311837,0.006647695080052146,0.31682976576234767,0.21005411062723203,0.9340629546412293,0.6192718753394509,-0.9769672326653547,-0.009054270413515161,0,4,0,1,,,0.8833817427385892,0.8546162072277914,0.7841561624517074,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08848145248420103,0.3523419768047237,G,F,0.7944299049510631,0.633869329939858,0.35347120314352765,True,0.35863545000757946
285,Залегощенский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
286,Залесовский муниципальный округ,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
287,Заокский муниципальный район,F,D,F,0.4902792956330592,0.3941330879683311,0.09614620766472814,0.5781629377049623,False,0.08145390023602873,0.05397755767211879,0.009846938555413971,0.006525331411123372,0.01827586175681188,0.012110977855295385,0.7398474950805988,0.4902792956330592,0.03602150547248061,0.023870592856121302,0.5947597225888009,0.3941330879683311,0.028827288216028188,0.019103156603950924,0.9249948382789502,-0.5706443170635731,4,0,0,3,D-leaning,,0.6499999999999999,0.5561933590517045,0.4170554884894866,transition,True,True,True,True,True,True,True,True,4,True,4,True,0.17321965046791304,0.019267204745428035,F,D,0.48080209904049626,0.028142180085072188,0.502247750119193,False,0.1733380221443305
288,Захаровский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
289,Звениговский муниципальный район,G,G,F,0.5929548084247473,0.23764080863032994,0.3553139997944174,0.5555818144011823,True,0.019491726010773622,0.012971427853140424,0.009846938555413971,0.006552978067476415,0.20431033913688412,0.13596522043763115,0.010882352704024004,0.007242029407485621,0.010026881496311837,0.006672727179189172,0.35709480739081856,0.23764080863032994,0.89101314006752,0.5929548084247473,-0.9758678188520882,-0.009054270413515187,0,4,0,1,,,0.8833817427385892,0.8546162072277914,0.7841561624517074,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08437308408372868,0.31573759066844564,G,F,0.7603822127846593,0.5678903593757354,0.38262650600011927,True,0.3453294490185216
290,Звериноголовский муниципальный округ,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
291,Здвинский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
292,Зейский муниципальный округ,A,A,F,0.8150094292163469,0.07979304963103598,0.7352163795853109,0.38595565936241794,True,0.9230119121926171,0.8150094292163469,0.009846938555413971,0.008694739109609264,0.02396551693051026,0.021161289487598548,0.056470587934836065,0.04986291187830067,0.01833333323399226,0.016188132847792545,0.09036697328819776,0.07979304963103598,0.010521588718682681,0.009290447829316017,0.6858860468708166,-0.30114665827206694,2,1,0,3,,,0.9408571428571426,0.7268135437384217,0.6882053842730724,expansive_core,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765,A,D,0.8658465781680319,0.8182250166268326,0.3078879881133536,True,0.10167429790336988
293,Зеленодольский муниципальный район,D,D,F,0.6206864539171215,0.2764163175216186,0.3442701363955029,0.5279899880707933,True,0.06873522429390157,0.04343940666534608,0.009846938555413971,0.00622308536432977,0.01672413758933544,0.010569349577794268,0.982127195126132,0.6206864539171215,0.04836021520457761,0.03056277296358054,0.4373802278128193,0.2764163175216186,0.01915025897034555,0.012102613990209078,0.9617483467903986,-0.6616588196008918,4,0,0,3,,,0.9756578947368424,0.5116609246776775,0.4993048541706834,expansive_core,True,True,True,True,True,True,True,True,4,True,4,True,0.17441710853709952,0.26891145699373514,D,F,0.5870306434565674,0.23907180726614358,0.48649148943050446,True,0.14542756339543822
294,Зеленчукский муниципальный район,C,C,A,0.8683582353739884,0.033078188258606915,0.8352800471153815,0.31700754012842136,True,0.027789597749604402,0.033078188258606915,0.009846938555413971,0.011720892480768453,0.7295238141502652,0.8683582353739884,0.01977124138814367,0.023533872301288956,0.010322580414433633,0.012287052923178964,0.022349643062469792,0.026602965159636678,0.020514680056258495,0.024418793502531618,-0.0184540564410531,-0.023582211342309273,0,3,0,1,,,0.697857142857143,0.8214581238011063,0.5790000143212736,unresolved,True,True,True,True,True,True,True,True,4,True,4,True,0.34825584851835995,0.7871806743995811,C,F,0.9075134885105833,0.8879928836645411,0.24138508444528345,True,0.07831050627318986
295,Земетчинский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
296,Зианчуринский муниципальный район,G,G,F,0.5982138457565198,0.2115099182403745,0.38670392751614535,0.5605095743805729,True,0.020307328036807952,0.014438516868836779,0.009846938555413971,0.007001176530021327,0.2175287425132661,0.1546630069963816,0.009934640300819298,0.007063532499657806,0.009999999776482582,0.0071100031082081865,0.2974821674389713,0.2115099182403745,0.8413692979891765,0.5982138457565198,-0.9766601800978979,-0.007712082262210779,0,4,0,1,,,0.7954564315352697,0.8750879754200165,0.7058790361180285,unresolved,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576,G,F,0.7871026578821847,0.6244013756404683,0.36695810139736573,True,0.3901875380222085
297,Зилаирский муниципальный район,G,G,F,0.5982138457565198,0.2115099182403745,0.38670392751614535,0.5605095743805729,True,0.020307328036807952,0.014438516868836779,0.009846938555413971,0.007001176530021327,0.2175287425132661,0.1546630069963816,0.009934640300819298,0.007063532499657806,0.009999999776482582,0.0071100031082081865,0.2974821674389713,0.2115099182403745,0.8413692979891765,0.5982138457565198,-0.9766601800978979,-0.007712082262210779,0,4,0,1,,,0.7954564315352697,0.8750879754200165,0.7058790361180285,unresolved,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576,G,F,0.7871026578821847,0.6244013756404683,0.36695810139736573,True,0.3901875380222085
298,Зиминский муниципальный район,G,G,F,0.6165974976640377,0.21290277216640066,0.4036947254976371,0.5439631407857072,True,0.019491726010773622,0.012910474919705739,0.009846938555413971,0.0065221855255552,0.2068390741558938,0.13700124236452035,0.011209150076253352,0.007424455425378865,0.010026881496311837,0.006641371934401493,0.3214322112711426,0.21290277216640066,0.9309145913022683,0.6165974976640377,-0.9762045056632327,-0.009054270413515189,0,4,0,1,,,0.8707883817427383,0.8419028055067349,0.7707038062368842,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.09026595100783985,0.34555201953981274,G,F,0.7903381259883523,0.6256857730497761,0.35680142407979165,True,0.3554065265940361
299,Змеиногорский муниципальный район,G,G,F,0.6126582956435056,0.20344350237635653,0.40921479326714905,0.5544743437951309,True,0.02083924291853575,0.014070591941329246,0.009846938555413971,0.006648622256873587,0.21666666836445703,0.14629265994744664,0.014901960451228945,0.010061757303503907,0.010107526655799599,0.006824570530984399,0.30130989399000957,0.20344350237635653,0.9073772519455906,0.6126582956435056,-0.9676844923946585,-0.013059137272152445,0,4,0,1,,,0.7766390041493776,0.8574691280071812,0.6880156103979005,unresolved,True,True,True,True,True,True,True,True,4,True,4,True,0.10389603397931924,0.3510317383749143,G,F,0.7945398663386007,0.6397538311971703,0.3613599082804463,True,0.3758130228140968
300,Знаменский муниципальный округ,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
301,Зональный муниципальный район,G,G,F,0.62815983994352,0.2002852788240294,0.42787456111949057,0.5366179749868701,True,0.019349882042312874,0.012933703083697994,0.009846938555413971,0.006581816844187824,0.20752873123976692,0.1387147986392002,0.009934640300819298,0.0066404377873291905,0.009999999776482582,0.006684124878035303,0.2996432263039577,0.2002852788240294,0.9397787105493031,0.62815983994352,-0.9790786550659177,-0.007712082262210806,0,4,0,1,,,0.906244813278008,0.8930402061871401,0.8127641568695849,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08276285488706847,0.3749774809977796,G,F,0.8084135893587567,0.661787095528608,0.34152475035752194,True,0.3697419217871083
302,Зубово-Полянский муниципальный район,G,G,F,0.6304606931175379,0.1976613026886589,0.43279939042887905,0.5354992830786195,True,0.019349882042312874,0.012984230433782381,0.009846938555413971,0.006607529647530028,0.20701149086756954,0.13890962714851152,0.009934640300819298,0.006666379601720837,0.009999999776482582,0.006710237362258474,0.2945667755097971,0.1976613026886589,0.9395504882906978,0.6304606931175379,-0.9790736263230232,-0.00771208226221081,0,4,0,1,,,0.9053319502074686,0.9031245193661228,0.814877043328707,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08172930747103813,0.38085391065998475,G,F,0.8111014026752411,0.6671162206300653,0.3390857279513825,True,0.3703095789246601
303,Зуевский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
304,Зырянский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
305,Ибресинский муниципальный округ,G,G,F,0.5982138457565198,0.2115099182403745,0.38670392751614535,0.5605095743805729,True,0.020307328036807952,0.014438516868836779,0.009846938555413971,0.007001176530021327,0.2175287425132661,0.1546630069963816,0.009934640300819298,0.007063532499657806,0.009999999776482582,0.0071100031082081865,0.2974821674389713,0.2115099182403745,0.8413692979891765,0.5982138457565198,-0.9766601800978979,-0.007712082262210779,0,4,0,1,,,0.7954564315352697,0.8750879754200165,0.7058790361180285,unresolved,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576,G,F,0.7871026578821847,0.6244013756404683,0.36695810139736573,True,0.3901875380222085
306,Ивановский муниципальный округ,F,F,G,0.34921921414326024,0.2551070257032901,0.09411218843997016,0.8101815434336339,True,0.26437353359944854,0.17612854822287718,0.009846938555413971,0.006560138485089855,0.12086206751650777,0.08051963521866805,0.17297385409596114,0.11523707909656264,0.025860215321944286,0.01722835913025203,0.5241871268197071,0.34921921414326024,0.38292228325120525,0.2551070257032901,-0.3776756394767461,-0.448461303343593,1,3,0,2,G-leaning,,0.6335582822085891,0.4052088400234766,0.3387079692378152,transition,True,True,True,True,True,True,True,False,4,True,3,False,0.07931260979562316,0.022248484219029585,F,G,0.35428299361867494,0.08727899402028827,0.7511338809740742,True,0.14848334145209896
307,Ивановский муниципальный район,D,D,F,0.6206864539171215,0.2764163175216186,0.3442701363955029,0.5279899880707933,True,0.06873522429390157,0.04343940666534608,0.009846938555413971,0.00622308536432977,0.01672413758933544,0.010569349577794268,0.982127195126132,0.6206864539171215,0.04836021520457761,0.03056277296358054,0.4373802278128193,0.2764163175216186,0.01915025897034555,0.012102613990209078,0.9617483467903986,-0.6616588196008918,4,0,0,3,,,0.9756578947368424,0.5116609246776775,0.4993048541706834,expansive_core,True,True,True,True,True,True,True,True,4,True,4,True,0.17441710853709952,0.26891145699373514,D,F,0.5870306434565674,0.23907180726614358,0.48649148943050446,True,0.14542756339543822
308,Ивантеевский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
309,Иглинский муниципальный район,F,D,F,0.4779488120963653,0.391720001219539,0.08622881087682632,0.6026088599960727,False,0.07460992966269982,0.04855477511333128,0.009846938555413971,0.00640820718199851,0.024655172440769344,0.016045134456686736,0.7344226632632461,0.4779488120963653,0.03508064551379091,0.02282984130199722,0.6019222964218424,0.391720001219539,0.05607599283283856,0.03649322863008216,0.8581250141277342,-0.561652879431661,4,0,0,3,D-leaning,,0.6786503067484664,0.4894773735329192,0.403188064789477,transition,True,True,True,True,True,True,True,True,4,True,4,True,0.20059664711698016,0.007959621402765737,F,D,0.4737350350627568,0.0288071366340259,0.5310040660222513,False,0.16403006768643594
310,Идринский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
311,Ижемский муниципальный район,G,G,F,0.5883546198156493,0.2422971823506015,0.3460574374650478,0.5580622941777288,True,0.01952718700288881,0.012998630564217973,0.009846938555413971,0.006554795447569836,0.20379309799393702,0.13565861749410024,0.011209150076253352,0.007461576557777522,0.010026881496311837,0.006674577770083787,0.36399083477743993,0.2422971823506015,0.8838554668043165,0.5883546198156493,-0.9749534282445016,-0.009054270413515156,0,4,0,1,,,0.8547510373443983,0.8295114401153697,0.7546180318312227,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08726801049108812,0.30356591319120513,G,F,0.7540199494082321,0.5553041170632259,0.3872664258587447,True,0.3415097249944071
312,Ижморский муниципальный округ,G,G,F,0.5929548084247473,0.23764080863032994,0.3553139997944174,0.5555818144011823,True,0.019491726010773622,0.012971427853140424,0.009846938555413971,0.006552978067476415,0.20431033913688412,0.13596522043763115,0.010882352704024004,0.007242029407485621,0.010026881496311837,0.006672727179189172,0.35709480739081856,0.23764080863032994,0.89101314006752,0.5929548084247473,-0.9758678188520882,-0.009054270413515187,0,4,0,1,,,0.8833817427385892,0.8546162072277914,0.7841561624517074,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08437308408372868,0.31573759066844564,G,F,0.7603822127846593,0.5678903593757354,0.38262650600011927,True,0.3453294490185216
313,Измалковский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
314,Износковский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
315,Изобильненский муниципальный округ,F,G,F,0.4030844298903132,0.35315086250956773,0.04993356738074545,0.708765010841923,False,0.038463357347228846,0.02373064466845502,0.009846938555413971,0.006075241893762406,0.16655172462221876,0.10275701520925604,0.15271241902038943,0.09421861226303396,0.02752688147067543,0.016983193565611614,0.5723977587614323,0.35315086250956773,0.6533316176017949,0.4030844298903132,-0.6210816975699057,-0.4730568858874925,0,4,0,2,G-leaning,,0.5728220858895706,0.3033187164756371,0.272604826608444,transition,True,True,True,True,True,True,False,True,3,False,4,True,0.07174965013720058,0.03991691643207157,G,F,0.4630395186739824,0.09196253885834882,0.6100400394158254,True,0.2039999568336854
316,Икрянинский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
317,Иланский муниципальный район,G,G,F,0.5929548084247473,0.23764080863032994,0.3553139997944174,0.5555818144011823,True,0.019491726010773622,0.012971427853140424,0.009846938555413971,0.006552978067476415,0.20431033913688412,0.13596522043763115,0.010882352704024004,0.007242029407485621,0.010026881496311837,0.006672727179189172,0.35709480739081856,0.23764080863032994,0.89101314006752,0.5929548084247473,-0.9758678188520882,-0.009054270413515187,0,4,0,1,,,0.8833817427385892,0.8546162072277914,0.7841561624517074,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08437308408372868,0.31573759066844564,G,F,0.7603822127846593,0.5678903593757354,0.38262650600011927,True,0.3453294490185216
