,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01
Усть-Янский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Устьянский муниципальный округ,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,10,10,10,10
Устюженский муниципальный округ,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11
Уфимский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10
Ухоловский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Учалинский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,10,10,10,10,10,10,10,10
Уярский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Ферзиковский муниципальный район,0,0,3,3,0,0,0,0,4,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10
Фурмановский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,11,11,11,11,11
Хабаровский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Хабарский муниципальный район,3,3,3,0,0,3,3,0,0,0,7,7,7,7,7,4,4,4,4,4,11,11,11,11
Хабезский муниципальный район,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Хайбуллинский муниципальный район,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,10,10,11,11,11
Хангаласский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ханкайский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11
Ханты-Мансийский муниципальный район,2,2,0,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1
Харабалинский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Харовский муниципальный округ,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Хасанский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11
Хвалынский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Хвастовичский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Хворостянский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Хилокский муниципальный район,3,3,3,3,0,0,0,0,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10
Хиславичский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Хлевенский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Холм-Жирковский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Холмогорский муниципальный округ,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Холмский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Хорольский муниципальный округ,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,1,1,1
Хотынецкий муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Целинный муниципальный округ,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Цивильский муниципальный округ,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,10,10,11,11,11
Чагодощенский муниципальный округ,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11,11
Чаинский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Чамзинский муниципальный район,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,11,11,11,11,11,11,11
Чановский муниципальный район,3,3,3,3,3,0,0,0,0,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Чаплыгинский муниципальный район,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Частоозерский муниципальный округ,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Чебаркульский муниципальный район,0,0,0,0,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,10,10,10
Чебоксарский муниципальный округ,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,10,10,10,10,10,10,10,10
Чебулинский муниципальный округ,3,3,3,0,0,0,0,0,0,7,7,7,7,7,7,4,4,4,10,10,10,10,11,11
Чеди-Хольский муниципальный район,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Чекмагушевский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,11,11,11
Челно-Вершинский муниципальный район,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Чемальский муниципальный район,0,0,0,0,0,4,4,4,4,4,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Чердаклинский муниципальный район,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,11,11,11,11,11,11,11
Черемховский муниципальный район,3,3,3,3,3,0,0,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Черемшанский муниципальный район,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,11,11,11,11,11
Черепановский муниципальный район,3,3,3,3,0,0,0,0,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Череповецкий муниципальный район,1,1,0,0,0,0,0,0,0,0,4,4,4,4,10,10,10,10,10,10,10,10,10,10
Черлакский муниципальный район,3,3,3,3,3,3,3,3,3,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11
Черниговский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10
Черноярский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Чернский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Чернышевский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,11,11
Чернышковский муниципальный район,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Чесменский муниципальный район,3,3,3,3,3,3,3,3,0,0,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Чистоозерный муниципальный район,3,3,3,3,3,3,0,0,0,0,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Чистопольский муниципальный район,2,2,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,10,10,10,10,10,10,10
Читинский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,10,10,10,10,10,10,10
Чишминский муниципальный район,2,2,2,0,0,0,0,0,0,2,2,2,4,4,4,4,4,10,10,10,10,10,10,10
Чойский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Чугуевский муниципальный округ,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,11,11
Чудовский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,11,11,10,10,11,11
Чулымский муниципальный район,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11,11
Чунский муниципальный район,3,3,3,0,0,0,0,0,0,4,4,4,7,7,4,4,4,11,11,11,11,11,11,11
Чурапчинский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Чухломский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Чучковский муниципальный район,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Шабалинский муниципальный район,3,3,3,3,3,3,3,0,0,7,7,7,7,7,4,4,4,4,4,4,11,11,11,11
Шаблыкинский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Шарангский муниципальный округ,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Шаранский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,11,11,11,11,11
Шарлыкский муниципальный район,3,3,3,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11
Шатковский муниципальный округ,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Шатровский муниципальный округ,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Шацкий муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Шебалинский муниципальный район,0,0,0,0,0,0,0,0,0,4,4,7,7,4,4,4,4,11,11,11,11,11,11,11
Шегарский муниципальный район,0,0,3,3,3,3,0,0,0,0,0,0,7,7,7,7,11,11,11,11,11,11,11,11
Шекснинский муниципальный район,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,10,10,10,10,10
Шелаболихинский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Шелеховский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10
Шелопугинский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Шемуршинский муниципальный округ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11
Шенкурский муниципальный округ,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Шенталинский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Шербакульский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Шигонский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Шилкинский муниципальный район,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,1,1,1,1,1,1,1,11,11
Шиловский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Шимановский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Шимский муниципальный район,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Шипуновский муниципальный район,3,3,3,3,3,3,3,0,0,7,7,4,4,4,4,4,4,4,4,4,11,11,11,11
Ширинский муниципальный район,3,3,3,3,3,3,3,3,0,0,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Шкотовский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10
Шовгеновский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,11,11,11,11,11,11
Шпаковский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10
Шуйский муниципальный район,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10
Шумячский муниципальный район,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,11,11,11,11,11,11,11,11
Шушенский муниципальный район,0,0,0,0,0,0,0,0,0,0,7,7,7,4,4,4,11,11,11,11,11,11,11,11
Щекинский муниципальный район,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,10,10,10,10,10,10,10,10
Щучанский муниципальный округ,3,3,3,3,3,3,3,0,0,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11
Эвенкийский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Энгельсский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10
Эхирит-Булагатский муниципальный район,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,11,11,11
Южский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Юргамышский муниципальный округ,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Юргинский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Юринский муниципальный район,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Юрьев-Польский муниципальный район,3,3,3,3,3,3,3,3,0,0,4,4,4,4,4,4,11,11,11,11,11,11,11,11
Юрьевецкий муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Юрьянский муниципальный район,0,0,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Юстинский муниципальный район,6,6,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,11,11,11,11,11,11,11
Ютазинский муниципальный район,0,0,0,0,0,0,0,0,0,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11
Юхновский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Ядринский муниципальный округ,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,11,11,11,11,11
Яйский муниципальный округ,3,3,3,3,0,0,0,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10
Яковлевский муниципальный округ,3,3,3,3,3,3,0,0,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Яльчикский муниципальный округ,0,0,0,0,0,0,0,0,0,4,4,4,4,4,11,11,11,11,11,11,11,11,11,11
Янаульский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,10,10,10,10,11,11,11,11
Янтиковский муниципальный округ,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11
Яранский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,10,10,11,11,11
Ярковский муниципальный район,0,0,0,0,0,0,0,0,0,0,7,7,7,4,4,4,4,4,4,11,11,11,11,11
Ярославский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,5,5,5,5,10,10
Ярцевский муниципальный район,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,10,10,10,10,10
Ясногорский муниципальный район,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,11,11,11,11,11,10,10,10
Яшкинский муниципальный округ,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
внутригородская территория города федерального значения  Александровский муниципальный округ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9
внутригородская территория города федерального значения город Зеленогорск,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения город Колпино,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения город Красное Село,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения город Кронштадт,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения город Ломоносов,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения город Павловск,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения город Петергоф,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения город Пушкин,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения город Сестрорецк,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения городской округ Троицк,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения городской округ Щербинка,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальное образование Савелки,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Автово,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Адмиралтейский округ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Академический,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Академическое,5,5,9,9,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Алексеевский,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Алтуфьевский,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Аптекарский остров,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Арбат,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Аэропорт,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Бабушкинский,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Балканский,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Басманный,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Беговой,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Бескудниковский,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Бибирево,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Бирюлево Восточное,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Бирюлево Западное,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Богородское,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Большая Охта,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Братеево,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Бутырский,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Васильевский,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Введенский,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Вешняки,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Владимирский округ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Внуково,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Войковский,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Волковское,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Восточное Дегунино,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Восточное Измайлово,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Восточный,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Выхино-Жулебино,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Гавань,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Гагаринский,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Гагаринское,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Георгиевский,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Головинский,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Гольяново,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Горелово,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Гражданка,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Даниловский,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Дачное,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Дворцовый округ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Дмитровский,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Донской,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Дорогомилово,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Екатерингофский,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Замоскворечье,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Западное Дегунино,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Звездное,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Зюзино,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Зябликово,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Ивановский,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Ивановское,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Измайлово,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Измайловское,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Капотня,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Княжево,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Коломна,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Коломяги,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Комендантский аэродром,5,5,9,9,5,5,5,9,9,9,9,9,9,5,5,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Константиновское,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Коньково,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Коптево,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Косино-Ухтомский,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Котловка,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Красненькая речка,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
внутригородская территория города федерального значения муниципальный округ Красносельский,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
внутригородская территория города федерального значения муниципальный округ Кронверкское,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
