ARI_all_supra,NMI_all_supra,ARI_Dec2024,NMI_Dec2024,K_supra,K_Dec2024,mean_switches,median_switches,share_zero_switches,share_le2_switches,mean_adjacent_ARI,mean_adjacent_NMI,largest_community_n_Dec,largest_community_share_Dec,mode,seed,louvain_seed,gamma,K,MQ,Q_resolution_0_5,AVI,AVU,Dec_K,Dec_MQ,Dec_Q_resolution_0_5,Dec_AVI,Dec_AVU
0.5119767447249292,0.6663437757797998,0.7408120640438777,0.7805944794519375,12,10,1.4642857142857142,2.0,0.3072478991596639,0.8534663865546218,0.859692217210949,0.8868931468501122,795,0.4175420168067227,combined,25,25,0.5,,,,,,,,,,
0.5580392704204087,0.6676958574482356,0.804380659766018,0.7910058667718162,10,9,1.2641806722689075,1.0,0.2347689075630252,0.8639705882352942,0.8742214614210425,0.8933970519827794,891,0.4679621848739496,combined,26,26,0.5,,,,,,,,,,
0.45703824850621994,0.6101269786971582,0.4703490225230944,0.6828785401892973,12,10,1.5982142857142858,1.0,0.16228991596638656,0.8025210084033614,0.8656490955721761,0.8784745591953325,644,0.3382352941176471,combined,27,27,0.5,,,,,,,,,,
0.5017371276459248,0.6265719243691027,0.44408851100526153,0.6517832608741287,12,10,1.4868697478991597,1.0,0.1953781512605042,0.8098739495798319,0.8720265046418518,0.8828220867754382,692,0.3634453781512605,combined,28,28,0.5,,,,,,,,,,
0.6516446948106119,0.6906535551246543,0.7831701225849885,0.7866422706365424,11,9,1.271533613445378,1.0,0.18907563025210083,0.8786764705882353,0.8839477593757219,0.8899942051061799,1053,0.553046218487395,combined,29,29,0.5,,,,,,,,,,
0.43157389945201374,0.5974476686423786,0.6083618479601672,0.6004362542701124,13,9,2.349264705882353,2.0,0.0063025210084033615,0.7347689075630253,0.8128259520227971,0.8331422358238739,1187,0.6234243697478992,combined,30,30,0.5,,,,,,,,,,
0.5096243996704695,0.6478656889900303,0.6698202900054884,0.7698778908241054,9,7,1.585609243697479,2.0,0.24474789915966386,0.9028361344537815,0.8491860496554048,0.8812761999850776,1226,0.6439075630252101,combined,31,31,0.5,,,,,,,,,,
0.4551123938149192,0.49550964695335975,0.7970822638070276,0.7714673952279738,15,8,3.581932773109244,3.0,0.0010504201680672268,0.011029411764705883,0.7825626362965147,0.7784133726016023,921,0.483718487394958,combined,32,32,0.5,,,,,,,,,,
0.5224770898386351,0.6580621000456736,0.4425217431827993,0.6615697231472611,13,9,1.497373949579832,1.0,0.16018907563025211,0.8209033613445378,0.8661567543408147,0.8819097637275742,654,0.3434873949579832,combined,33,33,0.5,,,,,,,,,,
0.4428152758385452,0.6147953669760309,0.7364143150623544,0.7394730044566744,13,10,1.780987394957983,2.0,0.0976890756302521,0.8114495798319328,0.8499087967673048,0.8708728236574699,865,0.4543067226890756,combined,34,34,0.5,,,,,,,,,,
0.5143192020673043,0.6477708331884356,0.7718490127595243,0.7591784614449879,14,10,1.7746848739495797,2.0,0.16176470588235295,0.8361344537815126,0.8515437007617226,0.8758049711593499,1081,0.5677521008403361,combined,35,35,0.5,,,,,,,,,,
0.5221041667266707,0.6708882976840952,0.7113517020213741,0.7600895847890161,15,10,1.8266806722689075,2.0,0.12605042016806722,0.7773109243697479,0.8431130614636224,0.8712712328773974,1156,0.6071428571428571,combined,36,36,0.5,,,,,,,,,,
0.505791025936325,0.6210357568172787,0.6601046157977642,0.6751161484206742,14,10,2.2153361344537816,2.0,0.007878151260504201,0.8135504201680672,0.8339406610341082,0.8477743629927974,1147,0.6024159663865546,combined,37,37,0.5,,,,,,,,,,
0.5040674211332518,0.6403318928740018,0.7904712186380781,0.7669080107074219,11,10,1.6092436974789917,2.0,0.22058823529411764,0.7977941176470589,0.8506247195162586,0.8815687109509546,1059,0.5561974789915967,combined,38,38,0.5,,,,,,,,,,
0.5074894242887913,0.6340888514870039,0.01624400083104674,0.04921473649592971,12,9,2.0141806722689077,2.0,0.006827731092436975,0.7967436974789915,0.817514798587906,0.8437288176530578,1877,0.9858193277310925,combined,39,39,0.5,,,,,,,,,,
0.5137458466109291,0.6494225449434989,0.7869830062931231,0.7544781680524328,11,8,1.7279411764705883,2.0,0.19380252100840337,0.7935924369747899,0.8374109545159769,0.8691078842648635,994,0.5220588235294118,combined,40,40,0.5,,,,,,,,,,
0.4167704060513125,0.581594042190768,0.6582974951219251,0.6439343926636821,15,10,2.9017857142857144,3.0,0.0015756302521008404,0.3088235294117647,0.8242932433110105,0.8304454576311115,1134,0.5955882352941176,combined,41,41,0.5,,,,,,,,,,
0.529571210709148,0.6160310677417157,0.7434751329809243,0.7400104376168408,10,8,1.245798319327731,1.0,0.19327731092436976,0.9180672268907563,0.8910301485173583,0.890881741856973,878,0.46113445378151263,combined,42,42,0.5,,,,,,,,,,
0.47836520384796094,0.6414319683365131,0.7287829070673103,0.748892089021821,12,9,1.5635504201680672,2.0,0.20168067226890757,0.8802521008403361,0.8546334471981034,0.8769460814481029,1091,0.5730042016806722,combined,43,43,0.5,,,,,,,,,,
0.4640187173865108,0.6124528176853008,0.4648392141166829,0.6835726133414357,13,8,2.475840336134454,2.0,0.015756302521008403,0.5246848739495799,0.8111495897897381,0.8416950772750402,674,0.3539915966386555,combined,44,44,0.5,,,,,,,,,,
0.4985530557393424,0.6547401739931444,0.6346400993929397,0.6622438829806162,14,12,1.6008403361344539,2.0,0.25630252100840334,0.8266806722689075,0.857805959647911,0.8902845237942315,957,0.5026260504201681,combined,45,45,0.5,,,,,,,,,,
0.38013353351929374,0.5153380038074219,0.5534045823757064,0.7004862573486936,14,8,2.3114495798319328,2.0,0.0,0.7710084033613446,0.8348367395969012,0.8236144520403752,676,0.3550420168067227,combined,46,46,0.5,,,,,,,,,,
0.27620602128236005,0.49433993727406494,0.7513852784156747,0.7204723060305619,15,8,3.7300420168067228,4.0,0.0005252100840336134,0.015756302521008403,0.7653964040270714,0.7675138996835489,949,0.49842436974789917,combined,47,47,0.5,,,,,,,,,,
0.49015886862941405,0.6038659321294881,0.7277879199446362,0.6904168411959084,11,9,1.8088235294117647,2.0,0.0898109243697479,0.7710084033613446,0.8463337778318833,0.8713789137012896,1087,0.5709033613445378,combined,48,48,0.5,,,,,,,,,,
0.6061198948495091,0.6649653384602525,0.8354636414807036,0.7892023538039961,11,9,1.2347689075630253,1.0,0.20903361344537816,0.8918067226890757,0.8930166897839291,0.8981917900993764,968,0.5084033613445378,combined,49,49,0.5,,,,,,,,,,
