month,ARI,NMI,K,mode,seed,louvain_seed,gamma,adjacent_ARI,adjacent_NMI,same_label_share
2023-04-01,0.5937516217410809,0.7304367871610228,9,optimizer_only,18,18,0.5,0.9033107756297802,0.8866377106568945,0.9590336134453782
2023-05-01,0.6156090208350505,0.7240373658108449,9,optimizer_only,18,18,0.5,0.8580884196297515,0.8557997568408403,0.9406512605042017
2023-06-01,0.6372390978957692,0.7049266879389398,9,optimizer_only,18,18,0.5,0.8309968124025631,0.8475530326805326,0.9227941176470589
2023-07-01,0.6523087149872191,0.7013030352095863,9,optimizer_only,18,18,0.5,0.7737314563051576,0.8117521072282722,0.8828781512605042
2023-08-01,0.5855421290498143,0.6814157993097588,10,optimizer_only,18,18,0.5,0.8894877839592639,0.8777969418773005,0.9385504201680672
2023-09-01,0.4749078542073965,0.6508353173419476,10,optimizer_only,18,18,0.5,0.7231183881988789,0.8190563351283285,0.8634453781512605
2023-10-01,0.4667224572645126,0.6583494550954421,10,optimizer_only,18,18,0.5,0.6251845451809757,0.8071635095599163,0.8209033613445378
2023-11-01,0.5234281553183724,0.7021123147463679,10,optimizer_only,18,18,0.5,0.711624986824913,0.8292097738084613,0.8671218487394958
2023-12-01,0.5358323611345768,0.738620735038141,10,optimizer_only,18,18,0.5,0.8415437169676725,0.8742063339125068,0.9259453781512605
2024-01-01,0.487809908409265,0.7141466326912341,10,optimizer_only,18,18,0.5,0.9093946437605642,0.9068222200654865,0.9600840336134454
2024-02-01,0.47571726388612917,0.6874241431370791,9,optimizer_only,18,18,0.5,0.9401196846976616,0.9195378588237348,0.9732142857142857
2024-03-01,0.5044766757084599,0.6772305357682523,9,optimizer_only,18,18,0.5,0.9032112674317786,0.9014356508739015,0.9532563025210085
2024-04-01,0.5230607558256084,0.6931687551288319,9,optimizer_only,18,18,0.5,0.8134985219369328,0.8469274431376378,0.9133403361344538
2024-05-01,0.5164156509760909,0.7057981124560265,9,optimizer_only,18,18,0.5,0.6880893174910758,0.8144484902692237,0.8634453781512605
2024-06-01,0.5703739405312546,0.7215369163962918,9,optimizer_only,18,18,0.5,0.6145720201028814,0.7980533172667951,0.832983193277311
2024-07-01,0.7398544397292456,0.7717059529670227,9,optimizer_only,18,18,0.5,0.7111675981192392,0.809711817664409,0.8571428571428571
2024-08-01,0.821856838445327,0.8209393396303505,9,optimizer_only,18,18,0.5,0.8905489469988287,0.8877561186677864,0.944327731092437
2024-09-01,0.8403039487797228,0.8374723034892538,9,optimizer_only,18,18,0.5,0.9465714174383636,0.9160149883563784,0.9732142857142857
2024-10-01,0.8503244429293526,0.8394338602092155,9,optimizer_only,18,18,0.5,0.9374004100035894,0.919836729604469,0.9753151260504201
2024-11-01,0.8670271837064175,0.8514550618106925,9,optimizer_only,18,18,0.5,0.9216584522837825,0.8958011310746479,0.9663865546218487
2024-12-01,0.8670271837064175,0.8514550618106925,9,optimizer_only,18,18,0.5,1.0,1.0,1.0
2023-01-01,0.6158527082432154,0.6909176005218086,6,optimizer_only,19,19,0.5,,,
2023-02-01,0.6158527082432154,0.6909176005218086,6,optimizer_only,19,19,0.5,1.0,1.0,1.0
2023-03-01,0.6089504655704694,0.6794503051899998,6,optimizer_only,19,19,0.5,0.9292470175862151,0.8877629235014155,0.9679621848739496
2023-04-01,0.635635506720067,0.6870233805109743,8,optimizer_only,19,19,0.5,0.9453523170684736,0.9175393662398269,0.9784663865546218
2023-05-01,0.6461416077866372,0.7002734200061964,8,optimizer_only,19,19,0.5,0.9357501103957212,0.8964284674369668,0.9711134453781513
2023-06-01,0.6172490078766574,0.682600483860355,8,optimizer_only,19,19,0.5,0.9481315061849221,0.923234660221099,0.9747899159663865
2023-07-01,0.4731965312626095,0.6349688900402922,8,optimizer_only,19,19,0.5,0.7778618570379915,0.8521324131052872,0.8886554621848739
2023-08-01,0.41419419546203673,0.6166396830985755,8,optimizer_only,19,19,0.5,0.6399801713339743,0.798785203845811,0.8261554621848739
2023-09-01,0.47848385765979784,0.633452907611359,8,optimizer_only,19,19,0.5,0.6699209103720938,0.8091709601608723,0.8398109243697479
2023-10-01,0.5122694517814701,0.6661808996801897,9,optimizer_only,19,19,0.5,0.8312779510784973,0.8521153774925558,0.9138655462184874
2023-11-01,0.5172960637387377,0.6829626289752639,9,optimizer_only,19,19,0.5,0.9162433595104529,0.873764084261949,0.9406512605042017
2023-12-01,0.47519248933521996,0.6533712840488619,10,optimizer_only,19,19,0.5,0.9307331478029685,0.8917091691761336,0.9432773109243697
2024-01-01,0.4070473382944268,0.6135324994271544,10,optimizer_only,19,19,0.5,0.8917343762294931,0.8751186760017923,0.9375
2024-02-01,0.3884025687123125,0.5959176384552439,10,optimizer_only,19,19,0.5,0.8000233655193636,0.8416381449974716,0.9054621848739496
2024-03-01,0.38647551189344215,0.5715775585003192,9,optimizer_only,19,19,0.5,0.7628818104035198,0.8137456586354129,0.8792016806722689
2024-04-01,0.37241325305551776,0.5581223992680826,9,optimizer_only,19,19,0.5,0.7973959741828233,0.83081260364763,0.895483193277311
2024-05-01,0.31962631242271344,0.5556307597558964,9,optimizer_only,19,19,0.5,0.7873654416618027,0.8261173833554016,0.8907563025210085
2024-06-01,0.33616865293575826,0.5721109257763357,8,optimizer_only,19,19,0.5,0.7457146903165411,0.8326730799033387,0.865546218487395
2024-07-01,0.435331688071673,0.5975605891050363,8,optimizer_only,19,19,0.5,0.7867021142558543,0.8435672008927539,0.8928571428571429
2024-08-01,0.5351568457840579,0.6341087286901683,8,optimizer_only,19,19,0.5,0.8412416962307582,0.8670884655885845,0.9301470588235294
2024-09-01,0.6531080419509843,0.6830421744136793,8,optimizer_only,19,19,0.5,0.8337892040977718,0.8417412304205789,0.9233193277310925
2024-10-01,0.7050054673416389,0.7042305334160688,8,optimizer_only,19,19,0.5,0.9103762995992479,0.8815895292963735,0.9564075630252101
2024-11-01,0.7444710262679853,0.7351050874020953,7,optimizer_only,19,19,0.5,0.9309522981835864,0.8995095052442884,0.9684873949579832
2024-12-01,0.7444710262679853,0.7351050874020953,7,optimizer_only,19,19,0.5,1.0,1.0,1.0
2023-01-01,0.7405955504664945,0.7213620567061658,8,graph_only,0,0,0.5,,,
2023-02-01,0.7405955504664945,0.7213620567061658,8,graph_only,0,0,0.5,1.0,1.0,1.0
2023-03-01,0.7330369894402506,0.720133391845688,9,graph_only,0,0,0.5,0.8910460051085102,0.8864246480829167,0.9564075630252101
2023-04-01,0.6964002383143345,0.7175367700195938,9,graph_only,0,0,0.5,0.8836773064763614,0.8773039201704161,0.9506302521008403
2023-05-01,0.6386716698149021,0.6977571030752585,9,graph_only,0,0,0.5,0.8914312387876564,0.8845294059322144,0.9543067226890757
2023-06-01,0.6050304366355284,0.6863457475066955,9,graph_only,0,0,0.5,0.9007974004065314,0.9024562862302068,0.9621848739495799
2023-07-01,0.5794516393912612,0.6832629672492582,10,graph_only,0,0,0.5,0.9474338521174505,0.9365658830983964,0.976890756302521
2023-08-01,0.5626710695355179,0.6755675491947376,11,graph_only,0,0,0.5,0.8995162082460202,0.8874036207582716,0.9448529411764706
2023-09-01,0.5575202005514438,0.6677589677336839,12,graph_only,0,0,0.5,0.8936437975148753,0.8750135954867936,0.9269957983193278
2023-10-01,0.5888160537857239,0.6782284456222812,12,graph_only,0,0,0.5,0.8587880549733934,0.8669937258932578,0.9217436974789915
2023-11-01,0.5631345574508407,0.6697653233399639,12,graph_only,0,0,0.5,0.8289611926389902,0.8572835046973651,0.9149159663865546
2023-12-01,0.5535055040524909,0.6595093850528856,12,graph_only,0,0,0.5,0.7624204745023314,0.832109299718203,0.8834033613445378
2024-01-01,0.5488584302864908,0.6425488357596617,12,graph_only,0,0,0.5,0.7211816269005343,0.8171070738170031,0.832983193277311
2024-02-01,0.550266970858072,0.6647215880049901,11,graph_only,0,0,0.5,0.7376026904929344,0.8062785314346007,0.8130252100840336
2024-03-01,0.5059051930126426,0.6725167109694503,10,graph_only,0,0,0.5,0.7952837405351858,0.8256536002543349,0.8760504201680672
2024-04-01,0.39159545928427164,0.6385060461032892,10,graph_only,0,0,0.5,0.7513635114930206,0.8133821197940722,0.8897058823529411
2024-05-01,0.374108469308736,0.6292087260324251,10,graph_only,0,0,0.5,0.7831073317661237,0.8303148971044111,0.907563025210084
2024-06-01,0.3967045457756566,0.652372741563297,9,graph_only,0,0,0.5,0.8404616927344915,0.8553033576693521,0.9301470588235294
2024-07-01,0.4405822338022162,0.680761909567847,9,graph_only,0,0,0.5,0.891602482207178,0.8874006663196786,0.9532563025210085
2024-08-01,0.5070991875956193,0.7174719161990223,9,graph_only,0,0,0.5,0.8843987187380058,0.8861995201741507,0.9485294117647058
2024-09-01,0.5779836624737762,0.7648220507533698,9,graph_only,0,0,0.5,0.8838129322010083,0.8807447153164235,0.9501050420168067
2024-10-01,0.6367368161382797,0.7778060992195556,9,graph_only,0,0,0.5,0.8914907960752559,0.9035831717050922,0.9627100840336135
2024-11-01,0.7047769940063069,0.7921104565231675,9,graph_only,0,0,0.5,0.884694289146491,0.9014004218898549,0.9595588235294118
2024-12-01,0.7047769940063069,0.7921104565231675,9,graph_only,0,0,0.5,1.0,1.0,1.0
2023-01-01,0.6590955068708705,0.7095578361241212,5,graph_only,1,0,0.5,,,
2023-02-01,0.6590955068708705,0.7095578361241212,5,graph_only,1,0,0.5,1.0,1.0,1.0
2023-03-01,0.6675301448882668,0.7087781580124771,5,graph_only,1,0,0.5,0.9052438123705968,0.8984841984731426,0.9679621848739496
2023-04-01,0.7027600939531452,0.7374158398839568,5,graph_only,1,0,0.5,0.9272128965438476,0.911914916118823,0.9737394957983193
2023-05-01,0.7224690405245242,0.7219548876279634,5,graph_only,1,0,0.5,0.8738150826980295,0.8773823732759376,0.9558823529411765
2023-06-01,0.7097130712219366,0.7044189265684184,6,graph_only,1,0,0.5,0.8805527742655035,0.8901137477132434,0.9585084033613446
2023-07-01,0.6153038695363388,0.6658628563845918,6,graph_only,1,0,0.5,0.8549997678133343,0.8700331192320933,0.9448529411764706
2023-08-01,0.5246408029832884,0.6437321055612574,6,graph_only,1,0,0.5,0.9075319625857995,0.8849160074207024,0.9600840336134454
2023-09-01,0.4862052426805828,0.6312853854552719,6,graph_only,1,0,0.5,0.936301729050805,0.9128845308900679,0.9732142857142857
2023-10-01,0.4816691771146927,0.6364745810671283,6,graph_only,1,0,0.5,0.930352668695704,0.8917330981472866,0.9679621848739496
2023-11-01,0.5184971435131999,0.669957033160186,9,graph_only,1,0,0.5,0.9168319047918183,0.8922350850984473,0.9653361344537815
2023-12-01,0.4951790284958276,0.6548935463488113,10,graph_only,1,0,0.5,0.97364936136518,0.9703924910948347,0.9842436974789915
2024-01-01,0.005173467101795789,0.06759613785997987,11,graph_only,1,0,0.5,0.02233870771318994,0.11788750602682489,0.05042016806722689
2024-02-01,0.358443480821883,0.5834547678002526,12,graph_only,1,0,0.5,0.07073559842400935,0.17242641087693672,0.5945378151260504
2024-03-01,0.46135403986868356,0.6249677313545143,11,graph_only,1,0,0.5,0.9841277156009964,0.9615338164489956,0.9847689075630253
2024-04-01,0.4356404298336427,0.6047793632677055,10,graph_only,1,0,0.5,0.5168489291601842,0.7128465536218461,0.6922268907563025
2024-05-01,0.646289717394162,0.6740909455202886,10,graph_only,1,0,0.5,0.6214891730266983,0.7729026607553576,0.7962184873949579
2024-06-01,0.7282036236297271,0.7070506535799983,10,graph_only,1,0,0.5,0.907151269086163,0.8987801110210405,0.9600840336134454
2024-07-01,0.7818635106066948,0.7323224991508166,10,graph_only,1,0,0.5,0.9207783850523366,0.8990023986334895,0.9621848739495799
2024-08-01,0.8228473307146748,0.7577752123500003,10,graph_only,1,0,0.5,0.9241977217162942,0.8992672460718633,0.967436974789916
2024-09-01,0.8446622238595048,0.7840274859802365,10,graph_only,1,0,0.5,0.969663887763753,0.9522256352291327,0.9884453781512605
2024-10-01,0.8410888174465915,0.7913287124789198,10,graph_only,1,0,0.5,0.9660487553352453,0.9398118672027757,0.9868697478991597
2024-11-01,0.8427040786645768,0.8001859904402866,10,graph_only,1,0,0.5,0.9677150477071021,0.9467353162518476,0.9884453781512605
2024-12-01,0.8427040786645768,0.8001859904402866,10,graph_only,1,0,0.5,1.0,1.0,1.0
2023-01-01,0.6567062130784008,0.7013587340508964,6,graph_only,2,0,0.5,,,
2023-02-01,0.6567062130784008,0.7013587340508964,6,graph_only,2,0,0.5,1.0,1.0,1.0
2023-03-01,0.6350346158605765,0.6623782825044268,6,graph_only,2,0,0.5,0.9071457784552958,0.8692417983885714,0.9564075630252101
2023-04-01,0.6031602784984107,0.653249015004985,7,graph_only,2,0,0.5,0.8961808169611448,0.8783095348404218,0.9590336134453782
2023-05-01,0.5494934776658135,0.6278776823910933,8,graph_only,2,0,0.5,0.899499258572774,0.8905238464547489,0.9611344537815126
2023-06-01,0.5167878870452784,0.6189071493728246,9,graph_only,2,0,0.5,0.9023080902077262,0.8883293309413454,0.9595588235294118
2023-07-01,0.4934985234756079,0.6087429362618476,9,graph_only,2,0,0.5,0.9101434269166736,0.8942329441347884,0.9585084033613446
2023-08-01,0.4921604880903346,0.6171191790242931,11,graph_only,2,0,0.5,0.8527189588986366,0.8563846273017183,0.9311974789915967
2023-09-01,0.5168139931767215,0.6368932304742713,13,graph_only,2,0,0.5,0.8145388975790779,0.8409592262668002,0.9017857142857143
2023-10-01,0.5503267204752891,0.6522660467276833,13,graph_only,2,0,0.5,0.7863749412739249,0.8181797108841458,0.8713235294117647
2023-11-01,0.5427610089051762,0.6603344092049998,13,graph_only,2,0,0.5,0.783346178883652,0.8343034826800889,0.8702731092436975
2023-12-01,0.5432169296301973,0.6780553347746917,13,graph_only,2,0,0.5,0.7568284277992047,0.818945281133438,0.8629201680672269
2024-01-01,0.5093215910615444,0.668843721663396,13,graph_only,2,0,0.5,0.7867921749097295,0.8504400061207807,0.8986344537815126
2024-02-01,0.46071792158600233,0.6505248447477412,13,graph_only,2,0,0.5,0.7663910400084262,0.8296885982504199,0.8918067226890757
2024-03-01,0.4695533861128954,0.6513098155883387,12,graph_only,2,0,0.5,0.8773160432707681,0.8894281092998605,0.9459033613445378
2024-04-01,0.5439763514156203,0.6668236347514702,11,graph_only,2,0,0.5,0.8414709684106211,0.867654538554096,0.9369747899159664
2024-05-01,0.6069772525012735,0.6762281626865794,11,graph_only,2,0,0.5,0.8781097466370369,0.8952459190072796,0.9474789915966386
2024-06-01,0.6381185168741628,0.6683724998532936,11,graph_only,2,0,0.5,0.8746259596877125,0.8832345569962476,0.9438025210084033
2024-07-01,0.6716285975126585,0.6815895819798914,11,graph_only,2,0,0.5,0.9287285797084199,0.9150026171086173,0.9658613445378151
2024-08-01,0.6875906556427637,0.7041433986236345,10,graph_only,2,0,0.5,0.9402609997252515,0.9216095311644071,0.9732142857142857
2024-09-01,0.682015935209091,0.7102700433151651,10,graph_only,2,0,0.5,0.9513109687281588,0.9261027219564391,0.9758403361344538
2024-10-01,0.689492344472959,0.7178513994438958,10,graph_only,2,0,0.5,0.9053211641870563,0.8859917877779648,0.9548319327731093
2024-11-01,0.6971958402861109,0.7263912097588476,10,graph_only,2,0,0.5,0.898653947720699,0.8780820364641134,0.9537815126050421
2024-12-01,0.6971958402861109,0.7263912097588476,10,graph_only,2,0,0.5,1.0,1.0,1.0
2023-01-01,0.7423639163027704,0.7614475199427576,7,graph_only,3,0,0.5,,,
2023-02-01,0.7423639163027704,0.7614475199427576,7,graph_only,3,0,0.5,1.0,1.0,1.0
2023-03-01,0.7353144195285554,0.743747175903668,7,graph_only,3,0,0.5,0.9185510921612695,0.8950199351775059,0.9658613445378151
2023-04-01,0.7571442479040262,0.7650195791085495,7,graph_only,3,0,0.5,0.9028721941136658,0.8840744289563737,0.9611344537815126
2023-05-01,0.6773787718713377,0.7358421810365614,7,graph_only,3,0,0.5,0.8727361406539277,0.8752213675814688,0.9516806722689075
2023-06-01,0.6358690264360743,0.7263947132294973,8,graph_only,3,0,0.5,0.8808046719053972,0.889512401742298,0.9558823529411765
2023-07-01,0.6993184281863455,0.7682252666122724,8,graph_only,3,0,0.5,0.9291598438676454,0.9194178388282268,0.9742647058823529
2023-08-01,0.7461505996488232,0.7818862138692019,9,graph_only,3,0,0.5,0.9416307563741487,0.9307788401551716,0.9774159663865546
2023-09-01,0.735428504030605,0.7824431170267615,9,graph_only,3,0,0.5,0.9302161377950939,0.9159637244527098,0.9653361344537815
2023-10-01,0.7092082467815118,0.7800559333063566,9,graph_only,3,0,0.5,0.8635447764284133,0.8659778201353079,0.9317226890756303
2023-11-01,0.5776667539235308,0.7209189517440726,9,graph_only,3,0,0.5,0.7912254218750712,0.849637282214062,0.898109243697479
2023-12-01,0.43308284114441004,0.6656183752928583,9,graph_only,3,0,0.5,0.6397517950117545,0.7953439360047323,0.8466386554621849
2024-01-01,0.3744799423854278,0.6386361254261853,10,graph_only,3,0,0.5,0.7004057202749503,0.8171377058476994,0.8797268907563025
2024-02-01,0.42636604973445585,0.6470991377059545,12,graph_only,3,0,0.5,0.8314756571245584,0.8508524881581505,0.9238445378151261
2024-03-01,0.5170611539419914,0.6572929865605623,13,graph_only,3,0,0.5,0.8913480513313368,0.8843590927786055,0.9506302521008403
2024-04-01,0.6402007771694581,0.7074992177670852,12,graph_only,3,0,0.5,0.8784419697586343,0.8541944590071049,0.9327731092436975
2024-05-01,0.7407562938390054,0.7238712113472563,12,graph_only,3,0,0.5,0.9947219852220464,0.9911211424326806,0.9973739495798319
2024-06-01,0.00950609614644748,0.04696745325323077,13,graph_only,3,0,0.5,0.01670791681279771,0.06869778489748715,0.051470588235294115
2024-07-01,0.006597519948542336,0.05054447569928405,13,graph_only,3,0,0.5,0.9079646103201161,0.8453850328431165,0.9942226890756303
2024-08-01,0.6800122268619205,0.6618848557279885,13,graph_only,3,0,0.5,0.01379102007684937,0.10515754567515243,0.019432773109243698
2024-09-01,0.6932745802264083,0.6797734969851441,12,graph_only,3,0,0.5,0.997815727546574,0.9959080357693709,0.9989495798319328
2024-10-01,0.6964866054715011,0.6773922568274753,11,graph_only,3,0,0.5,0.9529468758328631,0.9289562736065848,0.9847689075630253
2024-11-01,0.7110834800485563,0.6941046140439943,10,graph_only,3,0,0.5,0.9713437085729599,0.9569799534507334,0.9915966386554622
2024-12-01,0.7110834800485563,0.6941046140439943,10,graph_only,3,0,0.5,1.0,1.0,1.0
2023-01-01,0.2809532096413269,0.4852752090691128,6,graph_only,4,0,0.5,,,
2023-02-01,0.2809532096413269,0.4852752090691128,6,graph_only,4,0,0.5,1.0,1.0,1.0
2023-03-01,0.2826760583855992,0.49447639679787797,9,graph_only,4,0,0.5,0.9488729615101151,0.8998433185838571,0.9847689075630253
2023-04-01,0.28876313273170895,0.48715252770752937,9,graph_only,4,0,0.5,0.9724882095293129,0.9531331771294967,0.990546218487395
2023-05-01,0.0071189592049866815,0.058198260217517735,10,graph_only,4,0,0.5,0.12007517518010685,0.23429465244686812,0.7699579831932774
2023-06-01,0.5522606457779533,0.6506096082087143,9,graph_only,4,0,0.5,0.00909001782686368,0.09740450401813303,0.04411764705882353
2023-07-01,0.5444788711725379,0.6697008385169413,9,graph_only,4,0,0.5,0.9858183852809537,0.978382540402886,0.990546218487395
2023-08-01,0.5363402617614489,0.6509732878796537,8,graph_only,4,0,0.5,0.8319852986836329,0.8570442565569827,0.9243697478991597
2023-09-01,0.5598728823337618,0.6618272682224335,8,graph_only,4,0,0.5,0.8617218623850862,0.8771944551414986,0.9396008403361344
2023-10-01,0.5129463649030939,0.6357236984946693,8,graph_only,4,0,0.5,0.8185673466801665,0.8656174193538955,0.9212184873949579
2023-11-01,0.4465591080339473,0.615430460681057,8,graph_only,4,0,0.5,0.692583693156607,0.8172985973287444,0.8387605042016807
2023-12-01,0.487823854512072,0.6396154019211363,8,graph_only,4,0,0.5,0.7643532478813981,0.8305888194507466,0.8755252100840336
2024-01-01,0.45693358133031814,0.6472146636121301,8,graph_only,4,0,0.5,0.8760219201167265,0.8786616419917181,0.9464285714285714
2024-02-01,0.4404042671294918,0.6463855666228874,7,graph_only,4,0,0.5,0.8878781482104049,0.8845005995732906,0.9564075630252101
2024-03-01,0.5042063130389405,0.6637325837471444,8,graph_only,4,0,0.5,0.8774145424909305,0.8847154309951947,0.9548319327731093
2024-04-01,0.6578363350416673,0.7025841914504931,9,graph_only,4,0,0.5,0.9261418364816372,0.9127659721536335,0.9711134453781513
2024-05-01,0.8067025702488761,0.735099012633142,9,graph_only,4,0,0.5,0.9226604489894641,0.8901079096886729,0.9648109243697479
2024-06-01,0.8571044601396135,0.7411721890672618,10,graph_only,4,0,0.5,0.9116720877083466,0.8746964929536443,0.9569327731092437
2024-07-01,0.8278703194807422,0.7258104591708786,10,graph_only,4,0,0.5,0.9669123500131416,0.9586662298140514,0.9810924369747899
2024-08-01,0.017414253224964427,0.07516114836947575,10,graph_only,4,0,0.5,0.02111536381130487,0.10201325700615023,0.05042016806722689
2024-09-01,0.5066910365999374,0.541126784166796,9,graph_only,4,0,0.5,0.09139996250020674,0.23873975401474692,0.6932773109243697
2024-10-01,0.5037467178771698,0.5455323095587541,8,graph_only,4,0,0.5,0.988545652302285,0.9711097027134212,0.9952731092436975
2024-11-01,0.5047453821313043,0.560006292627429,8,graph_only,4,0,0.5,0.9872274738044803,0.967798353233158,0.9963235294117647
2024-12-01,0.5047453821313043,0.560006292627429,8,graph_only,4,0,0.5,1.0,1.0,1.0
2023-01-01,0.7807495302464589,0.7882068830363428,5,graph_only,5,0,0.5,,,
2023-02-01,0.7807495302464589,0.7882068830363428,5,graph_only,5,0,0.5,1.0,1.0,1.0
2023-03-01,0.7332306544337444,0.729942292852734,5,graph_only,5,0,0.5,0.8727631216910501,0.8448622762888315,0.946953781512605
2023-04-01,0.7477255441691754,0.7276544518683202,5,graph_only,5,0,0.5,0.8942343498130276,0.8769239856234425,0.9590336134453782
2023-05-01,0.7370959657923868,0.7323531131405846,5,graph_only,5,0,0.5,0.8869800983506586,0.8761017398029417,0.9537815126050421
2023-06-01,0.7112415441914002,0.7244501347412469,5,graph_only,5,0,0.5,0.9093242994473144,0.9016999073672914,0.9653361344537815
2023-07-01,0.7275181352597229,0.7466246422312959,5,graph_only,5,0,0.5,0.9275339433491914,0.9165239354799353,0.9726890756302521
2023-08-01,0.691108380780336,0.7319740742781458,6,graph_only,5,0,0.5,0.952177300265487,0.9342583278917296,0.9816176470588235
2023-09-01,0.617224664350743,0.6957786313990669,7,graph_only,5,0,0.5,0.9430809070167188,0.9296707032235634,0.9784663865546218
2023-10-01,0.5492450813046731,0.6576675805796,7,graph_only,5,0,0.5,0.7751428074047658,0.810920563750561,0.9080882352941176
2023-11-01,0.5029545638276317,0.6529339621748705,7,graph_only,5,0,0.5,0.6960269263889426,0.7786096539517392,0.8834033613445378
2023-12-01,0.4620793599010386,0.6395340069045121,10,graph_only,5,0,0.5,0.9838900576932706,0.9742672020838301,0.9900210084033614
2024-01-01,0.007178131698602091,0.08285332300665597,11,graph_only,5,0,0.5,0.028710034766399425,0.14302630049683684,0.3702731092436975
2024-02-01,0.41021372049452876,0.5963785947551783,11,graph_only,5,0,0.5,0.017889221369996135,0.13086656564782462,0.044642857142857144
2024-03-01,0.4511302033780611,0.613381315727628,10,graph_only,5,0,0.5,0.9821465552688519,0.9694103512665458,0.9868697478991597
2024-04-01,0.5239115275585328,0.6243800386446917,8,graph_only,5,0,0.5,0.9167334794730937,0.885183720807072,0.9595588235294118
2024-05-01,0.577333993578933,0.6513482918935243,8,graph_only,5,0,0.5,0.9090389844527633,0.8961645391459621,0.9658613445378151
2024-06-01,0.5556470716684013,0.6739023045790193,8,graph_only,5,0,0.5,0.8932512967531582,0.89080890551392,0.9621848739495799
2024-07-01,0.5251505065223352,0.684858030936558,8,graph_only,5,0,0.5,0.8960064965370175,0.9109012393774332,0.9658613445378151
2024-08-01,0.5267686121661643,0.6953158075898278,8,graph_only,5,0,0.5,0.9320037549000023,0.9279717459049895,0.9779411764705882
2024-09-01,0.5352347929829208,0.7085623247665037,8,graph_only,5,0,0.5,0.9411838290780842,0.9222765454501152,0.9779411764705882
2024-10-01,0.5489692116940635,0.7096308031153162,8,graph_only,5,0,0.5,0.9377348194986471,0.9149624416358204,0.9758403361344538
2024-11-01,0.5465199237698863,0.7197531508825059,8,graph_only,5,0,0.5,0.9303090665445737,0.9242576465285183,0.9763655462184874
2024-12-01,0.5465199237698863,0.7197531508825059,8,graph_only,5,0,0.5,1.0,1.0,1.0
2023-01-01,0.7344514927902482,0.7773405920780182,8,graph_only,6,0,0.5,,,
2023-02-01,0.7344514927902482,0.7773405920780182,8,graph_only,6,0,0.5,1.0,1.0,1.0
2023-03-01,0.7615318154268061,0.7838744131729073,8,graph_only,6,0,0.5,0.942935995907984,0.9238697520162155,0.9774159663865546
2023-04-01,0.8156767001832439,0.8104561075712772,8,graph_only,6,0,0.5,0.9391570721747557,0.9165659745197025,0.9747899159663865
2023-05-01,0.8327849359693147,0.8249680762560477,8,graph_only,6,0,0.5,0.9395177156890037,0.917901227769997,0.9747899159663865
2023-06-01,0.7933306746150509,0.7983339037219562,8,graph_only,6,0,0.5,0.9164179773820306,0.9139810196359119,0.967436974789916
2023-07-01,0.6257014449153584,0.7338083313319597,8,graph_only,6,0,0.5,0.7672259461960863,0.8468788533206119,0.8975840336134454
2023-08-01,0.5201383373690242,0.7039937610357863,8,graph_only,6,0,0.5,0.7307211067475815,0.8315360918053702,0.8634453781512605
2023-09-01,0.502319602634636,0.6939643421212097,9,graph_only,6,0,0.5,0.7262272116395347,0.8155735120191551,0.8660714285714286
2023-10-01,0.505674497692569,0.6814415704556217,9,graph_only,6,0,0.5,0.7163485074827316,0.7952304506402657,0.8587184873949579
2023-11-01,0.5092978751078332,0.678993181439383,9,graph_only,6,0,0.5,0.771462762036127,0.8224325269580942,0.8928571428571429
2023-12-01,0.47121434807938656,0.6781810260408933,10,graph_only,6,0,0.5,0.8889951158983747,0.8709847981302754,0.9432773109243697
2024-01-01,0.4204734905597383,0.6552709344779082,9,graph_only,6,0,0.5,0.9129770331164213,0.8729198795222911,0.9332983193277311
2024-02-01,0.46755731218361835,0.6730157718642517,10,graph_only,6,0,0.5,0.9205764457557123,0.884141370058773,0.9375
2024-03-01,0.5014069314587555,0.670441796074255,10,graph_only,6,0,0.5,0.8621396199542002,0.8645160256115688,0.9269957983193278
2024-04-01,0.4389875708758716,0.6595172243975482,10,graph_only,6,0,0.5,0.666832048627172,0.7910150007433133,0.8198529411764706
2024-05-01,0.556141081920339,0.6762456125905733,10,graph_only,6,0,0.5,0.6270076951632131,0.8027540360531225,0.7977941176470589
2024-06-01,0.731362672342714,0.7317686167232017,10,graph_only,6,0,0.5,0.7813340692872986,0.8485414259877683,0.8886554621848739
2024-07-01,0.8231385650671934,0.7970519431744085,10,graph_only,6,0,0.5,0.9003762210591582,0.8804763801651275,0.9537815126050421
2024-08-01,0.8533197431786697,0.8243799936629177,10,graph_only,6,0,0.5,0.9461888848969168,0.9181743097232086,0.9758403361344538
2024-09-01,0.8637310853058757,0.8310025233217188,10,graph_only,6,0,0.5,0.9436958632297232,0.9176012043343028,0.9758403361344538
2024-10-01,0.8763371614670897,0.8278494313891522,9,graph_only,6,0,0.5,0.9559018976082269,0.9225146403490952,0.9789915966386554
2024-11-01,0.8885720355622119,0.8362342090149552,9,graph_only,6,0,0.5,0.9467758182973409,0.9188971736073316,0.9784663865546218
2024-12-01,0.8885720355622119,0.8362342090149552,9,graph_only,6,0,0.5,1.0,1.0,1.0
2023-01-01,0.7420865809864877,0.7302805050466246,7,graph_only,7,0,0.5,,,
2023-02-01,0.7420865809864877,0.7302805050466246,7,graph_only,7,0,0.5,1.0,1.0,1.0
