month,ARI,NMI,K,mode,seed,louvain_seed,gamma,adjacent_ARI,adjacent_NMI,same_label_share
2023-11-01,0.5289288473626782,0.6722336750971457,9,optimizer_only,1,1,0.5,0.6708970828234208,0.800698983293407,0.8581932773109243
2023-12-01,0.4544433679380869,0.6518132702772288,9,optimizer_only,1,1,0.5,0.8070844810200908,0.8659214893837278,0.9185924369747899
2024-01-01,0.34733464712723827,0.6098805175052323,10,optimizer_only,1,1,0.5,0.8187045304570328,0.8533706798359612,0.8975840336134454
2024-02-01,0.3336273080396676,0.590564117057642,10,optimizer_only,1,1,0.5,0.8427116405550258,0.8551240847784238,0.8897058823529411
2024-03-01,0.3795945211058172,0.5900851045604446,10,optimizer_only,1,1,0.5,0.8679475554093972,0.8597460320682078,0.9107142857142857
2024-04-01,0.4148610828996076,0.6061400627874446,9,optimizer_only,1,1,0.5,0.7947528337112691,0.8352862568229212,0.895483193277311
2024-05-01,0.36987766149404616,0.6172614062275943,9,optimizer_only,1,1,0.5,0.6929519305410281,0.7982188205719792,0.8482142857142857
2024-06-01,0.3858466243605856,0.6291574289135928,8,optimizer_only,1,1,0.5,0.7175262020148715,0.8149166581058637,0.8697478991596639
2024-07-01,0.4766704555229159,0.6459991008495041,8,optimizer_only,1,1,0.5,0.7542056532166245,0.8206562369179329,0.8855042016806722
2024-08-01,0.6008983753442388,0.6787562711090461,8,optimizer_only,1,1,0.5,0.8206328740868156,0.8647788258457562,0.9128151260504201
2024-09-01,0.6781220749930176,0.730382838183324,8,optimizer_only,1,1,0.5,0.8766107930704152,0.8775211561329125,0.9406512605042017
2024-10-01,0.6890308231168574,0.7332373475700953,8,optimizer_only,1,1,0.5,0.934513921983738,0.9132567369282819,0.9758403361344538
