mode,scope,group,metric,n,mean,median,SD,min,max,q05,q10,q25,q75,q90,q95
combined,pairs,C/G,cross_coassignment,50,0.1472538860103627,0.06959085224227265,0.19909537535486832,0.0009648025728068608,0.9300696801858138,0.012122565660175097,0.03090226907271753,0.036242629980346615,0.16612470966589243,0.34447739860639626,0.5475826335536886
combined,pairs,D/E,cross_coassignment,50,0.12831822334668636,0.024175978635181672,0.22913989332892515,0.005376344086021506,0.9934640522875817,0.005629348513598988,0.01074566027127697,0.014512615081875044,0.08024984187223277,0.3798369527022279,0.5097881087919034
combined,pairs,D/F,cross_coassignment,50,0.4347980252243609,0.4587455777418001,0.3098887055963028,0.011792688533109472,0.9813115868161739,0.01813475645100038,0.021234834402670346,0.13588575083448262,0.6297895304910954,0.9250704563170834,0.9498480941816073
combined,pairs,D/G,cross_coassignment,50,0.04773856209150326,0.0003386501405398083,0.19450573763713672,0.0,0.9903755630058586,0.0,0.0,0.0,0.017022249314233465,0.029600731484303575,0.053225981238782215
combined,pairs,E/F,cross_coassignment,50,0.06031600407747197,0.0062724014336917565,0.19503294173398122,0.0,0.9877675840978594,0.0,0.0,0.0026388477853408303,0.01598105948505475,0.12566505540758283,0.19476505211929881
combined,pairs,E/G,cross_coassignment,50,0.04003521087525768,0.0,0.19698245208174586,0.0,0.9968911917098445,0.0,0.0,0.0,0.00010028413839211098,0.0005838765390829574,0.004370995598640579
combined,pairs,F/G,cross_coassignment,50,0.317797784855255,0.28943131942133704,0.23501485879311917,0.034098651582133065,0.9846968040436691,0.04234856047281773,0.05311657238833167,0.10703918492814249,0.4712237169431636,0.5874066327581563,0.7193611256357841
graph_only,pairs,A/B,cross_coassignment,20,0.05038355767839051,0.0,0.2119097313539071,0.0,0.950354609929078,0.0,0.0,0.0,0.003980315530467506,0.014184397163120567,0.060992907801419104
graph_only,pairs,A/C,cross_coassignment,20,0.142993396918562,0.03301540719002201,0.22122530892205208,0.0,0.8901932012717045,0.0,0.0,0.006113964294448521,0.2538517975055026,0.3237221814624604,0.44342137441917373
graph_only,pairs,A/D,cross_coassignment,20,0.20000695313586428,0.02505446623093682,0.34634291812798446,0.0002781254345709915,0.9929078014184397,0.0006304176516942475,0.0008158346080749084,0.012689472952301488,0.13486765864738331,0.9463403328234368,0.9674546887312845
graph_only,pairs,A/E,cross_coassignment,20,0.08268702814001372,0.014146267063219704,0.21802742495465707,0.005109433386715473,0.950354609929078,0.005399222145962022,0.006581255242888736,0.012830778616639976,0.0182166552276367,0.12663387478075228,0.3771524441394041
graph_only,pairs,A/F,cross_coassignment,20,0.162956817836771,0.07608389181686079,0.25241522450133874,0.006202962673780554,0.9069338712126142,0.024458325200078082,0.027566313141171625,0.036924978853536336,0.1469245450799228,0.27388032186002215,0.8588435595462728
graph_only,pairs,A/G,cross_coassignment,20,0.007024216367177453,0.002017418145739169,0.012141212202373805,0.0,0.04766839378238342,3.490978576415684e-05,0.0002682541432403631,0.0006614485723734979,0.0073843383676919115,0.0230625068900893,0.02793738286848199
graph_only,pairs,B/C,cross_coassignment,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph_only,pairs,B/D,cross_coassignment,20,0.052967853808189934,0.0,0.22147471294934137,0.0,0.9934640522875817,0.0,0.0,0.0,0.0036681339202347604,0.0196078431372549,0.06830065359477194
graph_only,pairs,B/E,cross_coassignment,20,0.44594031160851444,0.3682795698924731,0.4188892840079075,0.0,1.0,0.00510752688172043,0.005376344086021506,0.08602150537634409,0.8091397849462365,1.0,1.0
graph_only,pairs,B/F,cross_coassignment,20,0.002913000062410285,0.0,0.009062452737909786,0.0,0.03363914373088685,0.0,0.0,0.0,0.0,0.002586906322161927,0.024923547400611628
graph_only,pairs,B/G,cross_coassignment,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph_only,pairs,C/D,cross_coassignment,20,0.05572458868604914,0.0,0.2015169038465298,0.0,0.896551724137931,0.0,0.0,0.0,0.001352265043948614,0.04793779580797856,0.20540906017579497
graph_only,pairs,C/E,cross_coassignment,20,0.016268075639599554,0.0,0.06994448584413533,0.0,0.3133110863922877,0.0,0.0,0.0,0.0,0.002539859102706721,0.02394327030033392
graph_only,pairs,C/F,cross_coassignment,20,0.13222608879046716,0.01618686069809132,0.24048495914294513,0.0,0.7926816408309607,0.0,0.002752293577981652,0.005325318991880206,0.13801012337867763,0.3842771274913009,0.787071601813772
graph_only,pairs,C/G,cross_coassignment,20,0.1395497587993568,0.06976951938538503,0.1934060481628774,0.002072538860103627,0.8251920671788459,0.002072538860103627,0.02751116669644453,0.03215115240307307,0.14298731463283904,0.32885474361264966,0.3637537966767915
graph_only,pairs,D/E,cross_coassignment,20,0.1258486190174995,0.01871178578958465,0.2389685925543087,0.0,0.9934640522875817,0.0,0.004838709677419356,0.01151697238034999,0.10238772928526249,0.34946236559139787,0.3816624499262075
graph_only,pairs,D/F,cross_coassignment,20,0.5633966940496893,0.5421738522116288,0.3575777077281614,0.00903439867282285,0.9847094801223242,0.014958725590134118,0.027305070856069237,0.3748775759029402,0.9031450500689572,0.9437308868501529,0.9614678899082569
graph_only,pairs,D/G,cross_coassignment,20,0.02047546479731789,0.01093839953943581,0.02619652303050199,0.0,0.09430051813471503,0.0,0.0,0.0018083917504825764,0.02801991262826374,0.05010057909174035,0.06968911917098447
graph_only,pairs,E/F,cross_coassignment,20,0.03889710959850055,0.00876327644602282,0.07736371231959724,0.0,0.30137121436322384,0.0,0.0,0.0,0.027214659169379502,0.12904376705797255,0.1904738417020158
graph_only,pairs,E/G,cross_coassignment,20,0.0007604880494735082,0.0,0.0020418445787836904,0.0,0.007967017661151038,0.0,0.0,0.0,0.00013510501977826063,0.0013142793470388382,0.005214775196389773
graph_only,pairs,F/G,cross_coassignment,20,0.23594587314414284,0.1383815816577142,0.2277473831870006,0.0280141338277004,0.9542140038978942,0.04681814580659473,0.05048596916543867,0.08873809636988797,0.34192454564180574,0.48633994073933234,0.5231457273692387
optimizer_only,pairs,A/B,cross_coassignment,20,0.0017079172094369662,0.0,0.004457834673133414,0.0,0.014184397163120567,0.0,0.0,0.0,0.0,0.006629034592560441,0.014184397163120567
optimizer_only,pairs,A/C,cross_coassignment,20,0.026314502323306427,0.013206162876008804,0.033899140702346335,0.0,0.1012472487160675,0.0,0.0,0.0,0.03209831254585473,0.09611151870873075,0.10055025678650037
optimizer_only,pairs,A/D,cross_coassignment,20,0.049462290826496086,0.017776850692995873,0.07856363832968301,0.0,0.3407036573494646,0.00026421916284244195,0.0004450006953135864,0.0071964956195244055,0.05774579335280211,0.10108468919482692,0.1450493672646365
optimizer_only,pairs,A/E,cross_coassignment,20,0.009416228170517805,0.00785480057957752,0.005617384105910382,0.0,0.018111797452909327,0.0,0.0019217570350034319,0.005633722260352322,0.014184397163120567,0.015244413940364528,0.017930679478380233
optimizer_only,pairs,A/F,cross_coassignment,20,0.07934803825883271,0.07248357082438675,0.060996490092565483,0.0,0.19723686208167956,0.005727980566942114,0.014520571713622662,0.03297221680005205,0.12421649641052335,0.15234563081527755,0.1811449454529681
optimizer_only,pairs,A/G,cross_coassignment,20,0.002335280931907544,0.0016168742880241062,0.0032674966592997805,0.0,0.013096681732995259,0.0,0.0,0.0001378017859111454,0.0024730827178186896,0.003957667291368105,0.009347370741924817
optimizer_only,pairs,B/C,cross_coassignment,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
optimizer_only,pairs,B/D,cross_coassignment,20,0.000980392156862745,0.0,0.004384447014705469,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.000980392156862759
optimizer_only,pairs,B/E,cross_coassignment,20,0.2528582400702216,0.0913978494623656,0.3477111579748995,0.0,1.0,0.0,0.0,0.06586021505376344,0.31196510862409477,0.9564516129032259,1.0
optimizer_only,pairs,B/F,cross_coassignment,20,0.0001872308556450103,0.0,0.0008373218414153865,0.0,0.003744617112900206,0.0,0.0,0.0,0.0,0.0,0.00018723085564501297
optimizer_only,pairs,B/G,cross_coassignment,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
optimizer_only,pairs,C/D,cross_coassignment,20,0.018717601983322063,0.0,0.0755590169690092,0.0,0.3380662609871535,0.0,0.0,0.0,0.0,0.005070993914807349,0.049661933739013064
optimizer_only,pairs,C/E,cross_coassignment,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
optimizer_only,pairs,C/F,cross_coassignment,20,0.06631867552462299,0.005483496783718233,0.0958158717694245,0.0,0.3176210060107561,0.0006010756089844986,0.0011072445428661818,0.0027417483918591164,0.1017874090477697,0.17503954444795966,0.2749446377728567
optimizer_only,pairs,C/G,cross_coassignment,20,0.10478291942111843,0.055261747364659636,0.09624368448678901,0.0,0.3100232267286046,0.001459710559228158,0.02584956226549938,0.034500625335000895,0.19992853314275505,0.23556905485081295,0.2412470966589245
optimizer_only,pairs,D/E,cross_coassignment,20,0.1149167193759224,0.0195727036334247,0.2318932299580853,0.0,0.8973575093119686,0.0,0.0,0.007352941176470588,0.05110162344507695,0.38652751423149934,0.5658356174010825
optimizer_only,pairs,D/F,cross_coassignment,20,0.47744198596869947,0.48863704503208005,0.3493435981808847,0.0,0.9564070276428615,0.009019407967060423,0.014099258459754953,0.08391797085806799,0.7775229357798166,0.9064999700185885,0.9421658571685555
optimizer_only,pairs,D/G,cross_coassignment,20,0.016495648345694065,0.009123234786142437,0.028889557871947462,0.0,0.12800975312404755,0.0,0.0,0.0004283924277828575,0.017372752209692168,0.03149446307020219,0.04500660367774059
optimizer_only,pairs,E/F,cross_coassignment,20,0.0257382197231265,0.004472066028739601,0.07946286428910906,0.0,0.3605603235671303,0.0,0.0,0.0,0.01667159909243366,0.02708394988655422,0.0497040544539807
optimizer_only,pairs,E/G,cross_coassignment,20,0.00022285364087135773,0.0,0.0006317336474342897,0.0,0.0028079558749791074,0.0,0.0,0.0,0.00012535517299013872,0.00046799264582985143,0.0006802607387598211
optimizer_only,pairs,F/G,cross_coassignment,20,0.19062699054047633,0.11520178732709035,0.1603989411203459,0.0,0.5285037473657525,0.033089160368240084,0.04813011994739427,0.06711904422366942,0.3139365562263314,0.4456329324523459,0.46101281868453997
