ARI_all_supra,NMI_all_supra,ARI_Dec2024,NMI_Dec2024,K_supra,K_Dec2024,mean_switches,median_switches,share_zero_switches,share_le2_switches,mean_adjacent_ARI,mean_adjacent_NMI,seed,canonical_base_edge_sha256,keep_mask_sha256,jitter_array_sha256,perturbed_intralayer_edge_sha256,temporal_edge_sha256,final_supra_edge_weight_sha256,final_supra_graph_sha256,node_count,base_intralayer_count,retained_intralayer_count,temporal_edge_count,edge_count
0.4789048122606597,0.6142571328139158,0.5004427173240523,0.6896583589207895,14,11,1.5021008403361344,1.0,0.15073529411764705,0.8413865546218487,0.8694924130188465,0.8851361299957444,20,132d7a6b7c163ea04d69bc93df184b89b97e9d46495939d582b679cf227e9087,f500d6bbfaf353b3a3605cd61d94e13baf59ffb0b31a943926c6496f8ec8e316,9074d3594cb7a72a0272eab9f632e05c323fd77d90d7bd77091803b60a2d126f,f7f6a0eac5e14a3d39400f99d01fa108692f95d6afd3fa8311855f3c586dca0e,a4970bcc696bae2fa02cbfbffe182a9908f3d72a974b2a29ab7b8f07bac03de1,3501a68f21b0d634b34d4898f185c20b389876d728955796a618b6712522eef9,8487730ccdc688146348feecb51b517cfc2b25e9c3bf8bee9c62f8dde7a59a29,45696,283120,268852,43792,312644
0.4888483040885407,0.6497770924381531,0.8073989026929568,0.8463935073431181,12,10,1.6197478991596639,2.0,0.20063025210084034,0.8613445378151261,0.8587591952937743,0.8820234082107238,21,132d7a6b7c163ea04d69bc93df184b89b97e9d46495939d582b679cf227e9087,ee607001afadfbc6834093b591cdde7a6cf7db2e7316c93095197ea0438505de,cabf872e4f050cb97353b743ee521b1ead3b898bca20e303b5364503370990c8,67317671a39b1b44c59379f5e8477c23929b8bd93c9a6d334f140cbbaf1f68e4,a4970bcc696bae2fa02cbfbffe182a9908f3d72a974b2a29ab7b8f07bac03de1,a7b5519e1538e89c4c163cad1487a86781b9c752623643039046138f3d52c7a5,b639867764b3c963035d3a143f27e157b784bdf15c2fb3cd8155828c4dcf4319,45696,283120,268963,43792,312755
0.40242208299831095,0.5675414382198399,0.6260069144815078,0.5994412281632118,13,10,2.2668067226890756,2.0,0.0031512605042016808,0.7815126050420168,0.8198812792548208,0.8374324572693361,22,132d7a6b7c163ea04d69bc93df184b89b97e9d46495939d582b679cf227e9087,740038c5aa09908c128f634b8c7d81debbe8071b2f049f6264af5b6a327b2282,66af5bf20cbdf48e9b12ca743f6084996d1168b4d7fbd04cd86ccb0c12d610a0,607900526478530930e3a3dbf54a61b0cfa81f7576b81a4c01160583cbb7e11f,a4970bcc696bae2fa02cbfbffe182a9908f3d72a974b2a29ab7b8f07bac03de1,ac842bd4a60dbc99e96ab560a8002f85a9b4513d2078112ef28738b5245c3d20,f25d554aa8801fb92c19b16547e06a16dadeeb37ac4c704476402ba77aadd6b6,45696,283120,268909,43792,312701
0.5417656059099341,0.5946153172865248,0.8468707919008805,0.800929897966446,13,9,2.1570378151260505,2.0,0.0005252100840336134,0.845063025210084,0.8765033915765933,0.8653488869010616,23,132d7a6b7c163ea04d69bc93df184b89b97e9d46495939d582b679cf227e9087,ac7c683cc0221b97f20b829d27654cda90610cdcff1df994edc18c56ba954188,0ea53671d73ec883f6ac62adf1c944a70619a9b06faf2fa9ba80c5dcfa55fc9f,b6869fcd1eaa79f0a3b9898d48f8240bc0296297fc216dfd95c580f12a2bc34c,a4970bcc696bae2fa02cbfbffe182a9908f3d72a974b2a29ab7b8f07bac03de1,8f91d32878f149a21e4808f9c8d435b56b219bf7a8004e65a1b565a4d405928b,15bdd6359b286007d24163ffba17d7e05ec1de0875ec4b18e404510570a69a12,45696,283120,269102,43792,312894
0.5691900558406252,0.6582433893150884,0.021394148890465876,0.06795452010371164,12,10,1.721638655462185,1.0,0.007352941176470588,0.8177521008403361,0.8472706921678658,0.8574218712203756,24,132d7a6b7c163ea04d69bc93df184b89b97e9d46495939d582b679cf227e9087,086b8d2419a871ae791e64451836c1cb5268e4560251fb4a9baa25d3e05175a9,d3e00a3531ed67a0e14ba17e168e6b598b4e2ffcaf75cc3b982fe9557bfa7928,1254103906a9f24ba2cc26999fece4e51f8fd5a19b3c2c7eddec2389fd3942f2,a4970bcc696bae2fa02cbfbffe182a9908f3d72a974b2a29ab7b8f07bac03de1,501a41a0cfede9f8bae8bda52f41a3058942d91dd1c1a8810efa2553100eef3c,028db09bcf9ea63cefb714a6564abd28dad7369c07c7f146b5d24d9c642f68c8,45696,283120,268993,43792,312785
0.5119767447249292,0.6663437757797998,0.7408120640438777,0.7805944794519375,12,10,1.4642857142857142,2.0,0.3072478991596639,0.8534663865546218,0.859692217210949,0.8868931468501122,25,132d7a6b7c163ea04d69bc93df184b89b97e9d46495939d582b679cf227e9087,a00b909d9aa2b4e65ef5595780b96818da2cc973c8dff6381e1554972a760588,2dc5d9144f132e8ae500978a4e1f30adb7c2f32d0aa881e40002c173367c0ce3,8791058e2d81204c029cb9d3f88bb9be583e44eef48a6c5c1422bb60597979f3,a4970bcc696bae2fa02cbfbffe182a9908f3d72a974b2a29ab7b8f07bac03de1,6f6c14f9b79ee7de9534eb2659886fe3076d425f5d4203a47d422f893df90eaa,95e421045e292612a0e63004a0246226fafab82f4889ae3c1b7bb712cce0cf9b,45696,283120,268963,43792,312755
0.5580392704204087,0.6676958574482356,0.804380659766018,0.7910058667718162,10,9,1.2641806722689075,1.0,0.2347689075630252,0.8639705882352942,0.8742214614210425,0.8933970519827794,26,132d7a6b7c163ea04d69bc93df184b89b97e9d46495939d582b679cf227e9087,fab99b187f59e5d611fa53e0292f805e5bafe1b12a06e6347d21d3ffa827be51,1d210c646c5cc6bb796580183df0f544e11e99a3a91e0f7f57e91b80ad1083ac,fbee08d03bf9c5857fd530ee668bec777470a4c665689c9bc3f0d066baf77ab3,a4970bcc696bae2fa02cbfbffe182a9908f3d72a974b2a29ab7b8f07bac03de1,04fedc15acb19d3bbe56cdf218c20cfdd16b50454dde37e27eeb5a3d15db1553,77cbcc094294e22c4dc5f324b45de053e8cc466a37ef83ee873152c3a81dc241,45696,283120,269073,43792,312865
0.45703824850621994,0.6101269786971582,0.4703490225230944,0.6828785401892973,12,10,1.5982142857142858,1.0,0.16228991596638656,0.8025210084033614,0.8656490955721761,0.8784745591953325,27,132d7a6b7c163ea04d69bc93df184b89b97e9d46495939d582b679cf227e9087,b742710c9f264be8cf4a9b6eb369616a8d25d91994efda7299383e0394f12649,92b1060120b1386d47eaca1db9b656d989b11a0b1addd0191f59c94b8ec762e6,70d55ad1c4ffa31f5bde0952d1df43a20d2f52dcff9b997c21c5b207187047c9,a4970bcc696bae2fa02cbfbffe182a9908f3d72a974b2a29ab7b8f07bac03de1,787596c60d311b66c4bf39e2dcb380ba4c3556ca5e293a92c7a523c545385055,eaf2c619751ffac71ba91f989451e172a749ba8db6a886e4c439d3a61e990ec4,45696,283120,268908,43792,312700
0.5017371276459248,0.6265719243691027,0.44408851100526153,0.6517832608741287,12,10,1.4868697478991597,1.0,0.1953781512605042,0.8098739495798319,0.8720265046418518,0.8828220867754382,28,132d7a6b7c163ea04d69bc93df184b89b97e9d46495939d582b679cf227e9087,b3df26a1afb351e0904246767e45e6a15be2c91f3e6ae194290a5d4ffa2b1751,429d57ea35eb2974e64bd246c9f331eb378f125704977dba3fd664e54fef97c5,01083afab34bdcb27a6140a8f2bb6b89099a5fbfdce9b797f39fb1d7c86f628e,a4970bcc696bae2fa02cbfbffe182a9908f3d72a974b2a29ab7b8f07bac03de1,de133ac87cd1df9620acafaf7117bb89923ad6563a8533e861549bdaee00e8f8,41cc8719e4b37412acaf52cc69330f9f604d1e6e26e96d87b49306d34d7bf5d2,45696,283120,269000,43792,312792
0.6516446948106119,0.6906535551246543,0.7831701225849885,0.7866422706365424,11,9,1.271533613445378,1.0,0.18907563025210083,0.8786764705882353,0.8839477593757219,0.8899942051061799,29,132d7a6b7c163ea04d69bc93df184b89b97e9d46495939d582b679cf227e9087,7baf3f06d08449e4c413b1c0c41df3ccec0f57a07a84a4296ced9a1a16bd1b47,f893947c7de05aa345b795b13833412d4b0e31902f6dd3145d7d6bc9678c056b,4dbf4d91fb28fe44c7bf9efcca299ce9eeeefdc2da59d798a070d62a1593ebe5,a4970bcc696bae2fa02cbfbffe182a9908f3d72a974b2a29ab7b8f07bac03de1,e5deab90ce923f26ea63a98f6f83755007aac97c263f5f46a219d83ebc37ae65,b184ae2775069556ce6ea5a44d21bc03b95059ebfa492ad066fd044dbc93db30,45696,283120,269038,43792,312830
