month,ARI,NMI,K,seed,adjacent_ARI,adjacent_NMI,same_label_share
2024-03-01,0.5921036496489186,0.7045763001015575,9,15,0.9118630571157784,0.9060595781170716,0.9632352941176471
2024-04-01,0.6511356247855632,0.7006584807666579,10,15,0.8991259314156573,0.8964568314887238,0.9553571428571429
2024-05-01,0.5196937347465683,0.690006008475843,10,15,0.7299034354134754,0.8476323374873214,0.8823529411764706
2024-06-01,0.5449854512957912,0.6933297938750397,10,15,0.6076177110484202,0.8108266013148955,0.8172268907563025
2024-07-01,0.738755183239824,0.7527005075207566,10,15,0.7343451675588124,0.838007648356211,0.8834033613445378
2024-08-01,0.8473021372585503,0.8032337594623224,10,15,0.8767386975884299,0.873954662102047,0.9417016806722689
2024-09-01,0.8883420244341561,0.8231052128314346,10,15,0.9199089779355042,0.8968019268980048,0.9558823529411765
2024-10-01,0.883527076280562,0.8284037604418157,9,15,0.9724178408776057,0.9498366666570388,0.9852941176470589
2024-11-01,0.890180122100349,0.8484470995528867,9,15,0.9577610249844356,0.9401134831358092,0.9821428571428571
2024-12-01,0.890180122100349,0.8484470995528867,9,15,1.0,1.0,1.0
2023-01-01,0.7646555778832563,0.7596117441441461,7,16,,,
2023-02-01,0.7646555778832563,0.7596117441441461,7,16,1.0,1.0,1.0
2023-03-01,0.7586667240298415,0.7308568620151891,7,16,0.9154233503451653,0.8742343990989245,0.9553571428571429
2023-04-01,0.777772696291398,0.7397356369546214,7,16,0.911799101592754,0.8838936561303814,0.957983193277311
2023-05-01,0.7573257385603374,0.7293002819559108,8,16,0.9148002957126281,0.8914245020118792,0.9637605042016807
2023-06-01,0.7608414168217671,0.7366184851708932,9,16,0.9359654815988404,0.9213511337388303,0.9742647058823529
2023-07-01,0.7259851804745565,0.7198842563304367,9,16,0.8888568005420543,0.899093016384973,0.9564075630252101
2023-08-01,0.7101938804319904,0.7171879733241002,9,16,0.8898539047822025,0.8891563968844528,0.9558823529411765
2023-09-01,0.7129508482786198,0.7310098361531824,9,16,0.9208536666325916,0.9147588134115184,0.9695378151260504
2023-10-01,0.6860914311832097,0.7173847386638943,10,16,0.8982527873618212,0.8790174825967427,0.9480042016806722
2023-11-01,0.6144227399061307,0.6804988488173883,11,16,0.8567267996511105,0.866265952928064,0.9238445378151261
2023-12-01,0.5127988717341639,0.6471275710086045,11,16,0.7866219423274561,0.8279133068346299,0.881827731092437
2024-01-01,0.39851525657918874,0.5991772713949153,11,16,0.663461933676011,0.7852072055955366,0.8377100840336135
2024-02-01,0.38339407236750966,0.5736606012030113,11,16,0.6351854520841139,0.7857187488662308,0.8340336134453782
2024-03-01,0.4794288514797454,0.5895994068593806,11,16,0.7523982525809252,0.8072686022033143,0.8665966386554622
2024-04-01,0.5704171702791967,0.5908185904282892,11,16,0.7756218067899496,0.7893453709651497,0.875
2024-05-01,0.6900891893013456,0.6304521663724622,11,16,0.8169004207635318,0.8099788609869479,0.904936974789916
2024-06-01,0.7417784914525668,0.6677694229819835,11,16,0.9004668731281197,0.8500192791676255,0.9417016806722689
2024-07-01,0.738320215686033,0.6860002672950828,10,16,0.9468760924625566,0.8907269189128255,0.9637605042016807
2024-08-01,0.7248026720899449,0.6873316753825949,10,16,0.9757446811042441,0.9375799586646244,0.9816176470588235
2024-09-01,0.7362655616606468,0.7043859748915902,10,16,0.9591213298389739,0.9268550574744339,0.979516806722689
2024-10-01,0.7147484597146426,0.6952145017126812,10,16,0.9645876827605762,0.9263867903989296,0.9805672268907563
2024-11-01,0.6927876544641225,0.6929453520771891,10,16,0.9620368626485895,0.9377717607178687,0.9831932773109243
2024-12-01,0.6927876544641225,0.6929453520771891,10,16,1.0,1.0,1.0
2023-01-01,0.6470619518718541,0.7039797693372617,7,17,,,
2023-02-01,0.6470619518718541,0.7039797693372617,7,17,1.0,1.0,1.0
2023-03-01,0.6534380100246303,0.6794948403519011,9,17,0.9326268200611639,0.9052912838431645,0.9716386554621849
2023-04-01,0.6851284963366631,0.6960030836256954,9,17,0.9286847156368748,0.8989203180130196,0.9648109243697479
2023-05-01,0.6402969094515636,0.6735990146705941,9,17,0.8670548641725606,0.8687468150862424,0.9327731092436975
2023-06-01,0.5679179918650503,0.6607742348889147,9,17,0.8449464153825784,0.8601512011705874,0.928046218487395
2023-07-01,0.5015667643187591,0.6425695059295595,10,17,0.8270901582727895,0.8572716314817593,0.9217436974789915
2023-08-01,0.46623303245734826,0.6237365717381685,10,17,0.7693011496020038,0.8370726865410448,0.8870798319327731
2023-09-01,0.3645769630057331,0.5833314040120796,11,17,0.6865019517221145,0.8040743423156659,0.8235294117647058
2023-10-01,0.4056421442319331,0.6015514003632888,11,17,0.6778292241024603,0.797772806315094,0.8077731092436975
2023-11-01,0.462051052161833,0.6413638905487403,11,17,0.8195184151457414,0.8550821615463867,0.8975840336134454
2023-12-01,0.4509450578784211,0.6345319033637972,11,17,0.9083009936175755,0.9077528845211447,0.9595588235294118
2024-01-01,0.4258226340843167,0.6354004186421945,10,17,0.9152666277759515,0.9092442222597179,0.9621848739495799
2024-02-01,0.43402275043169386,0.6325453318225207,10,17,0.9178047368800775,0.8864835603964327,0.9511554621848739
2024-03-01,0.47663709625349115,0.6461857531415592,10,17,0.9375984872884862,0.9093493513016165,0.9658613445378151
2024-04-01,0.4932086650023845,0.6319752061041816,10,17,0.8496334261893977,0.84859452151123,0.9222689075630253
2024-05-01,0.43387618057999877,0.6294971723655831,10,17,0.7249207109263243,0.8035946444483526,0.8560924369747899
2024-06-01,0.4907922867481831,0.6531679092496624,10,17,0.6337485449550163,0.7933969501203675,0.8203781512605042
2024-07-01,0.6989360158271691,0.7228887080199814,10,17,0.7204345626743621,0.815602497483231,0.8576680672268907
2024-08-01,0.8066584546859817,0.7685525745304826,10,17,0.8799736644989892,0.8814503535770964,0.9417016806722689
2024-09-01,0.86001034298437,0.8066337773334444,10,17,0.9527341571234041,0.9349342371477252,0.979516806722689
2024-10-01,0.8489684158029996,0.7962364255810616,9,17,0.94940226751526,0.9211288614406553,0.9784663865546218
2024-11-01,0.8397549908713275,0.8017432901507823,9,17,0.9614671684199082,0.932819940212373,0.9831932773109243
2024-12-01,0.8397549908713275,0.8017432901507823,9,17,1.0,1.0,1.0
2023-01-01,0.6027385508111076,0.6540015736748883,7,18,,,
2023-02-01,0.6027385508111076,0.6540015736748883,7,18,1.0,1.0,1.0
2023-03-01,0.6265863600782182,0.6469931393580233,7,18,0.9477725151260586,0.9149171400433257,0.9737394957983193
2023-04-01,0.7039103487950216,0.6894533508926856,7,18,0.9253554640585648,0.89012182128188,0.960609243697479
