pair,cross_coassignment,seed
B/D,0.0,37
B/E,0.989247311827957,37
B/F,0.0,37
B/G,0.0,37
C/D,0.10344827586206896,37
C/E,0.0011123470522803114,37
C/F,0.15881050300537805,37
C/G,0.20657495086653566,37
D/E,0.010752688172043012,37
D/F,0.4525993883792049,37
D/G,0.0010362694300518134,37
E/F,0.004866660090098977,37
E/G,1.1142682043567887e-05,37
F/G,0.5406315856189887,37
A/B,0.0,38
A/C,0.0,38
A/D,0.013489083576693088,38
A/E,0.01292610386639213,38
A/F,0.5330427050122541,38
A/G,0.0010068717157241025,38
B/C,0.0,38
B/D,0.0,38
B/E,0.08602150537634409,38
B/F,0.0,38
B/G,0.0,38
C/D,0.0,38
C/E,0.0,38
C/F,0.0,38
C/G,0.0019296051456137216,38
D/E,0.017148077869140486,38
D/F,0.14760848274070076,38
D/G,6.773002810796166e-06,38
E/F,0.009124987668935583,38
E/G,0.0,38
F/G,0.295973760517184,38
A/B,0.9170646982197134,39
A/C,0.8070432868672047,39
A/D,0.9300514532053956,39
A/E,0.9361702127659575,39
A/F,0.9251089856204047,39
A/G,0.9332598390475141,39
B/C,0.844475721323012,39
B/D,0.9731892757102841,39
B/E,0.9795918367346939,39
B/F,0.9676090619734132,39
B/G,0.9765464735116844,39
C/D,0.8564345278341221,39
C/E,0.8620689655172413,39
C/F,0.8515237793947064,39
C/G,0.8596033589422906,39
D/E,0.9934640522875817,39
D/F,0.9813115868161739,39
D/G,0.9903755630058586,39
E/F,0.9877675840978594,39
E/G,0.9968911917098445,39
F/G,0.9846968040436691,39
A/B,0.0,40
A/C,0.003668378576669112,40
A/D,0.10568766513697678,40
A/E,0.0070921985815602835,40
A/F,0.10905068644674344,40
A/G,0.003086760004409657,40
B/C,0.0,40
B/D,0.0,40
B/E,0.08602150537634409,40
B/F,0.0,40
B/G,0.0,40
C/D,0.03425738111336488,40
C/E,0.0007415647015202076,40
C/F,0.06052936834335126,40
C/G,0.20221547257459352,40
D/E,0.027162836460749174,40
D/F,0.8142151865843177,40
D/G,0.028825899962748484,40
E/F,0.017756732761171946,40
E/G,0.0006239901944398017,40
F/G,0.17489502622363773,40
A/B,0.0,41
A/C,0.5820494008314991,41
A/D,0.9734390209984704,41
A/E,0.04804392587508579,41
A/F,0.49497907042314615,41
A/G,0.0,41
B/C,0.0,41
B/D,0.0196078431372549,41
B/E,0.9516129032258065,41
B/F,0.0,41
B/G,0.0,41
C/D,0.5747126436781609,41
C/E,0.02836484983314794,41
C/F,0.475482442265106,41
C/G,0.378917277112739,41
D/E,0.06609740670461733,41
D/F,0.4886970078551298,41
D/G,0.0,41
E/F,0.024119562000591892,41
E/G,0.0,41
F/G,0.48267972302768136,41
A/B,0.0,42
A/C,0.0,42
A/D,0.021832846613822836,42
A/E,0.00983756577442233,42
A/F,0.12310495152579869,42
A/G,0.0026457942894939916,42
B/C,0.0,42
B/D,0.006535947712418301,42
