panel_index,municipality,profile,mean_peer_coassignment,mean_destination_precision,mean_destination_Jaccard
565,Мокроусовский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
566,Мокшанский муниципальный район,G,0.8530082987551865,0.8865177450849225,0.761650130923647
567,Молчановский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
568,Монастырщинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
569,Моргаушский муниципальный округ,G,0.8253526970954356,0.8798420236626867,0.7352349185890512
570,Мордовский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
571,Моркинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
572,Мосальский муниципальный район,G,0.9058298755186719,0.8978680188380334,0.8137850783535215
573,Москаленский муниципальный район,G,0.9048132780082985,0.8870378007011961,0.8097966315143268
574,Мотыгинский муниципальный район,G,0.7109543568464731,0.7040902794871343,0.6133164821918887
575,Мошковский муниципальный район,F,0.6787116564417178,0.45786599034827496,0.3865079183812575
576,Муезерский муниципальный район,G,0.8383817427385891,0.8140666576183784,0.7380640198710815
577,Муромцевский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
578,Муслюмовский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
579,Мучкапский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
580,Мышкинский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
581,Нагайбакский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
582,Нагорский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
583,Надеждинский муниципальный район,A,0.8537142857142855,0.680324409796675,0.6300928887440803
584,Называевский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
585,Намский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
586,Нанайский муниципальный район,G,0.8049170124481327,0.7799496260899679,0.7047307976089598
587,Наримановский муниципальный район,F,0.6413496932515338,0.4835306753165563,0.3946471304783287
588,Наровчатский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
589,Неверкинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
590,Нейский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
591,Некоузский муниципальный район,G,0.903900414937759,0.9031232963106052,0.8136167729002638
592,Некрасовский муниципальный район,G,0.9062448132780081,0.8930402061871401,0.8127641568695849
593,Немецкий национальный муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
594,Нерчинский муниципальный район,F,0.5944171779141105,0.3906384089452905,0.31537970448012176
595,Нерюнгринский муниципальный район,A,0.9337142857142855,0.7186993425003176,0.6815813936450652
596,Нефтегорский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
597,Нефтекумский муниципальный округ,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
598,Нефтеюганский муниципальный район,F,0.4573619631901839,0.3896462628157012,0.2826675453142893
599,Нехаевский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
600,Нижневартовский муниципальный район,F,0.6100613496932517,0.49435637991338494,0.3853486814623411
601,Нижнеилимский муниципальный район,G,0.8383817427385891,0.8140666576183784,0.7380640198710815
602,Нижнеингашский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
603,Нижнекамский муниципальный район,D,0.9756578947368425,0.5116609246776775,0.4993048541706834
604,Нижнеколымский муниципальный район,A,0.9054285714285711,0.7599907349919286,0.6876497257837122
605,Нижнеломовский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
606,Нижнеомский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
607,Нижнесергинский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
608,Нижнетавдинский муниципальный район,G,0.9058298755186719,0.8978680188380334,0.8137850783535215
609,Нижнеудинский муниципальный район,F,0.6368711656441719,0.3469196877879244,0.3138769158461754
610,Никифоровский муниципальный округ,G,0.8603734439834024,0.8934804184614197,0.7717834303757272
611,Никольский муниципальный округ,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
612,Никольский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
613,Новгородский муниципальный район,D,0.9756578947368425,0.5116609246776775,0.4993048541706834
614,Новичихинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
615,Новоалександровский муниципальный округ,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
616,Новоаннинский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
617,Новобурасский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
618,Нововаршавский муниципальный район,G,0.9062448132780081,0.8930402061871401,0.8127641568695849
619,Новодеревеньковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
620,Новодугинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
621,Новониколаевский муниципальный район,G,0.9058298755186719,0.8978680188380334,0.8137850783535215
622,Новоорский муниципальный район,G,0.9043983402489623,0.8978667957825158,0.8125248079250782
623,Новоселицкий муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
624,Новоселовский муниципальный район,G,0.8913900414937759,0.8650486676335954,0.7936227373879967
625,Новосергиевский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
626,Новосибирский муниципальный район,D,0.788421052631579,0.37996079236316527,0.3712050094459589
627,Новосильский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
628,Новосокольнический муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
629,Новоспасский муниципальный район,G,0.9043983402489623,0.8918656133520894,0.8108175529982634
630,Новоторъяльский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
631,Новоузенский муниципальный район,C,0.5457142857142858,0.618366405584904,0.4336764780986843
632,Новошешминский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
633,Нолинский муниципальный район,G,0.8914315352697093,0.893111879697376,0.7998159835635574
634,Нукутский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
635,Нуримановский муниципальный район,G,0.8753112033195017,0.8855426332595934,0.7823873098807417
636,Нурлатский муниципальный район,G,0.4596680497925312,0.5195708628022888,0.37734847380568814
637,Нюксенский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
638,Нюрбинский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
639,Нязепетровский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
640,Няндомский муниципальный округ,G,0.7870954356846472,0.7621706349205302,0.6867698751050207
641,Облученский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
642,Одесский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
643,Одоевский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
644,Озинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
645,Оймяконский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
646,Оконешниковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
647,Октябрьский муниципальный округ,F,0.5773619631901841,0.346739173544205,0.290390009744917
648,Окуловский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
649,Олекминский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
650,Оленекский эвенкийский национальный муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
651,Оловяннинский муниципальный район,G,0.6870954356846474,0.6618268886054117,0.5901960778600389
652,Олонецкий муниципальный район,G,0.8383817427385891,0.8140666576183784,0.7380640198710815
653,Ольгинский муниципальный округ,F,0.5944171779141105,0.3906384089452905,0.31537970448012176
654,Ольховский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
655,Ольхонский муниципальный район,G,0.7135062240663899,0.7978734275577161,0.6320654602461634
656,Олюторский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
657,Омский муниципальный район,F,0.6579754601226994,0.4422806803733475,0.3686097631451826
658,Омутинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
659,Омутнинский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
660,Онгудайский муниципальный район,C,0.4735714285714285,0.29995195261796076,0.2392061012546646
661,Онежский муниципальный район,G,0.7870954356846472,0.7621706349205302,0.6867698751050207
662,Ононский муниципальный округ,F,0.5944171779141105,0.3906384089452905,0.31537970448012176
663,Орджоникидзевский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
664,Ордынский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
665,Оричевский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
666,Орловский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
667,Оршанский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
668,Осинский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
669,Островский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
670,Островский муниципальный район,F,0.6600000000000001,0.3672697803606498,0.3309178018622606
671,Охотский муниципальный округ,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
672,Павинский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
673,Павловский муниципальный округ,F,0.6703067484662577,0.5348637768056214,0.4219484300929954
674,Павлоградский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
675,Палехский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
676,Палласовский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
677,Панкрушихинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
678,Парабельский муниципальный район,G,0.8383817427385891,0.8140666576183784,0.7380640198710815
679,Параньгинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
680,Партизанский муниципальный округ,F,0.6498159509202456,0.40927498341579055,0.3459982333555685
681,Партизанский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
682,Парфеньевский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
683,Парфинский муниципальный район,G,0.8908713692946055,0.8656649014239187,0.7928117404764293
684,Пачелмский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
685,Пензенский муниципальный район,D,0.9756578947368425,0.5116609246776775,0.4993048541706834
686,Первомайский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
687,Переволоцкий муниципальный район,G,0.9053319502074686,0.9031245193661228,0.814877043328707
688,Перелюбский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
689,Пестравский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
690,Пестречинский муниципальный район,F,0.6533742331288345,0.4830608199274067,0.39288459695898703
691,Пестяковский муниципальный район,G,0.865601659751037,0.8959734366604378,0.7867176595600692
692,Петровск-Забайкальский муниципальный район,F,0.5778527607361964,0.29033215035408866,0.26449744773674944
693,Петровский муниципальный район,G,0.8753112033195017,0.8855426332595934,0.7823873098807417
694,Петропавловский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
695,Петуховский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
696,Петушинский муниципальный район,F,0.6417791411042946,0.5405322215635688,0.4106083227063694
697,Печенгский муниципальный округ,A,0.9337142857142855,0.7186993425003176,0.6815813936450652
698,Пий-Хемский муниципальный район,F,0.595153374233129,0.30209174754251794,0.2766364683040711
699,Пильнинский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
700,Пировский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
701,Пителинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
702,Питерский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
703,Питкярантский муниципальный округ,G,0.7870954356846472,0.7621706349205302,0.6867698751050207
704,Пичаевский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
705,Плавский муниципальный район,G,0.8383817427385891,0.8140666576183784,0.7380640198710815
706,Пластовский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
707,Плесецкий муниципальный округ,G,0.7870954356846472,0.7621706349205302,0.6867698751050207
708,Плюсский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
709,Пограничный муниципальный округ,F,0.6335582822085891,0.4052088400234766,0.33870796923781527
710,Поддорский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
711,Подосиновский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
712,Подпорожский муниципальный район,F,0.6803680981595093,0.506709616052835,0.41331084660444056
713,Пожарский муниципальный округ,F,0.49595092024539883,0.3242712944735605,0.2564967157966552
714,Покровский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
715,Половинский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
716,Полтавский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
717,Поназыревский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
718,Пономарёвский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
719,Порецкий муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
720,Порховский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
721,Поспелихинский муниципальный район,G,0.811058091286307,0.8739896636027374,0.7190332200287639
722,Похвистневский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
723,Починковский муниципальный округ,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
724,Починковский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
725,Пошехонский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
726,Правобережный муниципальный район,C,0.7085714285714286,0.8393131386968361,0.5899290715372216
727,Предгорный муниципальный округ,F,0.6436196319018406,0.47836372889011936,0.3920742435045137
728,Приаргунский муниципальный округ,F,0.6026380368098161,0.3710792591265395,0.3125146730132728
729,Прилузский муниципальный район,G,0.903900414937759,0.9031232963106052,0.8136167729002638
730,Приморский муниципальный округ,D,0.8167105263157896,0.4072652192349504,0.3990874865412862
731,Приозерский муниципальный район,F,0.6307361963190184,0.5313652447321855,0.40544217255071513
732,Прионежский муниципальный район,F,0.652883435582822,0.5392955624893939,0.41620965941085103
733,Притобольный муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
734,Прокопьевский муниципальный округ,F,0.6963803680981597,0.48672080717226784,0.40570820199990293
735,Промышленновский муниципальный округ,F,0.6211042944785278,0.3301712926750646,0.29879526877757523
736,Пронский муниципальный район,G,0.9062448132780081,0.8930402061871401,0.8127641568695849
737,Пряжинский муниципальный район,G,0.9048132780082985,0.8870378007011961,0.8097966315143268
738,Псковский муниципальный район,E,0.8108108108108111,0.69082261604859,0.6226143932965904
739,Пугачевский муниципальный район,G,0.8988796680497922,0.8760973618297228,0.8022783154127187
740,Пудожский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
741,Пустошкинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
742,Путятинский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
743,Пучежский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
744,Пушкиногорский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
745,Пыщугский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
746,Радищевский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
747,Ребрихинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
748,Ржаксинский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
749,Ровенский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
750,Родинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
751,Родниковский муниципальный район,G,0.9048132780082985,0.8870378007011961,0.8097966315143268
752,Ромненский муниципальный округ,G,0.8908713692946055,0.8656649014239187,0.7928117404764293
753,Ромодановский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
754,Рославльский муниципальный район,F,0.6501840490797547,0.357322102274846,0.3232252813913913
755,Ростовский муниципальный район,F,0.6339877300613499,0.34570742298450136,0.31227940514205893
756,Ртищевский муниципальный район,G,0.8988796680497922,0.8760973618297228,0.8022783154127187
757,Рузаевский муниципальный район,F,0.6280368098159511,0.3389067059574454,0.30489027854432804
758,Русско-Полянский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
759,Рыбновский муниципальный район,F,0.6830061349693253,0.4577264545602517,0.38276542371131184
760,Ряжский муниципальный округ,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
761,Рязанский муниципальный район,F,0.6566257668711657,0.5486386544565185,0.4201205654889899
762,Сабинский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
763,Савинский муниципальный район,G,0.903900414937759,0.9031232963106052,0.8136167729002638
764,Сакмарский муниципальный район,G,0.8354356846473029,0.8821312365766998,0.7453085489712719
765,Салаватский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
766,Самойловский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
767,Сампурский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
768,Сапожковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
769,Сараевский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
770,Саракташский муниципальный район,G,0.8361203319502074,0.879785566545743,0.7438042362912941
771,Саргатский муниципальный район,G,0.9057468879668048,0.8982967067152294,0.8138561218447704
772,Сармановский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
773,Сарпинский муниципальный район,G,0.9053319502074686,0.9031245193661228,0.814877043328707
774,Саткинский муниципальный район,F,0.6703067484662577,0.5348637768056214,0.4219484300929954
775,Сафакулевский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
776,Сафоновский муниципальный район,F,0.6700000000000003,0.37743080508630433,0.3389972850506994
777,Саянский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
778,Свердловский муниципальный район,G,0.9062448132780081,0.8930402061871401,0.8127641568695849
779,Светлинский муниципальный район,G,0.9048132780082985,0.8870378007011961,0.8097966315143268
780,Светлоярский муниципальный район,F,0.5847239263803682,0.308952865319237,0.2755672627049421
781,Свободненский муниципальный район,F,0.5801226993865032,0.5168626283982427,0.3850507359161594
782,Себежский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
783,Северо-Енисейский муниципальный район,A,0.8789999999999998,0.766046746519782,0.6755288323816677
784,Сегежский муниципальный округ,G,0.7870954356846472,0.7621706349205302,0.6867698751050207
785,Седельниковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
786,Селемджинский муниципальный район,A,0.889285714285714,0.6714242364039278,0.6374685716142952
787,Селивановский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
788,Сенгилеевский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
789,Серафимовичский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
790,Сергачский муниципальный округ,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
791,Сергиевский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
792,Сердобский муниципальный район,G,0.9048132780082985,0.8870378007011961,0.8097966315143268
793,Сернурский муниципальный район,G,0.7766390041493776,0.8574691280071812,0.6880156103979005
794,Серышевский муниципальный округ,F,0.5900613496932516,0.3270788072693893,0.28518642777124076
795,Сеченовский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
796,Сковородинский муниципальный округ,F,0.5704907975460123,0.2863222198674148,0.2580886203711718
797,Сладковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
798,Сланцевский муниципальный район,F,0.5650306748466258,0.4604463944963741,0.35394558712333923
799,Слободо-Туринский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
800,Слободской муниципальный район,G,0.8515767634854771,0.8805153395989785,0.758682605568389
801,Слюдянский муниципальный район,F,0.6600000000000001,0.3672697803606498,0.3309178018622606
802,Смидовичский муниципальный район,F,0.6639877300613497,0.5210146224503651,0.41056460052526655
803,Собинский муниципальный район,G,0.8383817427385891,0.8140666576183784,0.7380640198710815
804,Соболевский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
805,Советский муниципальный округ,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
806,Советско-Гаванский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
807,Сокольский муниципальный округ,F,0.6885276073619635,0.4121546175723432,0.36245061760785063
808,Солигаличский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
809,Солнечный муниципальный район,A,0.5805714285714286,0.7444615221437556,0.5238670166427517
810,Солонешенский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
811,Солтонский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
812,Сорокинский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
813,Сортавальский муниципальный район,F,0.4667484662576685,0.3982568132446851,0.2888600922804251
814,Сосновоборский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
815,Сосновский муниципальный район,D,0.9756578947368425,0.5116609246776775,0.4993048541706834
816,Спас-Деменский муниципальный район,G,0.8968049792531118,0.876605340295392,0.8003300565780375
817,Спасский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
818,Среднеахтубинский муниципальный район,F,0.694233128834356,0.49092160225269227,0.40665777664842473
819,Среднеколымский муниципальный район,A,0.9054285714285711,0.7599907349919286,0.6876497257837122
820,Сретенский муниципальный район,F,0.5944171779141105,0.3906384089452905,0.31537970448012176
821,Ставропольский муниципальный район,D,0.894868421052632,0.4410600071462422,0.4329729008169275
822,Становлянский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
823,Старожиловский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
824,Старокулаткинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
825,Старомайнский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
826,Старополтавский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
827,Старорусский муниципальный район,F,0.6700000000000003,0.37743080508630433,0.3389972850506994
828,Старошайговский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
829,Староюрьевский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
830,Степновский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
831,Стерлибашевский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
832,Стерлитамакский муниципальный район,D,0.9756578947368425,0.5116609246776775,0.4993048541706834
833,Суворовский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
834,Судиславский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
835,Судогодский муниципальный район,G,0.8908713692946055,0.8656649014239187,0.7928117404764293
836,Суздальский муниципальный район,F,0.6703067484662577,0.5348637768056214,0.4219484300929954
837,Сузунский муниципальный район,F,0.6787116564417178,0.45786599034827496,0.3865079183812575
838,Сунский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
839,Сунтарский муниципальный район,F,0.3295092024539877,0.26012735883929605,0.17212023161824397
840,Суоярвский муниципальный округ,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
841,Сургутский муниципальный район,A,0.8064285714285713,0.5756006856695843,0.5538132934628944
842,Суровикинский муниципальный район,G,0.9053319502074686,0.9031245193661228,0.814877043328707
843,Сурский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
844,Сусанинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
845,Сухиничский муниципальный район,G,0.8908713692946055,0.8656649014239187,0.7928117404764293
846,Сухобузимский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
847,Сызранский муниципальный район,F,0.6862576687116565,0.47161879933703893,0.39411561728714395
848,Сыктывдинский муниципальный район,F,0.6639877300613499,0.48277646734229945,0.38997508198638914
849,Сысольский муниципальный район,G,0.898381742738589,0.8813538623578121,0.8033702803879043
850,Сычевский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
851,Сямженский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
852,Таборинский муниципальный район,G,0.8552074688796678,0.824435045379802,0.7550156553784546
853,Табунский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
854,Таврический муниципальный район,G,0.9048132780082985,0.8870378007011961,0.8097966315143268
855,Таймырский Долгано-Ненецкий муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
856,Тайшетский муниципальный район,F,0.6885276073619635,0.4121546175723432,0.36245061760785063
857,Тальменский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
858,Тамалинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
859,Тандинский муниципальный район,A,0.515857142857143,0.4050034983549326,0.34549057649796944
860,Тарногский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
861,Тарский муниципальный район,F,0.5780981595092025,0.28882740371892557,0.26421031276481943
862,Тарусский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
863,Тасеевский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
864,Татарский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
865,Татищевский муниципальный район,G,0.9048132780082985,0.8870378007011961,0.8097966315143268
866,Таттинский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
867,Татышлинский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
868,Тахтамукайский муниципальный район,E,0.7372972972972975,0.6282867039499247,0.5636760645401256
869,Ташлинский муниципальный район,G,0.8375518672199168,0.885787972031687,0.7467717616465522
870,Таштагольский муниципальный район,F,0.6499999999999999,0.5561933590517045,0.41705548848948665
871,Таштыпский муниципальный район,F,0.5019631901840491,0.3490765271365453,0.2779922669424723
872,Тевризский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
873,Тегульдетский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
874,Тейковский муниципальный район,G,0.9057468879668048,0.8982967067152294,0.8138561218447704
875,Темкинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
876,Темниковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
877,Теньгушевский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
878,Тепло-Огаревский муниципальный район,G,0.9058298755186719,0.8978680188380334,0.8137850783535215
879,Тербунский муниципальный район,G,0.9058298755186719,0.8978680188380334,0.8137850783535215
880,Тереньгульский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
881,Тернейский муниципальный округ,F,0.5078527607361963,0.3894985190357147,0.2756552345553259
882,Тетюшский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
